year,state,districts,registeredUsers,amount,type
2022,chhattisgarh,surguja,3762924,5443547309.295029,TOTAL
2022,chhattisgarh,mahasamund,3300018,5221786624.788328,TOTAL
2022,chhattisgarh,durg,48523671,64247502275.46567,TOTAL
2022,chhattisgarh,raipur,38862259,55662404886.39615,TOTAL
2022,chhattisgarh,bilaspur,16252139,21208051820.214054,TOTAL
2022,chhattisgarh,raigarh,8475730,11974795198.59215,TOTAL
2022,chhattisgarh,korba,7598691,9998923126.807133,TOTAL
2022,chhattisgarh,janjgir champa,7194881,9873971004.747929,TOTAL
2022,chhattisgarh,rajnandgaon,6195224,9255085937.73935,TOTAL
2022,chhattisgarh,baloda bazar,4723545,7027700030.598945,TOTAL
2022,chhattisgarh,surguja,4530080,6525605229.70492,TOTAL
2022,chhattisgarh,mahasamund,3890208,6294827909.790523,TOTAL
2023,chhattisgarh,raipur,45622190,62999064541.0,TOTAL
2023,chhattisgarh,durg,23859545,31147636873.0,TOTAL
2023,chhattisgarh,bilaspur,22515986,28109717724.0,TOTAL
2023,chhattisgarh,raigarh,14309929,20128762185.0,TOTAL
2023,chhattisgarh,korba,12843212,16488882083.0,TOTAL
2023,chhattisgarh,janjgir champa,11935407,16206439751.0,TOTAL
2023,chhattisgarh,rajnandgaon,8307564,12366125060.0,TOTAL
2023,chhattisgarh,surguja,7940333,10560053086.0,TOTAL
2023,chhattisgarh,baloda bazar,7197194,10652987448.0,TOTAL
2023,chhattisgarh,mahasamund,6599102,10588363841.0,TOTAL
2023,chhattisgarh,raipur,52620640,69883706700.0,TOTAL
2023,chhattisgarh,durg,26918873,34354238161.0,TOTAL
2023,chhattisgarh,bilaspur,26295348,31728128217.0,TOTAL
2023,chhattisgarh,raigarh,16537898,21670817692.0,TOTAL
2023,chhattisgarh,korba,14707141,18016273425.0,TOTAL
2023,chhattisgarh,janjgir champa,14164104,17840916543.0,TOTAL
2023,chhattisgarh,rajnandgaon,9678721,13738399065.0,TOTAL
2023,chhattisgarh,surguja,9320236,12083741021.0,TOTAL
2023,chhattisgarh,baloda bazar,8570502,11581152240.0,TOTAL
2023,chhattisgarh,mahasamund,7611714,11144524711.0,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,92738,105807098.82670307,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,daman,50218,63416803.35332492,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,diu,5593,6434481.929188873,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,128642,186926842.5467928,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,daman,67705,104407321.93224815,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,diu,6279,10736607.177110624,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,177851,273261425.21412045,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,daman,104637,160593811.8079571,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,diu,7087,13784358.656098008,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,247575,399434283.41724634,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,daman,147005,240064159.060293,TOTAL
2018,dadra-&-nagar-haveli-&-daman-&-diu,diu,9502,19252174.323347375,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,386213,505553450.4985651,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,daman,259564,315877185.53074825,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,diu,16037,21939140.020587962,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,276573,465450284.8957217,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,daman,183953,303607607.8232254,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,diu,29130,55383383.84612378,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,385688,579621876.8486073,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,daman,235860,348909463.4581386,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,diu,17203,32940133.54162597,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,465412,736360098.0195075,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,daman,282085,443588793.8632827,TOTAL
2019,dadra-&-nagar-haveli-&-daman-&-diu,diu,21474,46692370.12824968,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,535805,813878312.368383,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,daman,318808,482278970.26113427,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,diu,23966,46606086.663000636,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,607115,819008453.120671,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,daman,342171,440492998.5695746,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,diu,23866,42875002.19781082,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,735433,1113115462.3887653,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,daman,376291,584809492.9126781,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,diu,26588,51864159.697919816,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,1178976,1683480021.6173902,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,daman,596994,921372876.4402872,TOTAL
2020,dadra-&-nagar-haveli-&-daman-&-diu,diu,41821,95658202.77082601,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,1218428,1825446563.9770944,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,daman,664208,1043765962.724646,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,diu,42608,96420384.49176355,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,1350893,1981679666.5277362,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,daman,733176,1074079574.2247202,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,diu,41014,101909220.66644716,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,1979522,2673225036.233348,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,daman,1083689,1475259765.304812,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,diu,66259,157454301.25334743,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2651530,3463923579.431045,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,daman,1417153,1895788566.3308911,TOTAL
2021,dadra-&-nagar-haveli-&-daman-&-diu,diu,88402,206127240.56872404,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,3078173,3954838129.047655,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,daman,1629797,2068807150.1986508,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,diu,94833,213403088.016084,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,3705529,4384666145.001483,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,daman,1923407,2321672075.29422,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,diu,130835,288821560.5151377,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,3999361,4602085602.265935,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,daman,2317701,2638822275.269265,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,diu,148559,279739481.9642375,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,4689855,5134034950.126673,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,daman,2344860,2629286286.284037,TOTAL
2022,dadra-&-nagar-haveli-&-daman-&-diu,diu,154870,296319509.67041874,TOTAL
2023,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,7700138,8122810854.0,TOTAL
2023,dadra-&-nagar-haveli-&-daman-&-diu,daman,3864652,4064735362.0,TOTAL
2023,dadra-&-nagar-haveli-&-daman-&-diu,diu,239195,426544984.0,TOTAL
2023,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,8670763,8831457320.0,TOTAL
2023,dadra-&-nagar-haveli-&-daman-&-diu,daman,4408947,4407940658.0,TOTAL
2023,dadra-&-nagar-haveli-&-daman-&-diu,diu,277405,511140210.0,TOTAL
2018,delhi,central delhi,2997714,4312145216.274474,TOTAL
2018,delhi,new delhi,883737,1478916789.169149,TOTAL
2018,delhi,south east delhi,562694,929543692.8225484,TOTAL
2018,delhi,west,545129,966855137.026748,TOTAL
2018,delhi,north west,387431,614242861.0675646,TOTAL
2018,delhi,north,361539,574580634.2506722,TOTAL
2018,delhi,east,357904,594248348.383992,TOTAL
2018,delhi,south,334361,597143870.4750924,TOTAL
2018,delhi,south west,318199,555900155.5283471,TOTAL
2018,delhi,shahdara,193886,326458215.38394874,TOTAL
2018,delhi,central delhi,3589206,6223466821.0926285,TOTAL
2018,delhi,new delhi,1177251,2387389846.7443447,TOTAL
2018,delhi,west,785457,1588935316.1264243,TOTAL
2018,delhi,south east delhi,767547,1466216713.987477,TOTAL
2018,delhi,north west,575888,1041767876.9620268,TOTAL
2018,delhi,north,517958,975252185.7330843,TOTAL
2018,delhi,south,513003,979271408.8449214,TOTAL
2018,delhi,east,504193,925784169.7499555,TOTAL
2018,delhi,south west,440508,903268239.0851493,TOTAL
2018,delhi,shahdara,272663,533105673.5945449,TOTAL
2018,delhi,central delhi,8165361,10515884583.426525,TOTAL
2018,delhi,new delhi,2022950,3481996395.702257,TOTAL
2018,delhi,west,1402787,2408205061.402441,TOTAL
2018,delhi,south east delhi,1321135,2190894940.921797,TOTAL
2018,delhi,north west,1071877,1611349650.512775,TOTAL
2018,delhi,south,1009436,1501908121.057089,TOTAL
2018,delhi,east,990369,1384933230.2478726,TOTAL
2018,delhi,north,955698,1471064055.191176,TOTAL
2018,delhi,south west,789269,1374843119.5072455,TOTAL
2018,delhi,shahdara,481819,805520386.5670927,TOTAL
2018,delhi,central delhi,9373395,13878492766.290386,TOTAL
2018,delhi,new delhi,3230268,5091082007.824482,TOTAL
2018,delhi,west,2678986,3650604507.6334457,TOTAL
2018,delhi,south east delhi,2675009,3473400560.128728,TOTAL
2018,delhi,north west,2221592,2514145474.579898,TOTAL
2018,delhi,east,2073615,2113753353.5608745,TOTAL
2018,delhi,north,1864549,2189129077.3478146,TOTAL
2018,delhi,south,1769675,2243831444.013054,TOTAL
2018,delhi,south west,1535302,2165326033.913863,TOTAL
2018,delhi,shahdara,987533,1305320182.496128,TOTAL
2019,delhi,central delhi,12885975,16258175800.83931,TOTAL
2019,delhi,new delhi,10000765,13939472234.96883,TOTAL
2019,delhi,south east delhi,4177871,4783209115.672518,TOTAL
2019,delhi,west,3962949,5022146273.196945,TOTAL
2019,delhi,east,3074036,2994257491.1936464,TOTAL
2019,delhi,north west,3030848,3421611240.905769,TOTAL
2019,delhi,south,2571440,2944578121.8940973,TOTAL
2019,delhi,north,2528129,2919441273.8433604,TOTAL
2019,delhi,south west,2287011,2903464344.436347,TOTAL
2019,delhi,shahdara,1402956,1800644587.5922666,TOTAL
2019,delhi,new delhi,23313548,36146671717.918365,TOTAL
2019,delhi,central delhi,8821530,12827351677.982723,TOTAL
2019,delhi,west,4273168,5964570040.981258,TOTAL
2019,delhi,south east delhi,4093477,5354348696.201298,TOTAL
2019,delhi,east,3157212,3432947910.8653455,TOTAL
2019,delhi,north west,3032525,3903083209.051039,TOTAL
2019,delhi,south,2809313,3393506108.0570455,TOTAL
2019,delhi,north,2646708,3429942978.9386187,TOTAL
2019,delhi,south west,2441752,3375124289.347537,TOTAL
2019,delhi,shahdara,1439856,2125041674.940278,TOTAL
2019,delhi,new delhi,24687138,43288057341.92169,TOTAL
2019,delhi,central delhi,10383905,15911065630.894386,TOTAL
2019,delhi,west,5923192,8122173371.353607,TOTAL
2019,delhi,south east delhi,5633818,7118731074.594847,TOTAL
2019,delhi,east,4260289,4563965029.464273,TOTAL
2019,delhi,south,4067756,4543363283.628731,TOTAL
2019,delhi,north west,4036365,5327025172.802139,TOTAL
2019,delhi,north,3597191,4566145276.173758,TOTAL
2019,delhi,south west,3392924,4564338750.415346,TOTAL
2019,delhi,shahdara,1929681,2840221012.8598523,TOTAL
2019,delhi,new delhi,29048107,54398427887.76768,TOTAL
2019,delhi,central delhi,13130548,21110784970.602043,TOTAL
2019,delhi,west,6541869,9822841229.050655,TOTAL
2019,delhi,south east delhi,6387755,8697135102.682934,TOTAL
2019,delhi,east,4787770,5518543582.019401,TOTAL
2019,delhi,south,4672501,5360121273.421125,TOTAL
2019,delhi,north west,4376687,6492920778.373013,TOTAL
2019,delhi,north,3982235,5440162132.4586935,TOTAL
2019,delhi,south west,3796919,5538272503.100773,TOTAL
2019,delhi,shahdara,2149197,3597910765.0530796,TOTAL
2020,delhi,central delhi,24757650,41219414205.06069,TOTAL
2020,delhi,new delhi,17899322,34941263526.20205,TOTAL
2020,delhi,west,6627571,10519670848.51133,TOTAL
2020,delhi,south east delhi,6523345,9238065831.407085,TOTAL
2020,delhi,east,4783041,5861493191.072474,TOTAL
2020,delhi,south,4578729,5702232003.384875,TOTAL
2020,delhi,north west,4394010,7009463341.814796,TOTAL
2020,delhi,north,4134350,5959728045.553724,TOTAL
2020,delhi,south west,3956004,6031191820.22498,TOTAL
2020,delhi,shahdara,2148023,3847703306.254819,TOTAL
2020,delhi,central delhi,17641823,30418597739.3527,TOTAL
2020,delhi,new delhi,13713658,27033383045.67708,TOTAL
2020,delhi,west,5753319,8981471481.485285,TOTAL
2020,delhi,south east delhi,5215263,7084670452.703098,TOTAL
2020,delhi,north west,4270005,6452332763.460186,TOTAL
2020,delhi,south west,4193591,6168338438.737105,TOTAL
2020,delhi,east,4005780,5059627017.012638,TOTAL
2020,delhi,south,3631140,4698622938.32077,TOTAL
2020,delhi,north,3462809,5258808051.479293,TOTAL
2020,delhi,north east,2229412,3393429629.3164525,TOTAL
2020,delhi,central delhi,32203761,61527717933.93762,TOTAL
2020,delhi,new delhi,17268250,34516772051.491745,TOTAL
2020,delhi,west,8231034,14963814238.681545,TOTAL
2020,delhi,south east delhi,7402382,11175362187.684738,TOTAL
2020,delhi,north west,5785656,10454717366.918316,TOTAL
2020,delhi,south west,5547370,8927576871.08003,TOTAL
2020,delhi,east,5054670,7198767026.72743,TOTAL
2020,delhi,north,4691610,8507808245.57009,TOTAL
2020,delhi,south,4564631,6503381595.242459,TOTAL
2020,delhi,north east,2910048,5488227059.169053,TOTAL
2020,delhi,central delhi,32194168,61575435521.28283,TOTAL
2020,delhi,new delhi,19719782,37020451053.1837,TOTAL
2020,delhi,west,12092280,22395396964.83783,TOTAL
2020,delhi,south east delhi,11414146,17130268130.317047,TOTAL
2020,delhi,north west,8026101,14953244692.580374,TOTAL
2020,delhi,south west,7745403,12646111042.466732,TOTAL
2020,delhi,east,7410660,10725439312.082693,TOTAL
2020,delhi,south,6797385,9578135719.354939,TOTAL
2020,delhi,north,6775272,12208521800.583145,TOTAL
2020,delhi,shahdara,4208254,9392225302.24066,TOTAL
2021,delhi,central delhi,54173342,90711721159.77658,TOTAL
2021,delhi,new delhi,31953482,53832767509.43621,TOTAL
2021,delhi,west,12363374,23133622270.239567,TOTAL
2021,delhi,south east delhi,12287216,18449868327.686386,TOTAL
2021,delhi,north west,8024587,15349170514.54198,TOTAL
2021,delhi,east,7874737,11290580992.027351,TOTAL
2021,delhi,south west,7721739,12780255587.51034,TOTAL
2021,delhi,south,7428356,10208060134.038582,TOTAL
2021,delhi,north,7199592,12976771848.005224,TOTAL
2021,delhi,shahdara,4235592,9595155648.30619,TOTAL
2021,delhi,central delhi,62131856,100895875737.76091,TOTAL
2021,delhi,new delhi,36788618,60387138441.32027,TOTAL
2021,delhi,west,12217454,22460950400.13157,TOTAL
2021,delhi,south east delhi,11519378,17106146861.933064,TOTAL
2021,delhi,north west,8373397,15462806103.953077,TOTAL
2021,delhi,south west,8208259,13456640547.363726,TOTAL
2021,delhi,east,7486985,10978698462.135324,TOTAL
2021,delhi,south,7346726,9956087387.089846,TOTAL
2021,delhi,north,7283521,13045029034.825657,TOTAL
2021,delhi,north east,4567057,9118331386.987755,TOTAL
2021,delhi,central delhi,88849847,137311394953.58371,TOTAL
2021,delhi,new delhi,50089446,77874603330.18227,TOTAL
2021,delhi,south east delhi,17254936,25283744433.53666,TOTAL
2021,delhi,west,17186832,31879892281.09146,TOTAL
2021,delhi,north west,11436200,21133053482.335484,TOTAL
2021,delhi,south west,10691277,17385987188.960205,TOTAL
2021,delhi,east,10407086,14944795668.028805,TOTAL
2021,delhi,south,10381321,13789719686.570164,TOTAL
2021,delhi,north,10359707,18205778951.817303,TOTAL
2021,delhi,shahdara,6108459,13750322170.230267,TOTAL
2021,delhi,central delhi,111134916,177625511230.04297,TOTAL
2021,delhi,new delhi,61634107,99244375372.27344,TOTAL
2021,delhi,south east delhi,21366628,32122243404.91709,TOTAL
2021,delhi,west,20430656,39890704519.6619,TOTAL
2021,delhi,north west,13585992,26091698381.40573,TOTAL
2021,delhi,south,12510023,16942839763.775913,TOTAL
2021,delhi,north,12503180,22723650290.401375,TOTAL
2021,delhi,south west,12404698,21054166955.724888,TOTAL
2021,delhi,east,12092666,18447833006.757885,TOTAL
2021,delhi,shahdara,7518346,17929102853.313446,TOTAL
2022,delhi,central delhi,128309915,198072597274.588,TOTAL
2022,delhi,new delhi,71006225,110657872546.40234,TOTAL
2022,delhi,south east delhi,23146633,34276252396.92598,TOTAL
2022,delhi,west,22748647,43283043830.88957,TOTAL
2022,delhi,north west,14899833,28208907241.065834,TOTAL
2022,delhi,north,14076598,25099334230.75274,TOTAL
2022,delhi,south west,13659485,22636957994.996166,TOTAL
2022,delhi,south,13519253,17982839888.57036,TOTAL
2022,delhi,east,13032988,19771730745.94047,TOTAL
2022,delhi,north east,8357217,17814230282.345295,TOTAL
2022,delhi,central delhi,159034619,232911858055.08478,TOTAL
2022,delhi,new delhi,87939392,129418048270.15207,TOTAL
2022,delhi,south east delhi,29302567,40564903164.264656,TOTAL
2022,delhi,west,28008086,50563146986.313255,TOTAL
2022,delhi,north west,18057230,33092543802.040115,TOTAL
2022,delhi,north,17494896,29482073628.067886,TOTAL
2022,delhi,south,17358990,21493188986.975037,TOTAL
2022,delhi,south west,16899542,26515960445.85206,TOTAL
2022,delhi,east,16485686,23141432019.978474,TOTAL
2022,delhi,shahdara,10060246,22195136725.333412,TOTAL
2022,delhi,central delhi,243139962,327191972497.867,TOTAL
2022,delhi,new delhi,58178476,76558260276.67705,TOTAL
2022,delhi,west,30595250,52638495087.749954,TOTAL
2022,delhi,south east delhi,30215862,40627500625.401535,TOTAL
2022,delhi,east,21104584,28881717613.549664,TOTAL
2022,delhi,north west,18316480,32675014921.771603,TOTAL
2022,delhi,south,18234782,21732528705.790974,TOTAL
2022,delhi,north,18232076,29812600679.07141,TOTAL
2022,delhi,south west,17276601,26324661266.56317,TOTAL
2022,delhi,shahdara,10220528,21361296110.510616,TOTAL
2022,delhi,central delhi,280960656,386107883617.53076,TOTAL
2022,delhi,new delhi,45094468,58157025088.38431,TOTAL
2022,delhi,south east delhi,33116019,44231426531.24901,TOTAL
2022,delhi,west,32293188,56453476563.182175,TOTAL
2022,delhi,east,23683133,33122093387.044395,TOTAL
2022,delhi,north west,19859098,35599171826.28781,TOTAL
2022,delhi,south,19537728,23391855096.18752,TOTAL
2022,delhi,north,19393947,31932822870.2881,TOTAL
2022,delhi,south west,18499176,28102930810.327362,TOTAL
2022,delhi,shahdara,11420073,24438534174.92784,TOTAL
2023,delhi,south east delhi,56901581,72188090661.0,TOTAL
2023,delhi,west,53494049,88637227473.0,TOTAL
2023,delhi,central delhi,49681285,81500812610.0,TOTAL
2023,delhi,new delhi,48280973,58799219994.0,TOTAL
2023,delhi,north west,34149097,57664399598.0,TOTAL
2023,delhi,north,33930652,53000017794.0,TOTAL
2023,delhi,south,32534127,37497668457.0,TOTAL
2023,delhi,south west,31119622,45110662539.0,TOTAL
2023,delhi,east,30263080,39834690348.0,TOTAL
2023,delhi,shahdara,19779351,39855441084.0,TOTAL
2023,delhi,south east delhi,66237557,78214516249.0,TOTAL
2023,delhi,west,62944946,95782240128.0,TOTAL
2023,delhi,central delhi,57622069,86092311109.0,TOTAL
2023,delhi,new delhi,57173491,64569798729.0,TOTAL
2023,delhi,north west,40527597,63155058402.0,TOTAL
2023,delhi,north,40357914,58188318194.0,TOTAL
2023,delhi,south,38797761,41499044092.0,TOTAL
2023,delhi,south west,36917006,49688361980.0,TOTAL
2023,delhi,east,36042935,43552662240.0,TOTAL
2023,delhi,shahdara,23083531,41909976096.0,TOTAL
2018,goa,north goa,95114,187108291.98525044,TOTAL
2018,goa,south goa,65783,116748450.35783319,TOTAL
2018,goa,north goa,133429,290814882.35943836,TOTAL
2018,goa,south goa,96146,187788942.99917686,TOTAL
2018,goa,north goa,194726,421264288.45388794,TOTAL
2018,goa,south goa,144785,291902680.78434587,TOTAL
2018,goa,north goa,305380,714879898.599603,TOTAL
2018,goa,south goa,209375,438125180.3228017,TOTAL
2019,goa,north goa,441807,940864352.317215,TOTAL
2019,goa,south goa,297005,534459044.9593618,TOTAL
2019,goa,north goa,470250,1020834861.8525431,TOTAL
2019,goa,south goa,298191,571032241.535074,TOTAL
2019,goa,north goa,673971,1293013307.2683115,TOTAL
2019,goa,south goa,418445,707353884.2285295,TOTAL
2019,goa,north goa,980231,1963621433.5422535,TOTAL
2019,goa,south goa,535041,959838914.9572154,TOTAL
2020,goa,north goa,1277387,2374507200.865538,TOTAL
2020,goa,south goa,603850,1035864031.0582266,TOTAL
2020,goa,north goa,883695,1294651809.391935,TOTAL
2020,goa,south goa,598397,888964620.6248364,TOTAL
2020,goa,north goa,1165122,2087621922.6831622,TOTAL
2020,goa,south goa,750409,1280721658.2614956,TOTAL
2020,goa,north goa,2504378,4712001378.742861,TOTAL
2020,goa,south goa,1297003,2187791368.837076,TOTAL
2021,goa,north goa,3797921,7119400649.563017,TOTAL
2021,goa,south goa,1533628,2637842229.458396,TOTAL
2021,goa,north goa,3083639,5391453884.873638,TOTAL
2021,goa,south goa,1626496,2621399702.202361,TOTAL
2021,goa,north goa,4282602,7042155411.60932,TOTAL
2021,goa,south goa,2185161,3436270181.327051,TOTAL
2021,goa,north goa,7808548,13467044827.548832,TOTAL
2021,goa,south goa,3280211,5160212288.320821,TOTAL
2022,goa,north goa,8513573,14075639843.882042,TOTAL
2022,goa,south goa,3700525,5740805558.964066,TOTAL
2022,goa,north goa,9999773,16484842033.028084,TOTAL
2022,goa,south goa,4216281,6388195726.492123,TOTAL
2022,goa,north goa,8310698,13076925808.314318,TOTAL
2022,goa,south goa,4877989,6497339467.392014,TOTAL
2022,goa,north goa,11455490,17268434371.99816,TOTAL
2022,goa,south goa,5737184,7656551999.340998,TOTAL
2023,goa,north goa,16251833,24505420924.0,TOTAL
2023,goa,south goa,7943237,10591544851.0,TOTAL
2023,goa,north goa,17849215,27042471683.0,TOTAL
2023,goa,south goa,8681375,11369735260.0,TOTAL
2018,gujarat,ahmadabad,1436152,2153123692.102863,TOTAL
2018,gujarat,surat,983723,1346833710.5223997,TOTAL
2018,gujarat,vadodara,387998,604645570.2100985,TOTAL
2018,gujarat,banas kantha,237457,197883270.21264294,TOTAL
2018,gujarat,gandhinagar,237393,318002413.6906459,TOTAL
2018,gujarat,mahesana,227748,213031001.6165129,TOTAL
2018,gujarat,rajkot,219190,296803513.7880937,TOTAL
2018,gujarat,kachchh,217912,316933354.7930958,TOTAL
2018,gujarat,bharuch,210073,249246117.13529772,TOTAL
2018,gujarat,bhavnagar,182948,171495425.58982483,TOTAL
2018,gujarat,ahmadabad,1809774,3307127930.4397454,TOTAL
2018,gujarat,surat,1310963,2189526110.381512,TOTAL
2018,gujarat,vadodara,528893,975136493.2075567,TOTAL
2018,gujarat,gandhinagar,315542,522133969.7111994,TOTAL
2018,gujarat,banas kantha,307928,362168353.1498716,TOTAL
2018,gujarat,bharuch,289862,428830769.63445514,TOTAL
2018,gujarat,kachchh,287874,494142161.9887994,TOTAL
2018,gujarat,mahesana,286014,362586915.57954156,TOTAL
2018,gujarat,rajkot,283913,465751106.64481115,TOTAL
2018,gujarat,bhavnagar,253332,265850891.74358377,TOTAL
2018,gujarat,ahmadabad,2600288,4740981792.133425,TOTAL
2018,gujarat,surat,1899586,3203734473.971199,TOTAL
2018,gujarat,vadodara,773456,1452835059.4761376,TOTAL
2018,gujarat,bharuch,480222,695864170.869137,TOTAL
2018,gujarat,gandhinagar,479518,791502891.3922588,TOTAL
2018,gujarat,mahesana,464894,561504997.461841,TOTAL
2018,gujarat,kachchh,421411,764023467.8126487,TOTAL
2018,gujarat,rajkot,402342,650585707.9949489,TOTAL
2018,gujarat,banas kantha,396566,532922632.7560996,TOTAL
2018,gujarat,bhavnagar,374470,397576856.4658471,TOTAL
2018,gujarat,ahmadabad,3990090,6515656157.237562,TOTAL
2018,gujarat,surat,2225031,4270243993.924238,TOTAL
2018,gujarat,vadodara,1047381,2063816597.5452976,TOTAL
2018,gujarat,gandhinagar,693588,1143266870.1325014,TOTAL
2018,gujarat,bharuch,603122,1036812125.2621627,TOTAL
2018,gujarat,kachchh,537116,1068486738.7583004,TOTAL
2018,gujarat,banas kantha,529655,758278914.52389,TOTAL
2018,gujarat,mahesana,529470,758586454.1320899,TOTAL
2018,gujarat,rajkot,472933,879868564.9668198,TOTAL
2018,gujarat,valsad,468363,753128666.5596428,TOTAL
2019,gujarat,ahmadabad,7894660,10956007756.562977,TOTAL
2019,gujarat,surat,3283182,5664609103.880556,TOTAL
2019,gujarat,vadodara,1655864,2706612327.076613,TOTAL
2019,gujarat,gandhinagar,1244457,1559852035.3782334,TOTAL
2019,gujarat,navsari,1112006,1853217634.4572105,TOTAL
2019,gujarat,bharuch,926374,1330716993.7382002,TOTAL
2019,gujarat,mahesana,899763,1021313511.4526355,TOTAL
2019,gujarat,kachchh,895127,1364193288.246049,TOTAL
2019,gujarat,banas kantha,805139,1054321489.3685756,TOTAL
2019,gujarat,valsad,750124,983591069.6663814,TOTAL
2019,gujarat,ahmadabad,11689965,19024891336.636116,TOTAL
2019,gujarat,navsari,3136644,5394071895.487188,TOTAL
2019,gujarat,surat,3047988,6016899815.178611,TOTAL
2019,gujarat,vadodara,1717964,3251133813.8582134,TOTAL
2019,gujarat,gandhinagar,1205404,1791763499.6818066,TOTAL
2019,gujarat,bharuch,747899,1317325972.015126,TOTAL
2019,gujarat,rajkot,724751,1400871094.6495595,TOTAL
2019,gujarat,mahesana,715052,1095164063.6523905,TOTAL
2019,gujarat,kachchh,688449,1389719506.4029193,TOTAL
2019,gujarat,banas kantha,642084,1108185173.7200396,TOTAL
2019,gujarat,ahmadabad,14605589,23081622347.556786,TOTAL
2019,gujarat,surat,4447301,7371726681.306206,TOTAL
2019,gujarat,navsari,3007618,5936350631.711407,TOTAL
2019,gujarat,vadodara,2407408,3950547763.5697803,TOTAL
2019,gujarat,gandhinagar,1850642,2359920414.1180134,TOTAL
2019,gujarat,bharuch,1040617,1624510953.9967768,TOTAL
2019,gujarat,rajkot,1022919,1587889777.799852,TOTAL
2019,gujarat,mahesana,1012086,1334187013.0348892,TOTAL
2019,gujarat,anand,955946,948614191.2624346,TOTAL
