year,state,districts,registeredUsers,amount,type
2021,tamil-nadu,thiruvallur,11085004,18895161862.27714,TOTAL
2021,tamil-nadu,kancheepuram,7239244,10815729803.34292,TOTAL
2021,tamil-nadu,salem,5675889,12397067358.312304,TOTAL
2021,tamil-nadu,krishnagiri,5202492,9440763059.482832,TOTAL
2021,tamil-nadu,tiruppur,4975985,9855808601.269077,TOTAL
2021,tamil-nadu,madurai,3516926,7776155489.0908375,TOTAL
2021,tamil-nadu,erode,3015359,6105816825.193925,TOTAL
2021,tamil-nadu,chennai,43737916,74499227803.65169,TOTAL
2021,tamil-nadu,coimbatore,13478464,22760967333.98004,TOTAL
2021,tamil-nadu,thiruvallur,10992425,19318347570.29032,TOTAL
2021,tamil-nadu,chengalpattu,10075805,14457269251.206604,TOTAL
2021,tamil-nadu,kancheepuram,6712965,10372666957.168972,TOTAL
2021,tamil-nadu,salem,6557056,13210082950.603289,TOTAL
2021,tamil-nadu,krishnagiri,5709389,10202810394.134584,TOTAL
2021,tamil-nadu,tiruppur,5150795,9379303653.11161,TOTAL
2021,tamil-nadu,madurai,3953976,8300059490.344873,TOTAL
2021,tamil-nadu,erode,3273510,6223483781.161043,TOTAL
2021,tamil-nadu,chennai,60971210,100463999673.28705,TOTAL
2021,tamil-nadu,coimbatore,20245762,33773953433.75327,TOTAL
2021,tamil-nadu,thiruvallur,15395149,26049988524.55871,TOTAL
2021,tamil-nadu,chengalpattu,14140388,19685011908.637135,TOTAL
2021,tamil-nadu,kancheepuram,9646258,14550143056.676134,TOTAL
2021,tamil-nadu,salem,8972048,18517560410.07822,TOTAL
2021,tamil-nadu,tiruppur,8398025,15282996499.831757,TOTAL
2021,tamil-nadu,krishnagiri,8122339,14578072272.708693,TOTAL
2021,tamil-nadu,madurai,5142737,11208939183.589071,TOTAL
2021,tamil-nadu,erode,4668549,9015063256.621798,TOTAL
2021,tamil-nadu,chennai,76229690,118203166308.69281,TOTAL
2021,tamil-nadu,coimbatore,27081380,43635817078.197556,TOTAL
2021,tamil-nadu,thiruvallur,19146359,31072880036.32846,TOTAL
2021,tamil-nadu,chengalpattu,17730987,23840432091.355568,TOTAL
2021,tamil-nadu,salem,11783515,22754882844.827263,TOTAL
2021,tamil-nadu,kancheepuram,11777894,17286201190.039677,TOTAL
2021,tamil-nadu,tiruppur,11167439,18701118258.10759,TOTAL
2021,tamil-nadu,krishnagiri,10363352,18220873236.79904,TOTAL
2021,tamil-nadu,madurai,6309318,13464800515.296556,TOTAL
2021,tamil-nadu,erode,6109637,11279232350.572424,TOTAL
2022,tamil-nadu,chennai,87458453,135444152912.82495,TOTAL
2022,tamil-nadu,coimbatore,30679187,51963955887.092926,TOTAL
2022,tamil-nadu,thiruvallur,21243322,35412374869.40968,TOTAL
2022,tamil-nadu,chengalpattu,19802491,27209616572.77708,TOTAL
2022,tamil-nadu,salem,13278693,26325325605.86054,TOTAL
2022,tamil-nadu,kancheepuram,13219354,19642924522.879723,TOTAL
2022,tamil-nadu,tiruppur,12755181,20994558968.024055,TOTAL
2022,tamil-nadu,krishnagiri,11729353,20650466208.670746,TOTAL
2022,tamil-nadu,madurai,7084562,15309320989.586182,TOTAL
2022,tamil-nadu,erode,6860000,12788323701.47359,TOTAL
2022,tamil-nadu,chennai,105344784,154665269695.64178,TOTAL
2022,tamil-nadu,coimbatore,36695888,59260276493.124756,TOTAL
2022,tamil-nadu,thiruvallur,25490825,40588215771.8699,TOTAL
2022,tamil-nadu,chengalpattu,25456618,33118244166.512466,TOTAL
2022,tamil-nadu,salem,16106627,30338068694.55334,TOTAL
2022,tamil-nadu,kancheepuram,15868496,22731542491.811836,TOTAL
2022,tamil-nadu,tiruppur,15482000,23838727353.10485,TOTAL
2022,tamil-nadu,krishnagiri,13942838,24721054679.65894,TOTAL
2022,tamil-nadu,madurai,8320838,17264493941.688946,TOTAL
2022,tamil-nadu,erode,8037374,14313011584.19171,TOTAL
2022,tamil-nadu,chengalpattu,78987490,106079722725.66629,TOTAL
2022,tamil-nadu,coimbatore,43610373,63815834929.8924,TOTAL
2022,tamil-nadu,chennai,42908667,65344650467.52282,TOTAL
2022,tamil-nadu,salem,31403065,50435972371.68587,TOTAL
2022,tamil-nadu,thiruvallur,25690184,40124901027.15739,TOTAL
2022,tamil-nadu,madurai,18854500,34963057317.53805,TOTAL
2022,tamil-nadu,tiruppur,17847117,25599159008.871284,TOTAL
2022,tamil-nadu,kancheepuram,16476680,22598905113.9707,TOTAL
2022,tamil-nadu,krishnagiri,14932340,25680854032.527496,TOTAL
2022,tamil-nadu,erode,9576460,15897874506.90147,TOTAL
2022,tamil-nadu,chengalpattu,109159290,143850411731.03558,TOTAL
2022,tamil-nadu,coimbatore,40259816,56926594389.6588,TOTAL
2022,tamil-nadu,chennai,36087169,52708969517.53118,TOTAL
2022,tamil-nadu,salem,33193962,52189264730.86203,TOTAL
2022,tamil-nadu,thiruvallur,27335584,41018657465.028946,TOTAL
2022,tamil-nadu,madurai,21930141,39075713283.65903,TOTAL
2022,tamil-nadu,tiruppur,20078625,27993817372.884705,TOTAL
2022,tamil-nadu,kancheepuram,17540782,22979273761.17815,TOTAL
2022,tamil-nadu,krishnagiri,16419186,27528800881.08297,TOTAL
2022,tamil-nadu,tiruchirappalli,10348183,18674871633.798847,TOTAL
2023,tamil-nadu,chennai,54082635,74022904169.0,TOTAL
2023,tamil-nadu,chengalpattu,47785112,56466433731.0,TOTAL
2023,tamil-nadu,thiruvallur,44534386,63977916519.0,TOTAL
2023,tamil-nadu,coimbatore,39368101,51615824209.0,TOTAL
2023,tamil-nadu,kancheepuram,28434059,35659195700.0,TOTAL
2023,tamil-nadu,krishnagiri,27060721,42985634120.0,TOTAL
2023,tamil-nadu,tiruppur,23102273,31612220617.0,TOTAL
2023,tamil-nadu,salem,19000542,35440342871.0,TOTAL
2023,tamil-nadu,madurai,12890979,24763626170.0,TOTAL
2023,tamil-nadu,dharmapuri,11334419,21758757618.0,TOTAL
2023,tamil-nadu,chennai,58067196,79752773295.0,TOTAL
2023,tamil-nadu,chengalpattu,51706890,61412309875.0,TOTAL
2023,tamil-nadu,thiruvallur,48176846,68546759350.0,TOTAL
2023,tamil-nadu,coimbatore,41794917,55641017773.0,TOTAL
2023,tamil-nadu,kancheepuram,30960455,38377770025.0,TOTAL
2023,tamil-nadu,krishnagiri,30480238,48954116395.0,TOTAL
2023,tamil-nadu,tiruppur,25315335,34462188247.0,TOTAL
2023,tamil-nadu,salem,20677006,38483559669.0,TOTAL
2023,tamil-nadu,madurai,13702781,26681647309.0,TOTAL
2023,tamil-nadu,dharmapuri,12289754,23737079024.0,TOTAL
2018,telangana,hyderabad,2545507,4287223789.76588,TOTAL
2018,telangana,rangareddy,1459174,2677304926.137567,TOTAL
2018,telangana,medchal malkajgiri,1131530,1912837340.5006719,TOTAL
2018,telangana,warangal urban,349165,421074106.9897361,TOTAL
2018,telangana,sangareddy,291510,399236233.1575477,TOTAL
2018,telangana,karimnagar,224324,271526470.0733862,TOTAL
2018,telangana,nalgonda,204137,267825160.50370258,TOTAL
2018,telangana,khammam,183964,245857422.18747443,TOTAL
2018,telangana,peddapalle,169274,199610181.17809594,TOTAL
2018,telangana,siddipet,144429,197965017.999628,TOTAL
2018,telangana,hyderabad,3156805,6628159910.681627,TOTAL
2018,telangana,rangareddy,1939856,4360690897.522385,TOTAL
2018,telangana,medchal malkajgiri,1459884,3122661501.184857,TOTAL
2018,telangana,warangal urban,385360,729207663.2999268,TOTAL
2018,telangana,sangareddy,370126,717109835.7001467,TOTAL
2018,telangana,karimnagar,253264,526580356.2041131,TOTAL
2018,telangana,nalgonda,246677,552006649.1379006,TOTAL
2018,telangana,khammam,239474,532458838.37570375,TOTAL
2018,telangana,peddapalle,214900,413454435.3323817,TOTAL
2018,telangana,bhadradri kothagudem,189793,504562629.3259425,TOTAL
2018,telangana,hyderabad,5786941,9503554478.108147,TOTAL
2018,telangana,rangareddy,3664948,6264254849.276553,TOTAL
2018,telangana,medchal malkajgiri,2684484,4630531106.973803,TOTAL
2018,telangana,warangal urban,952314,1158736730.452106,TOTAL
2018,telangana,nirmal,594160,443226269.8771687,TOTAL
2018,telangana,karimnagar,567417,773038295.5637382,TOTAL
2018,telangana,sangareddy,545979,1010420934.8381689,TOTAL
2018,telangana,nalgonda,336447,645159574.9435833,TOTAL
2018,telangana,peddapalle,334825,548785775.8472054,TOTAL
2018,telangana,khammam,299774,611486713.5820062,TOTAL
2018,telangana,hyderabad,9360515,14727846731.548256,TOTAL
2018,telangana,rangareddy,5803319,9396311751.227482,TOTAL
2018,telangana,medchal malkajgiri,4598129,7288821271.332445,TOTAL
2018,telangana,warangal urban,917418,1553820916.0367613,TOTAL
2018,telangana,sangareddy,868099,1617023609.7333188,TOTAL
2018,telangana,karimnagar,597642,1058366451.9186106,TOTAL
2018,telangana,nalgonda,520637,1111613192.9887385,TOTAL
2018,telangana,khammam,462678,958128373.8025742,TOTAL
2018,telangana,siddipet,414378,824913162.382491,TOTAL
2018,telangana,peddapalle,390467,777939864.6081892,TOTAL
2019,telangana,hyderabad,24838664,34892156029.40753,TOTAL
2019,telangana,rangareddy,12952050,17677048557.632526,TOTAL
2019,telangana,medchal malkajgiri,10127087,13392043971.075241,TOTAL
2019,telangana,warangal urban,1953906,2836690647.8977265,TOTAL
2019,telangana,sangareddy,1782207,2801488635.44757,TOTAL
2019,telangana,karimnagar,1088155,1693944274.3067384,TOTAL
2019,telangana,nalgonda,995740,1769178906.7148075,TOTAL
2019,telangana,khammam,854495,1481079756.3855424,TOTAL
2019,telangana,siddipet,841516,1380114923.8328254,TOTAL
2019,telangana,nizamabad,705541,1347187035.3619022,TOTAL
2019,telangana,hyderabad,43511186,73949377453.0185,TOTAL
2019,telangana,rangareddy,16348519,25359412038.382965,TOTAL
2019,telangana,medchal malkajgiri,11891107,17462610963.470375,TOTAL
2019,telangana,warangal urban,2185190,3832142348.1167383,TOTAL
2019,telangana,sangareddy,1920044,3684548498.9737563,TOTAL
2019,telangana,karimnagar,1090639,2218679006.703639,TOTAL
2019,telangana,nalgonda,982589,2323581176.516111,TOTAL
2019,telangana,khammam,926878,2063514016.2549326,TOTAL
2019,telangana,siddipet,821209,1837834819.208163,TOTAL
2019,telangana,nizamabad,782289,1812827883.3205523,TOTAL
2019,telangana,hyderabad,55159072,96365182751.25804,TOTAL
2019,telangana,rangareddy,23655175,33663962263.155968,TOTAL
2019,telangana,medchal malkajgiri,17492750,23256556346.306458,TOTAL
2019,telangana,warangal urban,3280635,5206094337.716869,TOTAL
2019,telangana,sangareddy,2699670,4722370404.586679,TOTAL
2019,telangana,karimnagar,1604219,2911171015.4164953,TOTAL
2019,telangana,khammam,1352931,2602393109.2431,TOTAL
2019,telangana,nalgonda,1306394,2779870436.4339104,TOTAL
2019,telangana,nizamabad,1143733,2214953316.84891,TOTAL
2019,telangana,siddipet,1075629,2226176148.8370996,TOTAL
2019,telangana,hyderabad,72987282,130230415629.30252,TOTAL
2019,telangana,rangareddy,31237803,44757331443.568375,TOTAL
2019,telangana,medchal malkajgiri,22999944,31417907129.793076,TOTAL
2019,telangana,warangal urban,4698981,7877138784.222425,TOTAL
2019,telangana,sangareddy,3687957,6643761917.41535,TOTAL
2019,telangana,karimnagar,2289360,4404111000.947508,TOTAL
2019,telangana,nalgonda,1934313,4432868129.214613,TOTAL
2019,telangana,khammam,1917973,3902061676.7459927,TOTAL
2019,telangana,nizamabad,1638281,3627249339.2387323,TOTAL
2019,telangana,siddipet,1508776,3271349293.2839117,TOTAL
2020,telangana,hyderabad,94177232,183207208610.81787,TOTAL
2020,telangana,rangareddy,31802492,45881228273.95146,TOTAL
2020,telangana,medchal malkajgiri,25458101,37404467180.931694,TOTAL
2020,telangana,warangal urban,6200767,12008422912.496418,TOTAL
2020,telangana,sangareddy,4610027,8691296108.435516,TOTAL
2020,telangana,karimnagar,3037633,6437076498.978258,TOTAL
2020,telangana,nalgonda,2636023,6345459438.726551,TOTAL
2020,telangana,khammam,2537352,5525879243.728758,TOTAL
2020,telangana,nizamabad,2202642,4951415940.342635,TOTAL
2020,telangana,siddipet,1912271,4387174573.133842,TOTAL
2020,telangana,hyderabad,56374644,130820061488.30273,TOTAL
2020,telangana,rangareddy,18068048,31273545586.261536,TOTAL
2020,telangana,medchal malkajgiri,17860704,29732057894.607735,TOTAL
2020,telangana,warangal urban,6239185,13617334891.581213,TOTAL
2020,telangana,sangareddy,4807036,8780427655.861984,TOTAL
2020,telangana,nalgonda,3786127,8540610042.867538,TOTAL
2020,telangana,khammam,3329665,7845967966.504283,TOTAL
2020,telangana,karimnagar,3030914,6621194087.94509,TOTAL
2020,telangana,nizamabad,2750473,6638415628.443302,TOTAL
2020,telangana,siddipet,2417054,5240899389.901978,TOTAL
2020,telangana,hyderabad,99285803,228448742377.47607,TOTAL
2020,telangana,rangareddy,29573243,51787722036.044556,TOTAL
2020,telangana,medchal malkajgiri,28698311,48831695001.78223,TOTAL
2020,telangana,warangal urban,7847624,17470830635.334423,TOTAL
2020,telangana,sangareddy,6800085,12980683896.976254,TOTAL
2020,telangana,nalgonda,5228596,12019426389.403297,TOTAL
2020,telangana,khammam,4612672,10624076063.27388,TOTAL
2020,telangana,karimnagar,4242409,9665080706.228874,TOTAL
2020,telangana,nizamabad,3738711,8812060816.702126,TOTAL
2020,telangana,bhadradri kothagudem,3196550,7671316620.377354,TOTAL
2020,telangana,hyderabad,117008707,243045184188.28204,TOTAL
2020,telangana,rangareddy,53405219,89256130453.08658,TOTAL
2020,telangana,medchal malkajgiri,49900746,81801106073.41168,TOTAL
2020,telangana,warangal urban,11918795,25712185991.211586,TOTAL
2020,telangana,sangareddy,11444304,22088541539.150494,TOTAL
2020,telangana,nalgonda,7966177,19282405659.535854,TOTAL
2020,telangana,khammam,7035947,16464448770.047258,TOTAL
2020,telangana,karimnagar,6853847,15369367186.01585,TOTAL
2020,telangana,nizamabad,5857682,15245199022.577251,TOTAL
2020,telangana,bhadradri kothagudem,5185352,12782078782.234629,TOTAL
2021,telangana,hyderabad,169703372,316572388133.78735,TOTAL
2021,telangana,rangareddy,60675056,98883148961.30931,TOTAL
2021,telangana,medchal malkajgiri,54854446,87516738646.29623,TOTAL
2021,telangana,warangal urban,13629397,28292658503.028103,TOTAL
2021,telangana,sangareddy,12350347,23546322114.765312,TOTAL
2021,telangana,nalgonda,8018559,19628854223.15605,TOTAL
2021,telangana,khammam,7140986,17657527187.368073,TOTAL
2021,telangana,karimnagar,6934134,15385243676.854752,TOTAL
2021,telangana,nizamabad,5831809,14665519256.295437,TOTAL
2021,telangana,bhadradri kothagudem,5386614,13659056643.17039,TOTAL
2021,telangana,hyderabad,212326623,424872741465.13696,TOTAL
2021,telangana,rangareddy,63155281,113987187628.93881,TOTAL
2021,telangana,medchal malkajgiri,58755991,102864360004.68025,TOTAL
2021,telangana,warangal urban,15534189,35324332007.02503,TOTAL
2021,telangana,sangareddy,14851128,28799723416.87831,TOTAL
2021,telangana,nalgonda,10161723,25305904142.337223,TOTAL
2021,telangana,khammam,9096326,23771340184.86827,TOTAL
2021,telangana,karimnagar,8548354,20534233590.75627,TOTAL
2021,telangana,nizamabad,7753597,21755545090.473732,TOTAL
2021,telangana,bhadradri kothagudem,6854796,16726841230.685331,TOTAL
2021,telangana,hyderabad,262028284,479343321365.37256,TOTAL
2021,telangana,rangareddy,87884143,147772047919.14047,TOTAL
2021,telangana,medchal malkajgiri,79514766,130838255095.6952,TOTAL
2021,telangana,warangal urban,20050897,41422180516.83781,TOTAL
2021,telangana,sangareddy,18758999,33876669677.960114,TOTAL
2021,telangana,nalgonda,11844124,26760618927.739136,TOTAL
2021,telangana,khammam,10938504,25395360624.33412,TOTAL
2021,telangana,karimnagar,10704240,23540118368.011086,TOTAL
2021,telangana,nizamabad,9331288,22809748582.059334,TOTAL
2021,telangana,bhadradri kothagudem,8176066,18135807092.898582,TOTAL
2021,telangana,hyderabad,325636475,582079170534.0186,TOTAL
2021,telangana,rangareddy,111354739,188838966046.13513,TOTAL
2021,telangana,medchal malkajgiri,98780634,164568262330.06238,TOTAL
2021,telangana,warangal urban,24530882,50725020756.70877,TOTAL
2021,telangana,sangareddy,23598968,43773604056.366425,TOTAL
2021,telangana,nalgonda,14645444,33883155723.957207,TOTAL
2021,telangana,khammam,13424236,31245204308.11756,TOTAL
2021,telangana,karimnagar,13040240,29149229156.48455,TOTAL
2021,telangana,nizamabad,12113902,31740368651.355705,TOTAL
2021,telangana,bhadradri kothagudem,10121890,22567782620.241013,TOTAL
2022,telangana,hyderabad,372711414,661512502141.0775,TOTAL
2022,telangana,rangareddy,127675017,216609881380.40106,TOTAL
2022,telangana,medchal malkajgiri,110893187,185168270983.38605,TOTAL
2022,telangana,warangal urban,27504554,56954288260.23642,TOTAL
2022,telangana,sangareddy,27250369,50754041229.75235,TOTAL
2022,telangana,nalgonda,17014104,39284842780.64408,TOTAL
2022,telangana,khammam,15266245,35894472741.54594,TOTAL
2022,telangana,karimnagar,14698433,32332888869.973804,TOTAL
2022,telangana,nizamabad,13749642,33996713436.015533,TOTAL
2022,telangana,siddipet,11464769,25404779557.018036,TOTAL
2022,telangana,hyderabad,446470234,775908693266.7238,TOTAL
2022,telangana,rangareddy,161888380,267052522620.51453,TOTAL
2022,telangana,medchal malkajgiri,134114768,221257316347.7198,TOTAL
2022,telangana,warangal urban,32791256,66551476649.13394,TOTAL
2022,telangana,sangareddy,32680472,59585382581.45032,TOTAL
2022,telangana,nalgonda,19977314,44558915742.72007,TOTAL
2022,telangana,khammam,17688119,40474391433.33105,TOTAL
2022,telangana,karimnagar,17621343,38465054891.36155,TOTAL
2022,telangana,nizamabad,16389018,40970987322.057236,TOTAL
2022,telangana,siddipet,13598517,29087166428.464252,TOTAL
2022,telangana,hyderabad,1018658174,1586047443981.7905,TOTAL
2022,telangana,rangareddy,169029273,272598081405.12265,TOTAL
2022,telangana,medchal malkajgiri,136384039,223442008167.9499,TOTAL
2022,telangana,sangareddy,33187414,57832647223.37013,TOTAL
2022,telangana,warangal urban,27244856,55794322100.977005,TOTAL
2022,telangana,nalgonda,19442094,40798032880.70633,TOTAL
2022,telangana,karimnagar,17095584,36478353448.996735,TOTAL
2022,telangana,khammam,17010697,36789751400.92127,TOTAL
2022,telangana,nizamabad,15374558,35480941123.20821,TOTAL
2022,telangana,siddipet,12900290,27570105119.137543,TOTAL
2022,telangana,hyderabad,1133829812,1753799022390.8735,TOTAL
2022,telangana,rangareddy,191136402,295773661437.69385,TOTAL
2022,telangana,medchal malkajgiri,151514969,237726926269.25772,TOTAL
2022,telangana,sangareddy,38000808,64649951913.2422,TOTAL
2022,telangana,warangal urban,29269688,57991182917.37883,TOTAL
2022,telangana,nalgonda,21928009,45517531285.29773,TOTAL
2022,telangana,karimnagar,19056918,39357490540.69414,TOTAL
2022,telangana,khammam,18924276,39626352507.58298,TOTAL
2022,telangana,nizamabad,18308473,42744693427.90993,TOTAL
2022,telangana,siddipet,14715170,30384216197.138824,TOTAL
2023,telangana,rangareddy,329344012,487359310308.0,TOTAL
2023,telangana,hyderabad,286887382,415188829698.0,TOTAL
2023,telangana,medchal malkajgiri,256028955,382423152200.0,TOTAL
2023,telangana,sangareddy,64762361,104869739922.0,TOTAL
2023,telangana,warangal urban,47328651,87860641183.0,TOTAL
2023,telangana,nalgonda,36293901,71134878439.0,TOTAL
2023,telangana,khammam,31419139,62870355301.0,TOTAL
2023,telangana,karimnagar,30992192,60096322074.0,TOTAL
2023,telangana,nizamabad,29666757,63849185228.0,TOTAL
2023,telangana,siddipet,24660934,48406373565.0,TOTAL
2023,telangana,rangareddy,384456496,561147925919.0,TOTAL
2023,telangana,hyderabad,328016262,467328236325.0,TOTAL
2023,telangana,medchal malkajgiri,296231089,434043629718.0,TOTAL
2023,telangana,sangareddy,75850320,121290909918.0,TOTAL
2023,telangana,warangal urban,53361513,97631245668.0,TOTAL
2023,telangana,nalgonda,41962395,82903124781.0,TOTAL
2023,telangana,khammam,36607410,71192383492.0,TOTAL
2023,telangana,karimnagar,35552008,67773079796.0,TOTAL
2023,telangana,nizamabad,34994548,75596623775.0,TOTAL
2023,telangana,siddipet,28696623,54855659978.0,TOTAL
2018,tripura,west tripura,70467,68418341.27939591,TOTAL
2018,tripura,south tripura,18338,13785118.334229639,TOTAL
2018,tripura,sepahijala,14107,13224752.635975957,TOTAL
2018,tripura,gomati,12229,11277259.25510255,TOTAL
2018,tripura,north tripura,9915,10869174.626601541,TOTAL
2018,tripura,dhalai,9195,8812172.047209244,TOTAL
2018,tripura,khowai,8838,7242490.357963288,TOTAL
2018,tripura,unakoti,5068,4349605.99414449,TOTAL
2018,tripura,west tripura,108318,127784098.63368198,TOTAL
2018,tripura,south tripura,22366,18977158.301921178,TOTAL
2018,tripura,sepahijala,18815,23613654.4908289,TOTAL
2018,tripura,gomati,16000,15955619.88335196,TOTAL
2018,tripura,dhalai,14563,15283111.134383248,TOTAL
2018,tripura,north tripura,13859,16015790.907680927,TOTAL
2018,tripura,khowai,11440,12338889.10193297,TOTAL
2018,tripura,unakoti,9198,6923396.262354777,TOTAL
2018,tripura,west tripura,168029,229530961.76904222,TOTAL
2018,tripura,south tripura,49250,45613113.08085985,TOTAL
2018,tripura,gomati,34380,36259157.953162886,TOTAL
2018,tripura,sepahijala,33646,39779005.11547229,TOTAL
2018,tripura,unakoti,29360,19643274.575087894,TOTAL
2018,tripura,north tripura,25747,30157424.752639703,TOTAL
2018,tripura,dhalai,22350,31331691.36689817,TOTAL
2018,tripura,khowai,14941,21548759.427429266,TOTAL
2018,tripura,west tripura,192827,305112898.56606925,TOTAL
2018,tripura,sepahijala,53688,62851730.05123251,TOTAL
2018,tripura,south tripura,49820,66095950.12312652,TOTAL
2018,tripura,gomati,38970,48523976.18040443,TOTAL
2018,tripura,north tripura,34385,44032488.7756635,TOTAL
2018,tripura,dhalai,28775,46429185.35186546,TOTAL
2018,tripura,khowai,26880,33718919.53354463,TOTAL
2018,tripura,unakoti,22714,18120450.88253949,TOTAL
2019,tripura,west tripura,269281,356302222.87033004,TOTAL
2019,tripura,sepahijala,65545,79750942.69844744,TOTAL
2019,tripura,south tripura,64445,78239589.10235174,TOTAL
2019,tripura,gomati,51994,62247963.56023827,TOTAL
2019,tripura,khowai,36291,41097809.268162064,TOTAL
2019,tripura,north tripura,35513,53359801.416677624,TOTAL
2019,tripura,dhalai,33295,57107027.86254053,TOTAL
2019,tripura,unakoti,24562,28789584.83707358,TOTAL
2019,tripura,west tripura,259708,400168803.61725503,TOTAL
2019,tripura,south tripura,58687,93657802.46878463,TOTAL
2019,tripura,sepahijala,51675,91802336.89096056,TOTAL
2019,tripura,gomati,44671,72233524.18215181,TOTAL
2019,tripura,dhalai,35446,57168085.150431305,TOTAL
2019,tripura,north tripura,34750,57253647.84893566,TOTAL
2019,tripura,khowai,27357,39594573.11367641,TOTAL
2019,tripura,unakoti,20264,29942709.57518096,TOTAL
2019,tripura,west tripura,370916,501659348.30598545,TOTAL
2019,tripura,south tripura,66682,99290824.56459549,TOTAL
2019,tripura,sepahijala,64021,100769508.41196784,TOTAL
2019,tripura,gomati,60249,87365263.29836246,TOTAL
2019,tripura,north tripura,49503,71077675.08774427,TOTAL
2019,tripura,dhalai,44468,71345910.41205536,TOTAL
2019,tripura,khowai,31061,48267493.19735644,TOTAL
2019,tripura,unakoti,24817,37601399.539157376,TOTAL
2019,tripura,west tripura,394538,585934433.558359,TOTAL
2019,tripura,south tripura,76273,115116709.40717971,TOTAL
2019,tripura,sepahijala,73165,126608014.74795961,TOTAL
2019,tripura,gomati,72919,107373443.70576558,TOTAL
2019,tripura,north tripura,61226,90362263.2944589,TOTAL
2019,tripura,dhalai,52188,79988122.42796019,TOTAL
2019,tripura,khowai,35979,55953879.30109075,TOTAL
2019,tripura,unakoti,35536,54063293.815416425,TOTAL
2020,tripura,west tripura,461888,795860840.742927,TOTAL
2020,tripura,south tripura,89869,155003031.67681995,TOTAL
2020,tripura,sepahijala,82186,153302286.84263223,TOTAL
2020,tripura,gomati,77355,136218979.95952815,TOTAL
2020,tripura,north tripura,71460,109976480.50529519,TOTAL
2020,tripura,dhalai,61425,99410788.98253483,TOTAL
2020,tripura,khowai,43027,73376986.42934099,TOTAL
2020,tripura,unakoti,37292,65629411.24942416,TOTAL
2020,tripura,west tripura,422021,779679849.9780351,TOTAL
2020,tripura,south tripura,120386,209028177.93741143,TOTAL
2020,tripura,sepahijala,113723,189445992.22517106,TOTAL
2020,tripura,north tripura,101129,142793248.50751278,TOTAL
2020,tripura,gomati,94532,143272330.02195236,TOTAL
2020,tripura,dhalai,91473,139760407.46690515,TOTAL
2020,tripura,khowai,57871,87108349.82516634,TOTAL
2020,tripura,unakoti,51385,78087527.62381233,TOTAL
2020,tripura,west tripura,522218,937726111.8013046,TOTAL
2020,tripura,south tripura,151881,270869695.8170734,TOTAL
2020,tripura,sepahijala,144693,269350118.6330105,TOTAL
2020,tripura,north tripura,126884,207965073.7559021,TOTAL
2020,tripura,gomati,121329,214785928.09740338,TOTAL
2020,tripura,dhalai,114616,192403601.42055285,TOTAL
2020,tripura,khowai,72823,129761070.16067821,TOTAL
2020,tripura,unakoti,63441,118957916.52995977,TOTAL
2020,tripura,west tripura,692509,1319546164.1650114,TOTAL
2020,tripura,south tripura,182583,347232002.628355,TOTAL
2020,tripura,sepahijala,165182,336834539.2035086,TOTAL
2020,tripura,north tripura,164023,307732518.799576,TOTAL
2020,tripura,gomati,149404,291692706.480306,TOTAL
2020,tripura,dhalai,137188,266253033.05323905,TOTAL
2020,tripura,khowai,83899,156613600.32324535,TOTAL
2020,tripura,unakoti,77102,156226431.5680711,TOTAL
2021,tripura,west tripura,692376,1402040320.719656,TOTAL
2021,tripura,south tripura,150265,357643996.07881093,TOTAL
2021,tripura,north tripura,143060,318074681.762841,TOTAL
2021,tripura,sepahijala,141426,365525453.40613097,TOTAL
2021,tripura,gomati,127271,295815100.00755715,TOTAL
2021,tripura,dhalai,116945,274079611.2937597,TOTAL
2021,tripura,khowai,71155,160906168.90000182,TOTAL
2021,tripura,unakoti,68925,161256237.6246628,TOTAL
2021,tripura,west tripura,772723,1463071251.4870775,TOTAL
2021,tripura,north tripura,176067,351155989.2912202,TOTAL
2021,tripura,south tripura,171713,365935947.9664031,TOTAL
2021,tripura,sepahijala,166437,361358159.019094,TOTAL
2021,tripura,gomati,148554,309610328.7995062,TOTAL
2021,tripura,dhalai,138998,278586073.4183272,TOTAL
2021,tripura,unakoti,88092,174170768.10130727,TOTAL
2021,tripura,khowai,81845,164265842.95334023,TOTAL
2021,tripura,west tripura,960039,1895464982.7091532,TOTAL
2021,tripura,north tripura,210698,454116633.3192606,TOTAL
2021,tripura,sepahijala,195392,447581559.15148854,TOTAL
2021,tripura,south tripura,186827,414556972.48470575,TOTAL
2021,tripura,dhalai,167446,368906160.1985531,TOTAL
2021,tripura,gomati,166441,372982272.5022316,TOTAL
2021,tripura,unakoti,105296,228625158.42425582,TOTAL
2021,tripura,khowai,89061,181900029.39183187,TOTAL
2021,tripura,west tripura,1174499,2328859193.6465282,TOTAL
2021,tripura,north tripura,255959,590088928.320925,TOTAL
2021,tripura,sepahijala,233920,570421104.1824098,TOTAL
2021,tripura,south tripura,219422,560735150.0701383,TOTAL
2021,tripura,gomati,200196,454492828.75278926,TOTAL
2021,tripura,dhalai,194907,448039146.77420795,TOTAL
2021,tripura,unakoti,130201,289484907.90426636,TOTAL
2021,tripura,khowai,111589,254808204.6481812,TOTAL
2022,tripura,west tripura,1340631,2620170134.665219,TOTAL
2022,tripura,north tripura,310764,699778044.1822658,TOTAL
2022,tripura,sepahijala,257586,636388326.2869308,TOTAL
