year,state,Pincode,type,count,amount
2018,delhi,110086,TOTAL,154443,247002745.70366603
2018,delhi,110096,TOTAL,148029,252561673.53283533
2018,delhi,110085,TOTAL,145585,317608662.4934295
2018,delhi,110084,TOTAL,145583,230775723.50731638
2018,delhi,110009,TOTAL,133952,226437628.78196448
2018,delhi,110006,TOTAL,7198882,9029499185.157822
2018,delhi,110011,TOTAL,812288,1413528410.8129315
2018,delhi,110092,TOTAL,501827,749989156.376697
2018,delhi,110059,TOTAL,361774,646462347.260273
2018,delhi,110085,TOTAL,306100,512968657.979638
2018,delhi,110009,TOTAL,302774,337973514.38677907
2018,delhi,110096,TOTAL,290687,378809324.73291063
2018,delhi,110044,TOTAL,272986,459575154.88730574
2018,delhi,110017,TOTAL,258015,352574250.94401735
2018,delhi,110086,TOTAL,245945,358303967.45790994
2018,delhi,110006,TOTAL,7532374,11605568511.039162
2018,delhi,110011,TOTAL,1004469,1831113485.777926
2018,delhi,110092,TOTAL,914584,1110500735.313008
2018,delhi,110085,TOTAL,740562,742723940.429451
2018,delhi,110096,TOTAL,736161,612895056.8192222
2018,delhi,110059,TOTAL,719812,986887698.7894223
2018,delhi,110009,TOTAL,564839,493331394.91526395
2018,delhi,110044,TOTAL,534021,705540529.5598335
2018,delhi,110086,TOTAL,483356,559443729.1885632
2018,delhi,110084,TOTAL,444895,498314622.1869528
2019,delhi,110006,TOTAL,10251048,13201959766.05106
2019,delhi,110011,TOTAL,6689740,9632804730.117004
2019,delhi,110092,TOTAL,1338865,1491547286.5742178
2019,delhi,110096,TOTAL,1147179,942411471.2496617
2019,delhi,110059,TOTAL,1102256,1353649564.4267766
2019,delhi,110044,TOTAL,911319,992029881.5990217
2019,delhi,110085,TOTAL,897857,1004048654.1151873
2019,delhi,110009,TOTAL,784279,667132914.2682186
2019,delhi,110086,TOTAL,716724,793361296.1829444
2019,delhi,110084,TOTAL,665598,672267841.4176044
2019,delhi,110011,TOTAL,20001452,31366326747.68567
2019,delhi,110006,TOTAL,5952051,9212997949.364445
2019,delhi,110092,TOTAL,1447420,1699242347.4031253
2019,delhi,110059,TOTAL,1253433,1644775347.69461
2019,delhi,110096,TOTAL,1135062,1082885032.8386319
2019,delhi,110009,TOTAL,898421,797946868.5506189
2019,delhi,110085,TOTAL,880534,1078187904.9529653
2019,delhi,110044,TOTAL,854696,1047982166.451843
2019,delhi,110084,TOTAL,761728,787872356.5232568
2019,delhi,110086,TOTAL,743531,949262913.5271858
2019,delhi,110011,TOTAL,20159577,36968948004.60185
2019,delhi,110006,TOTAL,6299017,10912628365.81145
2019,delhi,110092,TOTAL,2006597,2258924174.716863
2019,delhi,110059,TOTAL,1788522,2253162583.953211
2019,delhi,110096,TOTAL,1488979,1427478230.846286
2019,delhi,110009,TOTAL,1268184,1094109975.602434
2019,delhi,110044,TOTAL,1189402,1394782340.6362467
2019,delhi,110085,TOTAL,1143433,1473510184.2576675
2019,delhi,110084,TOTAL,1090367,1088711860.4351394
2019,delhi,110086,TOTAL,1020400,1300031393.1499472
2019,delhi,110011,TOTAL,22861243,44827058149.79611
2019,delhi,110006,TOTAL,8368797,15084559201.205677
2019,delhi,110092,TOTAL,2272569,2702136896.6952114
2019,delhi,110059,TOTAL,1984491,2741932677.6558237
2019,delhi,110001,TOTAL,1849024,3191582302.768433
2019,delhi,110096,TOTAL,1674228,1768512484.805336
2019,delhi,110009,TOTAL,1382755,1206710372.6650624
2019,delhi,110044,TOTAL,1326108,1772763519.7800238
2019,delhi,110084,TOTAL,1232175,1264237271.8626359
2019,delhi,110085,TOTAL,1210245,1750799876.419736
2020,delhi,110006,TOTAL,19881142,34803706848.31907
2020,delhi,110001,TOTAL,13167147,27716426760.692245
2020,delhi,110092,TOTAL,2246745,2823169243.2567444
2020,delhi,110059,TOTAL,2017770,2959094976.1602616
2020,delhi,110096,TOTAL,1688246,1871584508.1730154
2020,delhi,110044,TOTAL,1390523,1922874548.8064523
2020,delhi,110009,TOTAL,1380723,1274244659.2709315
2020,delhi,110084,TOTAL,1309355,1389601330.3081732
2020,delhi,110086,TOTAL,1195886,1853976915.1743221
2020,delhi,110085,TOTAL,1143958,1865166271.1465106
2020,delhi,110006,TOTAL,14401400,26006450222.981194
2020,delhi,110001,TOTAL,9780539,21370003546.27849
2020,delhi,110059,TOTAL,2139941,3106872097.1137457
2020,delhi,110092,TOTAL,1562004,2182879654.086957
2020,delhi,110096,TOTAL,1551398,1650561683.11692
2020,delhi,110044,TOTAL,1481070,1868445423.8846254
2020,delhi,110086,TOTAL,1425918,1945806083.208838
2020,delhi,110084,TOTAL,1182392,1341676545.7617817
2020,delhi,110043,TOTAL,1097029,1679247771.8664317
2020,delhi,110042,TOTAL,1024179,1489023979.0887425
2020,delhi,110006,TOTAL,27731187,53768475790.81149
2020,delhi,110001,TOTAL,11598940,25361403335.98009
2020,delhi,110059,TOTAL,2674239,4417666366.34634
2020,delhi,110092,TOTAL,2031141,3182611926.904725
2020,delhi,110096,TOTAL,1923493,2318443412.1157193
2020,delhi,110044,TOTAL,1896683,2685180754.174213
2020,delhi,110086,TOTAL,1744045,2969194473.03322
2020,delhi,110085,TOTAL,1483956,2736097759.7076325
2020,delhi,110043,TOTAL,1396108,2434306758.173875
2020,delhi,110084,TOTAL,1373338,1948942318.7405493
2020,delhi,110006,TOTAL,24969702,48831647275.471146
2020,delhi,110001,TOTAL,11221269,23683912773.698063
2020,delhi,110059,TOTAL,3799438,6329566157.156872
2020,delhi,110092,TOTAL,3221230,4899618245.881683
2020,delhi,110096,TOTAL,2718700,3438345039.6265783
2020,delhi,110044,TOTAL,2649861,3913817688.1879444
2020,delhi,110086,TOTAL,2341470,4223424733.318021
2020,delhi,110085,TOTAL,2068385,3843461574.789345
2020,delhi,110084,TOTAL,2050059,2865234907.8525743
2020,delhi,110043,TOTAL,1917099,3480992953.596157
2021,delhi,110006,TOTAL,46104924,76683904356.11441
2021,delhi,110001,TOTAL,22666307,39323613369.92937
2021,delhi,110059,TOTAL,3737331,6348263610.015632
2021,delhi,110092,TOTAL,3556986,5257050588.351093
2021,delhi,110096,TOTAL,2839758,3612504308.4823294
2021,delhi,110044,TOTAL,2645743,3938469447.3783674
2021,delhi,110086,TOTAL,2287534,4240411610.532942
2021,delhi,110084,TOTAL,2162372,2985492471.767673
2021,delhi,110025,TOTAL,2149774,2920917417.1440935
2021,delhi,110085,TOTAL,2084799,3980312902.164116
2021,delhi,110006,TOTAL,54888173,88849307061.744
2021,delhi,110001,TOTAL,27812030,47085593041.870026
2021,delhi,110059,TOTAL,4052872,6828937673.963655
2021,delhi,110092,TOTAL,3163351,4866794837.461931
2021,delhi,110044,TOTAL,2832954,4116839483.335168
2021,delhi,110096,TOTAL,2782115,3579728478.2270203
2021,delhi,110086,TOTAL,2638400,4600117752.808466
2021,delhi,110084,TOTAL,2220724,3106104150.789544
2021,delhi,110043,TOTAL,2144919,3831289083.036586
2021,delhi,110094,TOTAL,2055104,4068426801.7544923
2021,delhi,110006,TOTAL,77515502,117511789786.6426
2021,delhi,110001,TOTAL,37098256,58772291724.99803
2021,delhi,110059,TOTAL,5085859,8604119136.980774
2021,delhi,110092,TOTAL,4717758,6986398683.703991
2021,delhi,110044,TOTAL,3751590,5383137560.067832
2021,delhi,110096,TOTAL,3708201,4715948100.740036
2021,delhi,110086,TOTAL,3291024,5909926857.842232
2021,delhi,110025,TOTAL,2992099,4083552200.602017
2021,delhi,110084,TOTAL,2951800,4093050255.6921024
2021,delhi,110085,TOTAL,2936940,5522652836.145384
2021,delhi,110006,TOTAL,96850347,152021116180.99402
2021,delhi,110001,TOTAL,45632512,75082085294.90857
2021,delhi,110059,TOTAL,5943757,10518242489.28677
2021,delhi,110092,TOTAL,5571112,8499318004.834803
2021,delhi,110044,TOTAL,4462678,6696444242.114
2021,delhi,110096,TOTAL,4227391,5949257362.615062
2021,delhi,110025,TOTAL,3961746,5551790404.003318
2021,delhi,110086,TOTAL,3930362,7373955799.234581
2021,delhi,110084,TOTAL,3455659,5003762511.4679985
2021,delhi,110085,TOTAL,3441469,6668420149.437773
2022,delhi,110006,TOTAL,112708284,170854549748.09644
2022,delhi,110001,TOTAL,53611907,85366127462.83116
2022,delhi,110059,TOTAL,6517564,11297429691.411884
2022,delhi,110092,TOTAL,5941201,9009246553.242567
2022,delhi,110044,TOTAL,4830269,7219702543.544838
2022,delhi,110096,TOTAL,4584596,6478571783.238957
2022,delhi,110025,TOTAL,4301886,5948489833.09691
2022,delhi,110086,TOTAL,4286737,8020809205.490483
2022,delhi,110084,TOTAL,3775690,5458246572.274104
2022,delhi,110041,TOTAL,3769917,7362518721.575321
2022,delhi,110006,TOTAL,139136098,200269818218.75818
2022,delhi,110001,TOTAL,66110858,99696334337.04666
2022,delhi,110059,TOTAL,7911848,13229721980.598223
2022,delhi,110092,TOTAL,7653561,10718218989.295082
2022,delhi,110044,TOTAL,5867922,8271727766.638143
2022,delhi,110096,TOTAL,5775974,7492470881.603399
2022,delhi,110025,TOTAL,5619553,7230302952.727861
2022,delhi,110086,TOTAL,5076095,9266499934.113005
2022,delhi,110084,TOTAL,4608613,6338184325.3083315
2022,delhi,110085,TOTAL,4554877,8379282455.122171
2022,delhi,110006,TOTAL,222465526,294132832922.7636
2022,delhi,110001,TOTAL,28526787,37616195388.485214
2022,delhi,110011,TOTAL,8581845,11865281418.909304
2022,delhi,110059,TOTAL,7992943,13036442355.379208
2022,delhi,110092,TOTAL,7839965,10701975487.01072
2022,delhi,110091,TOTAL,7698720,10627800097.635551
2022,delhi,110041,TOTAL,6489117,11438042921.96499
2022,delhi,110044,TOTAL,6061206,8284650031.080469
2022,delhi,110096,TOTAL,5849855,7406065685.155811
2022,delhi,110025,TOTAL,5742673,7179824596.728046
2022,delhi,110006,TOTAL,258183697,349487194869.16797
2022,delhi,110001,TOTAL,20480539,26584239117.371742
2022,delhi,110091,TOTAL,9548765,13433850052.441826
2022,delhi,110059,TOTAL,8586883,14036923423.008097
2022,delhi,110092,TOTAL,8283981,11402306752.71709
2022,delhi,110025,TOTAL,6561517,7929218428.945629
2022,delhi,110044,TOTAL,6470704,8894791105.324623
2022,delhi,110041,TOTAL,6313451,11528807332.10993
2022,delhi,110096,TOTAL,6216504,8186001224.2181835
2022,delhi,110086,TOTAL,5461785,9854330085.819221
2023,delhi,110059,TOTAL,14401748,22469453032.0
2023,delhi,110092,TOTAL,14066406,18265971891.0
2023,delhi,110025,TOTAL,11320430,13158283183.0
2023,delhi,110044,TOTAL,11009675,14458618684.0
2023,delhi,110006,TOTAL,10985747,22416864672.0
2023,delhi,110096,TOTAL,10603510,13217950646.0
2023,delhi,110086,TOTAL,9499345,16155588876.0
2023,delhi,110041,TOTAL,8939160,15534241389.0
2023,delhi,110037,TOTAL,8885682,10184833392.0
2023,delhi,110084,TOTAL,8754761,11366458834.0
2023,delhi,110059,TOTAL,17063374,24752482621.0
2023,delhi,110092,TOTAL,16923742,20256742658.0
2023,delhi,110025,TOTAL,12954684,14323897745.0
2023,delhi,110044,TOTAL,12873616,15732997057.0
2023,delhi,110006,TOTAL,12656392,22629045768.0
2023,delhi,110096,TOTAL,12533110,14237940416.0
2023,delhi,110086,TOTAL,10946572,17448748478.0
2023,delhi,110041,TOTAL,10623356,16897423856.0
2023,delhi,110037,TOTAL,10560752,11374305025.0
2023,delhi,110084,TOTAL,10468147,12577612676.0
2018,goa,403401,TOTAL,9837,17568338.79799645
2018,goa,403722,TOTAL,9744,11322633.100998443
2018,goa,403001,TOTAL,9291,25097908.117774002
2018,goa,403516,TOTAL,8665,20955481.734586556
2018,goa,403601,TOTAL,7816,15253400.125428408
2018,goa,403802,TOTAL,5727,15622484.682305358
2018,goa,403507,TOTAL,5612,11326760.334392622
2018,goa,403521,TOTAL,5338,9688097.036790483
2018,goa,403005,TOTAL,4803,7997260.160450119
2018,goa,403804,TOTAL,4750,6591109.622970567
2018,goa,403001,TOTAL,14264,42305543.14160389
2018,goa,403722,TOTAL,14234,21311964.080055088
2018,goa,403401,TOTAL,12720,24033686.038916767
2018,goa,403601,TOTAL,12610,25616691.07949473
2018,goa,403516,TOTAL,11029,31197737.216437142
2018,goa,403802,TOTAL,8562,22358630.0928068
2018,goa,403507,TOTAL,8020,16272457.977497825
2018,goa,403521,TOTAL,7639,17220070.153678477
2018,goa,403804,TOTAL,6900,11804389.773063881
2018,goa,403005,TOTAL,5665,11613049.902262434
2018,goa,403722,TOTAL,22917,33996326.905014634
2018,goa,403001,TOTAL,22113,65175719.31863793
2018,goa,403601,TOTAL,17903,40436318.02285242
2018,goa,403401,TOTAL,16296,32348257.544165842
2018,goa,403516,TOTAL,14608,40797130.68329917
2018,goa,403521,TOTAL,11974,24385856.599048506
2018,goa,403507,TOTAL,11946,24276446.699803285
2018,goa,403802,TOTAL,11877,35494034.94870578
2018,goa,403710,TOTAL,10563,13827083.058513794
2018,goa,403804,TOTAL,8901,15925722.27251947
2018,goa,403722,TOTAL,35544,50505207.291698724
2018,goa,403001,TOTAL,32336,92617451.5407976
2018,goa,403516,TOTAL,28227,80392196.0785678
2018,goa,403601,TOTAL,26619,61260100.20156902
2018,goa,403401,TOTAL,25089,52196415.07646713
2018,goa,403521,TOTAL,18212,42707960.5111669
2018,goa,403507,TOTAL,17757,39324040.12836148
2018,goa,403802,TOTAL,16922,45556297.049840055
2018,goa,403710,TOTAL,14586,20619676.600668464
2018,goa,403515,TOTAL,12864,36191963.10593755
2019,goa,403722,TOTAL,52100,65683966.67567325
2019,goa,403516,TOTAL,49429,120568641.04708979
2019,goa,403001,TOTAL,48157,117126419.80409841
2019,goa,403601,TOTAL,40500,72041015.08431391
2019,goa,403401,TOTAL,34688,69409662.83687635
2019,goa,403507,TOTAL,25462,54691868.07654284
2019,goa,403521,TOTAL,24945,51936751.3167674
2019,goa,403802,TOTAL,23939,57966580.45296638
2019,goa,403710,TOTAL,19391,25831797.922720797
2019,goa,403515,TOTAL,18550,50212250.01811467
2019,goa,403516,TOTAL,57502,140158213.78222042
2019,goa,403001,TOTAL,50187,132034209.74153921
2019,goa,403722,TOTAL,46052,69733882.07660605
2019,goa,403601,TOTAL,44713,84650318.23221943
2019,goa,403401,TOTAL,35486,73280500.60831174
2019,goa,403802,TOTAL,26923,62896772.91372284
2019,goa,403521,TOTAL,26720,60016280.44808927
2019,goa,403507,TOTAL,26362,55923459.27119877
2019,goa,403005,TOTAL,22682,46886341.52291346
2019,goa,403515,TOTAL,19989,53445689.19045977
2019,goa,403001,TOTAL,76717,190634992.80205646
2019,goa,403516,TOTAL,72782,153953785.33328107
2019,goa,403601,TOTAL,65384,112165356.47320148
2019,goa,403722,TOTAL,58525,81441507.5393357
2019,goa,403401,TOTAL,53766,100238324.18056624
2019,goa,403521,TOTAL,43429,77069541.92646293
2019,goa,403507,TOTAL,39517,70585529.42320849
2019,goa,403802,TOTAL,38669,80096433.45362031
2019,goa,403515,TOTAL,27668,61086760.88481556
2019,goa,403005,TOTAL,27014,66619911.01644364
2019,goa,403516,TOTAL,135378,292464329.40128493
2019,goa,403001,TOTAL,106136,274328742.6405559
2019,goa,403601,TOTAL,82485,154011504.60519874
2019,goa,403722,TOTAL,69794,101338410.79671639
2019,goa,403401,TOTAL,67906,126015373.96237186
2019,goa,403521,TOTAL,62840,110927788.74862257
2019,goa,403507,TOTAL,55086,106950656.23655891
2019,goa,403802,TOTAL,47438,99171215.86013775
2019,goa,403515,TOTAL,45767,103157548.62163651
2019,goa,403509,TOTAL,44608,88622164.20410326
2020,goa,403516,TOTAL,191898,368233387.98176056
2020,goa,403001,TOTAL,181964,419066205.0266466
2020,goa,403601,TOTAL,92215,169975147.56472602
2020,goa,403401,TOTAL,87357,151470379.04268157
2020,goa,403722,TOTAL,77810,107097598.3548781
2020,goa,403521,TOTAL,74055,124787715.79154593
2020,goa,403507,TOTAL,66856,120959303.59654321
2020,goa,403515,TOTAL,59435,129517496.98445582
2020,goa,403509,TOTAL,59406,109711951.40708037
2020,goa,403802,TOTAL,58884,120845363.58208416
2020,goa,403001,TOTAL,104077,201722910.30992788
2020,goa,403401,TOTAL,82301,131689536.39495003
2020,goa,403601,TOTAL,81918,132438816.34414929
2020,goa,403722,TOTAL,74903,96657132.99605414
2020,goa,403802,TOTAL,61104,118807661.66847572
2020,goa,403507,TOTAL,59280,90142313.17402735
2020,goa,403521,TOTAL,53506,69189469.4578091
2020,goa,403710,TOTAL,42485,54164312.08651282
2020,goa,403512,TOTAL,37359,50467381.80841158
2020,goa,403516,TOTAL,36500,49911400.72982073
2020,goa,403001,TOTAL,290028,642201696.1086454
2020,goa,403601,TOTAL,108610,201400826.61977273
2020,goa,403401,TOTAL,102498,187564533.42317834
2020,goa,403722,TOTAL,98151,137838508.5320889
2020,goa,403802,TOTAL,82424,169072236.57004094
2020,goa,403507,TOTAL,72366,123686880.73359972
2020,goa,403521,TOTAL,55838,87669159.90367323
2020,goa,403710,TOTAL,49056,66953740.986312434
2020,goa,403801,TOTAL,47326,88705938.65996572
2020,goa,403512,TOTAL,39780,64358559.460581675
2020,goa,403001,TOTAL,442303,1003262762.8099118
2020,goa,403516,TOTAL,341199,647782223.4899273
2020,goa,403601,TOTAL,185424,336967381.7900932
2020,goa,403401,TOTAL,163622,298007827.74816597
2020,goa,403722,TOTAL,158787,207336070.7699212
2020,goa,403802,TOTAL,140557,255249103.41848332
2020,goa,403507,TOTAL,127715,227370371.3648451
2020,goa,403509,TOTAL,122477,216907309.71941936
2020,goa,403518,TOTAL,109287,204571207.0442194
2020,goa,403521,TOTAL,108192,198701199.0398263
2021,goa,403001,TOTAL,900379,1813311525.497085
2021,goa,403516,TOTAL,608783,1124876181.580154
2021,goa,403509,TOTAL,219443,342997313.27164125
2021,goa,403601,TOTAL,216236,392116727.1101128
2021,goa,403518,TOTAL,198518,343463927.6784506
2021,goa,403401,TOTAL,194115,355392238.3083636
2021,goa,403515,TOTAL,174697,370042392.7646188
2021,goa,403722,TOTAL,171177,217740794.93573526
2021,goa,403802,TOTAL,159496,283329944.4390445
2021,goa,403507,TOTAL,154751,292443367.5895457
2021,goa,403001,TOTAL,1001588,1763922715.9206922
2021,goa,403601,TOTAL,223522,384320497.3764209
2021,goa,403401,TOTAL,221939,398131964.4125824
2021,goa,403516,TOTAL,193862,342436816.4245352
2021,goa,403722,TOTAL,190515,229145844.03707737
2021,goa,403802,TOTAL,168897,286209153.45422065
2021,goa,403507,TOTAL,140659,261136158.75062644
2021,goa,403521,TOTAL,121990,201416435.32689095
2021,goa,403512,TOTAL,110023,182998989.97435188
2021,goa,403706,TOTAL,103193,169324337.47858804
2021,goa,403001,TOTAL,1269330,2044070749.06711
2021,goa,403516,TOTAL,395262,638515757.9112428
2021,goa,403601,TOTAL,317882,555045295.1688402
2021,goa,403401,TOTAL,286827,512751065.2781217
2021,goa,403722,TOTAL,251178,289428212.9580049
2021,goa,403802,TOTAL,237796,371935773.5213637
2021,goa,403507,TOTAL,204635,367216100.16554654
2021,goa,403509,TOTAL,164288,246987777.71069813
2021,goa,403521,TOTAL,154967,238410595.37245578
2021,goa,403512,TOTAL,142394,230076995.43356198
2021,goa,403001,TOTAL,1935051,3497234194.7621446
2021,goa,403516,TOTAL,1192672,2016364161.2772582
2021,goa,403601,TOTAL,464535,800465316.2670435
2021,goa,403509,TOTAL,437149,679267238.5503191
2021,goa,403401,TOTAL,401455,707421144.5787781
2021,goa,403518,TOTAL,399671,642590923.3267617
2021,goa,403515,TOTAL,367244,714821614.0033742
2021,goa,403802,TOTAL,329794,511366456.2412397
2021,goa,403507,TOTAL,324042,563749463.5254459
2021,goa,403722,TOTAL,321484,375250790.9597401
2022,goa,403001,TOTAL,2218382,3849342160.883536
2022,goa,403516,TOTAL,1184397,1857474633.5399528
2022,goa,403601,TOTAL,520482,871831234.4884224
2022,goa,403401,TOTAL,448371,779844720.1042322
2022,goa,403509,TOTAL,431325,631078591.084168
2022,goa,403518,TOTAL,389844,583453717.5851089
2022,goa,403802,TOTAL,383586,579215263.7718663
2022,goa,403507,TOTAL,375607,633332980.3002012
2022,goa,403515,TOTAL,366783,668639001.0601594
2022,goa,403722,TOTAL,352413,387050031.81609297
2022,goa,403001,TOTAL,2800103,4813402074.055575
2022,goa,403516,TOTAL,1439820,2301577602.2906885
2022,goa,403601,TOTAL,607869,1021676601.4450332
2022,goa,403401,TOTAL,507069,846827682.8290693
2022,goa,403518,TOTAL,478632,716800766.1650076
2022,goa,403802,TOTAL,451143,662134760.2385962
2022,goa,403509,TOTAL,447804,669655284.3656847
2022,goa,403507,TOTAL,428555,712951425.2703474
2022,goa,403722,TOTAL,417201,432896368.2479522
2022,goa,403515,TOTAL,416577,744458372.7928652
2022,goa,403001,TOTAL,1365759,2544949835.9234076
2022,goa,403516,TOTAL,1074672,1660765761.4184957
2022,goa,403802,TOTAL,845280,1075071142.666737
2022,goa,403601,TOTAL,718426,1066730836.1970854
2022,goa,403401,TOTAL,551495,914585154.5429705
2022,goa,403722,TOTAL,451398,429256606.0564636
2022,goa,403509,TOTAL,443250,610242800.8031936
2022,goa,403507,TOTAL,422461,646755952.0664686
2022,goa,403518,TOTAL,374000,549619765.7036223
2022,goa,403521,TOTAL,365018,603704117.7635392
2022,goa,403516,TOTAL,1982311,2953947926.863951
2022,goa,403001,TOTAL,1382900,2655630408.285596
2022,goa,403802,TOTAL,1111346,1351437573.5668936
2022,goa,403401,TOTAL,731429,946991512.7773011
2022,goa,403509,TOTAL,719878,989478996.6576272
2022,goa,403601,TOTAL,719116,1147530118.0159225
2022,goa,403518,TOTAL,600002,882873127.7779348
2022,goa,403515,TOTAL,595491,1028478412.8185902
2022,goa,403507,TOTAL,540506,830155737.7467749
2022,goa,403722,TOTAL,487326,460166681.4025325
2023,goa,403516,TOTAL,2885692,4345863492.0
2023,goa,403001,TOTAL,1562676,3152892550.0
2023,goa,403601,TOTAL,1166864,1780986038.0
2023,goa,403509,TOTAL,1014847,1371118393.0
2023,goa,403518,TOTAL,953525,1366346593.0
2023,goa,403401,TOTAL,924992,1250668760.0
2023,goa,403515,TOTAL,894464,1515284908.0
2023,goa,403507,TOTAL,892254,1312005130.0
2023,goa,403512,TOTAL,819854,1136840547.0
2023,goa,403802,TOTAL,779559,979466460.0
2023,goa,403516,TOTAL,3176461,4809307923.0
2023,goa,403001,TOTAL,1747115,3638368800.0
2023,goa,403601,TOTAL,1299027,1904718161.0
2023,goa,403518,TOTAL,1112951,1579241623.0
2023,goa,403507,TOTAL,1002116,1429693527.0
2023,goa,403401,TOTAL,999595,1340261389.0
2023,goa,403509,TOTAL,985234,1394115712.0
2023,goa,403515,TOTAL,965557,1602170148.0
2023,goa,403512,TOTAL,873875,1205274352.0
2023,goa,403802,TOTAL,849060,1058855229.0
2018,gujarat,380018,TOTAL,423426,548596428.2702155
2018,gujarat,395006,TOTAL,162301,214720347.17411375
2018,gujarat,396427,TOTAL,97285,157954445.4003239
2018,gujarat,395010,TOTAL,86146,142239271.32561636
2018,gujarat,395004,TOTAL,78757,100474271.98392478
