state,year,districts,registeredUsers
delhi,2018,south,156706
delhi,2018,shahdara,114549
delhi,2018,west,406877
delhi,2018,south east delhi,333350
delhi,2018,north west,294038
delhi,2018,new delhi,282319
delhi,2018,central delhi,267154
delhi,2018,south west,236789
delhi,2018,north,227958
delhi,2018,east,221449
delhi,2018,south,206935
delhi,2018,shahdara,152113
delhi,2018,west,515854
delhi,2018,south east delhi,423177
delhi,2018,north west,376806
delhi,2018,new delhi,363140
delhi,2018,central delhi,340549
delhi,2018,south west,297663
delhi,2018,north,290251
delhi,2018,east,280847
delhi,2018,south,264628
delhi,2018,shahdara,192430
delhi,2018,west,686653
delhi,2018,south east delhi,564640
delhi,2018,north west,496928
delhi,2018,new delhi,470991
delhi,2018,central delhi,446787
delhi,2018,south west,393208
delhi,2018,north,379177
delhi,2018,east,373139
delhi,2018,south,344311
delhi,2018,shahdara,257785
delhi,2019,west,820526
delhi,2019,south east delhi,671667
delhi,2019,north west,583438
delhi,2019,new delhi,558516
delhi,2019,central delhi,529918
delhi,2019,south west,467571
delhi,2019,north,447987
delhi,2019,east,439639
delhi,2019,south,407519
delhi,2019,shahdara,310351
delhi,2019,west,919096
delhi,2019,south east delhi,749218
delhi,2019,north west,649377
delhi,2019,new delhi,637526
delhi,2019,central delhi,596940
delhi,2019,south west,519422
delhi,2019,north,502570
delhi,2019,east,487121
delhi,2019,south,453829
delhi,2019,shahdara,352312
delhi,2019,west,1008836
delhi,2019,south east delhi,821304
delhi,2019,north west,709448
delhi,2019,new delhi,705546
delhi,2019,central delhi,658985
delhi,2019,south west,567496
delhi,2019,north,554029
delhi,2019,east,532254
delhi,2019,south,498200
delhi,2019,shahdara,391827
delhi,2019,west,1081496
delhi,2019,south east delhi,883080
delhi,2019,north west,758620
delhi,2019,new delhi,757888
delhi,2019,central delhi,711015
delhi,2019,south west,605482
delhi,2019,north,598910
delhi,2019,east,568283
delhi,2019,south,533716
delhi,2019,shahdara,425305
delhi,2020,west,1160353
delhi,2020,south east delhi,947535
delhi,2020,north west,814249
delhi,2020,new delhi,810489
delhi,2020,central delhi,765149
delhi,2020,north,648654
delhi,2020,south west,644981
delhi,2020,east,604768
delhi,2020,south,570329
delhi,2020,shahdara,460186
delhi,2020,west,1243875
delhi,2020,south east delhi,1011931
delhi,2020,north west,877218
delhi,2020,new delhi,858515
delhi,2020,central delhi,821609
delhi,2020,north,704186
delhi,2020,south west,688199
delhi,2020,east,641233
delhi,2020,south,608062
delhi,2020,shahdara,498710
delhi,2020,west,1343895
delhi,2020,south east delhi,1088989
delhi,2020,north west,946954
delhi,2020,new delhi,912051
delhi,2020,central delhi,888536
delhi,2020,north,763389
delhi,2020,south west,739034
delhi,2020,east,685955
delhi,2020,south,651616
delhi,2020,shahdara,543831
delhi,2020,west,1451042
delhi,2020,south east delhi,1174221
delhi,2020,north west,1019187
delhi,2020,new delhi,971715
delhi,2020,central delhi,962750
delhi,2020,north,827019
delhi,2020,south west,792331
delhi,2020,east,734091
delhi,2020,south,699303
delhi,2020,shahdara,591192
delhi,2021,west,1559112
delhi,2021,south east delhi,1260645
delhi,2021,north west,1094464
delhi,2021,new delhi,1039016
delhi,2021,central delhi,1035060
delhi,2021,north,890194
delhi,2021,south west,849223
delhi,2021,east,786308
delhi,2021,south,749173
delhi,2021,shahdara,636908
delhi,2021,west,1666267
delhi,2021,south east delhi,1346063
delhi,2021,north west,1170137
delhi,2021,new delhi,1108471
delhi,2021,central delhi,1105640
delhi,2021,north,952374
delhi,2021,south west,906878
delhi,2021,east,839185
delhi,2021,south,799590
delhi,2021,shahdara,681073
delhi,2021,west,1785309
delhi,2021,south east delhi,1441462
delhi,2021,north west,1254464
delhi,2021,new delhi,1185588
delhi,2021,central delhi,1184217
delhi,2021,north,1022251
delhi,2021,south west,971552
delhi,2021,east,898137
delhi,2021,south,855177
delhi,2021,shahdara,730209
delhi,2021,west,1905278
delhi,2021,south east delhi,1537814
delhi,2021,north west,1339480
delhi,2021,central delhi,1263911
delhi,2021,new delhi,1263818
delhi,2021,north,1093028
delhi,2021,south west,1036466
delhi,2021,east,957392
delhi,2021,south,911399
delhi,2021,shahdara,779798
delhi,2022,west,2017435
delhi,2022,south east delhi,1628157
delhi,2022,north west,1419688
delhi,2022,central delhi,1338465
delhi,2022,new delhi,1336911
delhi,2022,north,1159277
delhi,2022,south west,1097016
delhi,2022,east,1013024
delhi,2022,south,963775
delhi,2022,shahdara,826148
delhi,2022,west,2124626
delhi,2022,south east delhi,1714507
delhi,2022,north west,1496002
delhi,2022,central delhi,1409776
delhi,2022,new delhi,1406687
delhi,2022,north,1222605
delhi,2022,south west,1155288
delhi,2022,east,1066632
delhi,2022,south,1013938
delhi,2022,shahdara,870461
delhi,2022,west,2235907
delhi,2022,south east delhi,1804123
delhi,2022,north west,1575473
delhi,2022,central delhi,1483786
delhi,2022,new delhi,1479669
delhi,2022,north,1288507
delhi,2022,south west,1215697
delhi,2022,east,1121596
delhi,2022,south,1065631
delhi,2022,shahdara,917096
delhi,2022,west,2348063
delhi,2022,south east delhi,1894776
delhi,2022,north west,1655730
delhi,2022,central delhi,1558400
delhi,2022,new delhi,1552874
delhi,2022,north,1354521
delhi,2022,south west,1275864
delhi,2022,east,1177294
delhi,2022,south,1117981
delhi,2022,shahdara,963656
delhi,2023,west,2453869
delhi,2023,south east delhi,1980915
delhi,2023,north west,1731494
delhi,2023,central delhi,1629248
delhi,2023,new delhi,1622600
delhi,2023,north,1416994
delhi,2023,south west,1333347
delhi,2023,east,1230290
delhi,2023,south,1167338
delhi,2023,shahdara,1007880
delhi,2023,west,2546575
delhi,2023,south east delhi,2055408
delhi,2023,north west,1798636
delhi,2023,central delhi,1690547
delhi,2023,new delhi,1682305
delhi,2023,north,1471979
delhi,2023,south west,1383364
delhi,2023,east,1275831
delhi,2023,south,1209741
delhi,2023,shahdara,1046614
goa,2018,north goa,57769
goa,2018,south goa,34167
goa,2018,north goa,76192
goa,2018,south goa,45982
goa,2018,north goa,95307
goa,2018,south goa,58495
goa,2018,north goa,121001
goa,2018,south goa,74349
goa,2019,north goa,147802
goa,2019,south goa,90350
goa,2019,north goa,173002
goa,2019,south goa,105938
goa,2019,north goa,197361
goa,2019,south goa,119833
goa,2019,north goa,220385
goa,2019,south goa,133161
goa,2020,north goa,244309
goa,2020,south goa,147591
goa,2020,north goa,267533
goa,2020,south goa,163106
goa,2020,north goa,294195
goa,2020,south goa,180767
goa,2020,north goa,326479
goa,2020,south goa,201105
goa,2021,north goa,352593
goa,2021,south goa,217442
goa,2021,north goa,376703
goa,2021,south goa,232403
goa,2021,north goa,403952
goa,2021,south goa,249506
goa,2021,north goa,430814
goa,2021,south goa,266364
goa,2022,north goa,456250
goa,2022,south goa,282378
goa,2022,north goa,480353
goa,2022,south goa,297426
goa,2022,north goa,504946
goa,2022,south goa,312884
goa,2022,north goa,527826
goa,2022,south goa,327376
goa,2023,north goa,550554
goa,2023,south goa,341631
goa,2023,north goa,571111
goa,2023,south goa,354909
gujarat,2018,ahmadabad,572811
gujarat,2018,surat,489852
gujarat,2018,vadodara,205722
gujarat,2018,rajkot,133017
gujarat,2018,gandhinagar,118201
gujarat,2018,bharuch,101575
gujarat,2018,kachchh,97838
gujarat,2018,mahesana,97004
gujarat,2018,banas kantha,93506
gujarat,2018,bhavnagar,87683
gujarat,2018,ahmadabad,751746
gujarat,2018,surat,652372
gujarat,2018,vadodara,271730
gujarat,2018,rajkot,174778
gujarat,2018,gandhinagar,155539
gujarat,2018,bharuch,134500
gujarat,2018,kachchh,128064
gujarat,2018,mahesana,127614
gujarat,2018,banas kantha,125849
gujarat,2018,bhavnagar,115812
gujarat,2018,ahmadabad,919252
gujarat,2018,surat,808005
gujarat,2018,vadodara,335125
gujarat,2018,rajkot,215459
gujarat,2018,gandhinagar,190882
gujarat,2018,bharuch,169322
gujarat,2018,banas kantha,159591
gujarat,2018,kachchh,158762
gujarat,2018,mahesana,157274
gujarat,2018,bhavnagar,141243
gujarat,2018,ahmadabad,1212636
gujarat,2018,surat,998807
gujarat,2018,vadodara,421895
gujarat,2018,rajkot,260602
gujarat,2018,gandhinagar,242368
gujarat,2018,bharuch,211843
gujarat,2018,banas kantha,197774
gujarat,2018,kachchh,195295
gujarat,2018,mahesana,192493
gujarat,2018,bhavnagar,173699
gujarat,2019,ahmadabad,1450100
gujarat,2019,surat,1180819
gujarat,2019,vadodara,502520
gujarat,2019,rajkot,304415
gujarat,2019,gandhinagar,291858
gujarat,2019,bharuch,252826
gujarat,2019,banas kantha,239613
gujarat,2019,kachchh,231871
gujarat,2019,mahesana,230403
gujarat,2019,valsad,209477
gujarat,2019,ahmadabad,1656341
gujarat,2019,surat,1338584
gujarat,2019,vadodara,572031
gujarat,2019,rajkot,345178
gujarat,2019,gandhinagar,333056
gujarat,2019,bharuch,284296
gujarat,2019,banas kantha,271379
gujarat,2019,kachchh,261458
gujarat,2019,mahesana,259949
gujarat,2019,valsad,238764
gujarat,2019,ahmadabad,1848860
gujarat,2019,surat,1481391
gujarat,2019,vadodara,637678
gujarat,2019,rajkot,384852
gujarat,2019,gandhinagar,372464
gujarat,2019,bharuch,315856
gujarat,2019,banas kantha,301373
gujarat,2019,mahesana,286652
gujarat,2019,kachchh,285519
gujarat,2019,valsad,266134
gujarat,2019,ahmadabad,2015947
gujarat,2019,surat,1624077
gujarat,2019,vadodara,700817
gujarat,2019,rajkot,426178
gujarat,2019,gandhinagar,408526
gujarat,2019,bharuch,350619
gujarat,2019,banas kantha,339582
gujarat,2019,mahesana,316985
gujarat,2019,kachchh,314732
gujarat,2019,valsad,296977
gujarat,2020,ahmadabad,2185983
gujarat,2020,surat,1772703
gujarat,2020,vadodara,763969
gujarat,2020,rajkot,469636
gujarat,2020,gandhinagar,445290
gujarat,2020,banas kantha,386212
gujarat,2020,bharuch,384819
gujarat,2020,mahesana,349897
gujarat,2020,kachchh,347270
gujarat,2020,valsad,330053
gujarat,2020,ahmadabad,2384154
gujarat,2020,surat,1935894
gujarat,2020,vadodara,830759
gujarat,2020,rajkot,522650
gujarat,2020,gandhinagar,488351
gujarat,2020,banas kantha,446603
gujarat,2020,bharuch,423017
gujarat,2020,mahesana,389562
gujarat,2020,kachchh,385480
gujarat,2020,valsad,372771
gujarat,2020,ahmadabad,2580178
gujarat,2020,surat,2092712
gujarat,2020,vadodara,901492
gujarat,2020,rajkot,573062
gujarat,2020,gandhinagar,529771
gujarat,2020,banas kantha,501471
gujarat,2020,bharuch,462292
gujarat,2020,mahesana,427950
gujarat,2020,kachchh,423729
gujarat,2020,valsad,410740
gujarat,2020,ahmadabad,2787991
gujarat,2020,surat,2278232
gujarat,2020,vadodara,980658
gujarat,2020,rajkot,627654
gujarat,2020,gandhinagar,572461
gujarat,2020,banas kantha,551645
gujarat,2020,bharuch,508005
gujarat,2020,kachchh,466855
gujarat,2020,mahesana,464932
gujarat,2020,valsad,452628
gujarat,2021,ahmadabad,2999575
gujarat,2021,surat,2458596
gujarat,2021,vadodara,1053954
gujarat,2021,rajkot,677301
gujarat,2021,gandhinagar,615315
gujarat,2021,banas kantha,598384
gujarat,2021,bharuch,548541
gujarat,2021,kachchh,505517
gujarat,2021,mahesana,500511
gujarat,2021,valsad,489062
gujarat,2021,ahmadabad,3209841
gujarat,2021,surat,2633443
gujarat,2021,vadodara,1127636
gujarat,2021,rajkot,726817
gujarat,2021,gandhinagar,658428
gujarat,2021,banas kantha,645073
gujarat,2021,bharuch,588777
gujarat,2021,kachchh,543585
gujarat,2021,mahesana,536645
gujarat,2021,valsad,524614
gujarat,2021,ahmadabad,3445024
gujarat,2021,surat,2830392
gujarat,2021,vadodara,1210266
gujarat,2021,rajkot,782611
gujarat,2021,gandhinagar,706654
gujarat,2021,banas kantha,698841
gujarat,2021,bharuch,634589
gujarat,2021,kachchh,587589
gujarat,2021,mahesana,578072
gujarat,2021,valsad,565423
gujarat,2021,ahmadabad,3679243
gujarat,2021,surat,3026960
gujarat,2021,vadodara,1292097
gujarat,2021,rajkot,837869
gujarat,2021,gandhinagar,754369
gujarat,2021,banas kantha,751116
gujarat,2021,bharuch,679705
gujarat,2021,kachchh,630878
gujarat,2021,mahesana,618376
gujarat,2021,valsad,605655
gujarat,2022,ahmadabad,3897869
gujarat,2022,surat,3210535
gujarat,2022,vadodara,1368210
gujarat,2022,rajkot,889499
gujarat,2022,banas kantha,802470
gujarat,2022,gandhinagar,799301
gujarat,2022,bharuch,722367
gujarat,2022,kachchh,671465
gujarat,2022,mahesana,656908
gujarat,2022,valsad,643742
gujarat,2022,ahmadabad,4105172
gujarat,2022,surat,3385398
gujarat,2022,vadodara,1440949
gujarat,2022,rajkot,937863
gujarat,2022,banas kantha,849884
gujarat,2022,gandhinagar,841732
gujarat,2022,bharuch,762752
gujarat,2022,kachchh,709339
gujarat,2022,mahesana,692794
gujarat,2022,valsad,679340
gujarat,2022,ahmadabad,4319512
gujarat,2022,surat,3567767
gujarat,2022,vadodara,1515556
gujarat,2022,rajkot,986904
gujarat,2022,banas kantha,896869
gujarat,2022,gandhinagar,885535
gujarat,2022,bharuch,803845
gujarat,2022,kachchh,747079
gujarat,2022,mahesana,729723
gujarat,2022,valsad,716467
gujarat,2022,ahmadabad,4530853
gujarat,2022,surat,3747780
gujarat,2022,vadodara,1587831
gujarat,2022,rajkot,1033159
gujarat,2022,banas kantha,939693
gujarat,2022,gandhinagar,927585
gujarat,2022,bharuch,842519
gujarat,2022,kachchh,781383
gujarat,2022,mahesana,763693
gujarat,2022,valsad,751767
gujarat,2023,ahmadabad,4734630
gujarat,2023,surat,3919829
gujarat,2023,vadodara,1658232
gujarat,2023,rajkot,1079736
gujarat,2023,banas kantha,985280
gujarat,2023,gandhinagar,968586
gujarat,2023,bharuch,881508
gujarat,2023,kachchh,817441
gujarat,2023,mahesana,798353
gujarat,2023,valsad,786811
gujarat,2023,ahmadabad,4913610
gujarat,2023,surat,4076929
gujarat,2023,vadodara,1721431
gujarat,2023,rajkot,1123115
gujarat,2023,banas kantha,1030499
gujarat,2023,gandhinagar,1005603
gujarat,2023,bharuch,917746
gujarat,2023,kachchh,853047
gujarat,2023,mahesana,831177
gujarat,2023,valsad,818831
haryana,2018,gurugram,474081
haryana,2018,faridabad,231504
haryana,2018,hisar,113872
haryana,2018,rewari,85350
haryana,2018,sonipat,79638
haryana,2018,panipat,74739
haryana,2018,karnal,73612
haryana,2018,sirsa,70800
haryana,2018,rohtak,62452
haryana,2018,bhiwani,57585
haryana,2018,gurugram,621718
haryana,2018,faridabad,306358
haryana,2018,hisar,147599
haryana,2018,rewari,113056
haryana,2018,sonipat,106837
haryana,2018,panipat,101243
haryana,2018,karnal,98276
haryana,2018,sirsa,91908
haryana,2018,rohtak,82822
haryana,2018,bhiwani,75485
haryana,2018,gurugram,767369
haryana,2018,faridabad,383316
haryana,2018,hisar,176380
haryana,2018,rewari,138368
haryana,2018,sonipat,132705
haryana,2018,panipat,124290
haryana,2018,karnal,121471
haryana,2018,sirsa,109165
haryana,2018,rohtak,101649
haryana,2018,ambala,92472
haryana,2018,gurugram,967781
haryana,2018,faridabad,521996
haryana,2018,hisar,210671
haryana,2018,rewari,172035
haryana,2018,sonipat,165599
haryana,2018,panipat,153137
haryana,2018,karnal,149062
haryana,2018,sirsa,127874
haryana,2018,rohtak,124365
haryana,2018,jhajjar,114488
haryana,2019,gurugram,1159832
haryana,2019,faridabad,634024
haryana,2019,hisar,245236
haryana,2019,rewari,207051
haryana,2019,sonipat,199593
haryana,2019,panipat,181548
haryana,2019,karnal,177042
haryana,2019,rohtak,147392
haryana,2019,sirsa,146936
haryana,2019,palwal,141953
haryana,2019,gurugram,1307319
haryana,2019,faridabad,716593
haryana,2019,hisar,277720
haryana,2019,rewari,238349
haryana,2019,sonipat,230883
haryana,2019,panipat,208172
haryana,2019,karnal,204255
haryana,2019,rohtak,169372
haryana,2019,palwal,165665
haryana,2019,sirsa,163468
haryana,2019,gurugram,1447473
haryana,2019,faridabad,792884
haryana,2019,hisar,308179
haryana,2019,rewari,266893
haryana,2019,sonipat,261554
haryana,2019,panipat,235346
haryana,2019,karnal,230603
haryana,2019,rohtak,190137
haryana,2019,palwal,188217
haryana,2019,jhajjar,185095
haryana,2019,gurugram,1574240
haryana,2019,faridabad,862595
haryana,2019,hisar,339753
haryana,2019,rewari,294161
haryana,2019,sonipat,291479
haryana,2019,panipat,262435
haryana,2019,karnal,255280
haryana,2019,rohtak,209750
haryana,2019,palwal,209434
haryana,2019,jhajjar,206377
haryana,2020,gurugram,1700505
haryana,2020,faridabad,935992
haryana,2020,hisar,382469
haryana,2020,sonipat,325111
haryana,2020,rewari,323001
haryana,2020,panipat,293916
haryana,2020,karnal,283270
haryana,2020,palwal,233542
haryana,2020,rohtak,231317
haryana,2020,jhajjar,230059
haryana,2020,gurugram,1809777
haryana,2020,faridabad,1010271
haryana,2020,hisar,417164
haryana,2020,sonipat,362890
haryana,2020,rewari,354024
haryana,2020,panipat,324833
haryana,2020,karnal,313828
haryana,2020,palwal,259528
haryana,2020,jhajjar,256581
haryana,2020,rohtak,254647
haryana,2020,gurugram,1949331
haryana,2020,faridabad,1094570
haryana,2020,hisar,453910
haryana,2020,sonipat,402001
haryana,2020,rewari,388025
haryana,2020,panipat,357830
haryana,2020,karnal,344289
haryana,2020,palwal,285223
haryana,2020,jhajjar,284852
haryana,2020,rohtak,280325
haryana,2020,gurugram,2104240
haryana,2020,faridabad,1182635
haryana,2020,hisar,490971
haryana,2020,sonipat,441088
haryana,2020,rewari,421106
haryana,2020,panipat,391952
haryana,2020,karnal,374733
haryana,2020,jhajjar,313144
haryana,2020,palwal,310698
haryana,2020,rohtak,305922
haryana,2021,gurugram,2262589
haryana,2021,faridabad,1272506
haryana,2021,hisar,526528
haryana,2021,sonipat,475192
haryana,2021,rewari,453500
haryana,2021,panipat,423131
haryana,2021,karnal,402850
haryana,2021,jhajjar,337303
haryana,2021,palwal,335048
haryana,2021,rohtak,329147
haryana,2021,gurugram,2416391
haryana,2021,faridabad,1360855
haryana,2021,hisar,564047
haryana,2021,sonipat,510058
haryana,2021,rewari,485784
haryana,2021,panipat,454218
haryana,2021,karnal,432042
haryana,2021,jhajjar,362160
haryana,2021,palwal,359544
haryana,2021,rohtak,353305
haryana,2021,gurugram,2589324
haryana,2021,faridabad,1459758
haryana,2021,hisar,606513
haryana,2021,sonipat,549613
haryana,2021,rewari,522734
haryana,2021,panipat,489226
haryana,2021,karnal,464990
haryana,2021,jhajjar,390612
haryana,2021,palwal,387557
haryana,2021,rohtak,380370
haryana,2021,gurugram,2764490
haryana,2021,faridabad,1559756
haryana,2021,hisar,648827
haryana,2021,sonipat,588700
haryana,2021,rewari,559494
haryana,2021,panipat,523678
haryana,2021,karnal,497166
haryana,2021,jhajjar,418950
haryana,2021,palwal,415495
haryana,2021,rohtak,407245
haryana,2022,gurugram,2929873
haryana,2022,faridabad,1654074
haryana,2022,hisar,689980
haryana,2022,sonipat,626016
haryana,2022,rewari,595001
haryana,2022,panipat,556104
haryana,2022,karnal,527415
haryana,2022,jhajjar,445888
haryana,2022,palwal,441872
haryana,2022,rohtak,432623
haryana,2022,gurugram,3088176
haryana,2022,faridabad,1743764
haryana,2022,hisar,727942
haryana,2022,sonipat,661278
haryana,2022,rewari,628614
haryana,2022,panipat,587006
haryana,2022,karnal,555939
haryana,2022,jhajjar,471357
haryana,2022,palwal,466861
haryana,2022,rohtak,456537
haryana,2022,gurugram,3251792
haryana,2022,faridabad,1837594
haryana,2022,hisar,766206
haryana,2022,sonipat,697349
haryana,2022,rewari,663418
haryana,2022,panipat,618937
haryana,2022,karnal,584928
haryana,2022,jhajjar,497580
haryana,2022,palwal,492837
haryana,2022,rohtak,481082
haryana,2022,gurugram,3416098
haryana,2022,faridabad,1930743
haryana,2022,hisar,801156
haryana,2022,sonipat,731324
haryana,2022,rewari,696113
haryana,2022,panipat,649292
haryana,2022,karnal,611868
haryana,2022,jhajjar,521692
haryana,2022,palwal,516553
haryana,2022,rohtak,504058
haryana,2023,gurugram,3572322
haryana,2023,faridabad,2018956
haryana,2023,hisar,846309
haryana,2023,sonipat,764865
haryana,2023,rewari,728428
haryana,2023,panipat,679052
haryana,2023,karnal,638547
haryana,2023,jhajjar,545862
haryana,2023,palwal,540064
haryana,2023,rohtak,527046
haryana,2023,gurugram,3707352
haryana,2023,faridabad,2097648
haryana,2023,hisar,879031
haryana,2023,sonipat,796213
haryana,2023,rewari,757958
haryana,2023,panipat,706703
haryana,2023,karnal,664313
haryana,2023,jhajjar,568479
haryana,2023,palwal,562608
haryana,2023,rohtak,547825
himachal-pradesh,2018,solan,50035
himachal-pradesh,2018,kangra,39016
himachal-pradesh,2018,shimla,28214
himachal-pradesh,2018,mandi,26238
himachal-pradesh,2018,sirmaur,15880
himachal-pradesh,2018,hamirpur,15614
himachal-pradesh,2018,kullu,15318
himachal-pradesh,2018,una,13234
himachal-pradesh,2018,bilaspur,11975
himachal-pradesh,2018,chamba,8678
himachal-pradesh,2018,solan,68950
himachal-pradesh,2018,kangra,54828
himachal-pradesh,2018,shimla,38590
himachal-pradesh,2018,mandi,36126
himachal-pradesh,2018,sirmaur,22379
himachal-pradesh,2018,hamirpur,21374
himachal-pradesh,2018,kullu,21077
himachal-pradesh,2018,una,18691
himachal-pradesh,2018,bilaspur,16531
himachal-pradesh,2018,chamba,12259
himachal-pradesh,2018,solan,88724
himachal-pradesh,2018,kangra,71494
himachal-pradesh,2018,shimla,49820
himachal-pradesh,2018,mandi,45876
himachal-pradesh,2018,sirmaur,28959
himachal-pradesh,2018,hamirpur,27915
himachal-pradesh,2018,kullu,26840
himachal-pradesh,2018,una,24952
himachal-pradesh,2018,bilaspur,21030
himachal-pradesh,2018,chamba,16157
himachal-pradesh,2018,solan,113278
himachal-pradesh,2018,kangra,92887
himachal-pradesh,2018,shimla,64640
himachal-pradesh,2018,mandi,58526
himachal-pradesh,2018,sirmaur,38194
himachal-pradesh,2018,hamirpur,35979
himachal-pradesh,2018,kullu,34719
himachal-pradesh,2018,una,32451
himachal-pradesh,2018,bilaspur,26517
himachal-pradesh,2018,chamba,21538
himachal-pradesh,2019,solan,139300
himachal-pradesh,2019,kangra,115120
himachal-pradesh,2019,shimla,80651
himachal-pradesh,2019,mandi,72963
himachal-pradesh,2019,sirmaur,47638
himachal-pradesh,2019,hamirpur,44206
himachal-pradesh,2019,kullu,43436
himachal-pradesh,2019,una,40315
himachal-pradesh,2019,bilaspur,32537
himachal-pradesh,2019,chamba,27481
himachal-pradesh,2019,solan,159989
himachal-pradesh,2019,kangra,139517
himachal-pradesh,2019,shimla,96928
himachal-pradesh,2019,mandi,86701
himachal-pradesh,2019,sirmaur,55409
himachal-pradesh,2019,kullu,51977
himachal-pradesh,2019,hamirpur,51669
himachal-pradesh,2019,una,47644
himachal-pradesh,2019,bilaspur,38131
himachal-pradesh,2019,chamba,33377
himachal-pradesh,2019,solan,178922
himachal-pradesh,2019,kangra,160161
himachal-pradesh,2019,shimla,110575
himachal-pradesh,2019,mandi,98589
himachal-pradesh,2019,sirmaur,62048
himachal-pradesh,2019,kullu,59192
himachal-pradesh,2019,hamirpur,58950
himachal-pradesh,2019,una,54164
himachal-pradesh,2019,bilaspur,43115
himachal-pradesh,2019,chamba,37974
himachal-pradesh,2019,solan,198962
himachal-pradesh,2019,kangra,181133
himachal-pradesh,2019,shimla,124960
himachal-pradesh,2019,mandi,111017
himachal-pradesh,2019,sirmaur,69583
himachal-pradesh,2019,kullu,66640
himachal-pradesh,2019,hamirpur,66179
himachal-pradesh,2019,una,61055
himachal-pradesh,2019,bilaspur,48453
himachal-pradesh,2019,chamba,43715
himachal-pradesh,2020,solan,220293
himachal-pradesh,2020,kangra,205367
himachal-pradesh,2020,shimla,139890
himachal-pradesh,2020,mandi,124971
himachal-pradesh,2020,sirmaur,77972
himachal-pradesh,2020,kullu,74668
himachal-pradesh,2020,hamirpur,73945
himachal-pradesh,2020,una,68564
himachal-pradesh,2020,bilaspur,54024
himachal-pradesh,2020,chamba,50169
himachal-pradesh,2020,solan,243732
himachal-pradesh,2020,kangra,235773
himachal-pradesh,2020,shimla,156539
himachal-pradesh,2020,mandi,142668
himachal-pradesh,2020,sirmaur,88117
himachal-pradesh,2020,hamirpur,84216
himachal-pradesh,2020,kullu,82616
himachal-pradesh,2020,una,78363
himachal-pradesh,2020,bilaspur,61050
himachal-pradesh,2020,chamba,58362
himachal-pradesh,2020,solan,265701
himachal-pradesh,2020,kangra,261293
himachal-pradesh,2020,shimla,172418
himachal-pradesh,2020,mandi,158237
himachal-pradesh,2020,sirmaur,97464
himachal-pradesh,2020,hamirpur,93465
himachal-pradesh,2020,kullu,90699
himachal-pradesh,2020,una,86177
himachal-pradesh,2020,bilaspur,67233
himachal-pradesh,2020,chamba,65214
himachal-pradesh,2020,solan,289889
himachal-pradesh,2020,kangra,285210
himachal-pradesh,2020,shimla,189005
himachal-pradesh,2020,mandi,173403
himachal-pradesh,2020,sirmaur,107144
himachal-pradesh,2020,hamirpur,101825
himachal-pradesh,2020,kullu,99814
himachal-pradesh,2020,una,93778
himachal-pradesh,2020,bilaspur,73296
himachal-pradesh,2020,chamba,72124
himachal-pradesh,2021,solan,312360
himachal-pradesh,2021,kangra,306531
himachal-pradesh,2021,shimla,202911
himachal-pradesh,2021,mandi,186340
himachal-pradesh,2021,sirmaur,115705
himachal-pradesh,2021,hamirpur,109372
himachal-pradesh,2021,kullu,107536
himachal-pradesh,2021,una,100832
himachal-pradesh,2021,bilaspur,78663
himachal-pradesh,2021,chamba,77599
himachal-pradesh,2021,solan,334716
himachal-pradesh,2021,kangra,329232
himachal-pradesh,2021,shimla,218068
himachal-pradesh,2021,mandi,200277
himachal-pradesh,2021,sirmaur,124764
himachal-pradesh,2021,hamirpur,117381
himachal-pradesh,2021,kullu,115278
himachal-pradesh,2021,una,108338
himachal-pradesh,2021,bilaspur,84508
himachal-pradesh,2021,chamba,83542
himachal-pradesh,2021,solan,360324
himachal-pradesh,2021,kangra,355274
himachal-pradesh,2021,shimla,235163
himachal-pradesh,2021,mandi,216188
himachal-pradesh,2021,sirmaur,134870
himachal-pradesh,2021,hamirpur,126753
himachal-pradesh,2021,kullu,124078
himachal-pradesh,2021,una,116973
himachal-pradesh,2021,bilaspur,91291
himachal-pradesh,2021,chamba,90344
himachal-pradesh,2021,solan,385901
himachal-pradesh,2021,kangra,380492
himachal-pradesh,2021,shimla,251745
himachal-pradesh,2021,mandi,231360
himachal-pradesh,2021,sirmaur,144716
himachal-pradesh,2021,hamirpur,135670
himachal-pradesh,2021,kullu,132702
himachal-pradesh,2021,una,125192
himachal-pradesh,2021,bilaspur,97687
himachal-pradesh,2021,chamba,96745
himachal-pradesh,2022,solan,410487
himachal-pradesh,2022,kangra,405048
himachal-pradesh,2022,shimla,267642
himachal-pradesh,2022,mandi,246307
himachal-pradesh,2022,sirmaur,154267
himachal-pradesh,2022,hamirpur,144434
himachal-pradesh,2022,kullu,141024
himachal-pradesh,2022,una,133249
himachal-pradesh,2022,bilaspur,104121
himachal-pradesh,2022,chamba,103270
himachal-pradesh,2022,solan,433753
himachal-pradesh,2022,kangra,427676
himachal-pradesh,2022,shimla,282560
himachal-pradesh,2022,mandi,260233
himachal-pradesh,2022,sirmaur,163150
himachal-pradesh,2022,hamirpur,152759
himachal-pradesh,2022,kullu,148844
himachal-pradesh,2022,una,140791
himachal-pradesh,2022,bilaspur,110019
himachal-pradesh,2022,chamba,109087
himachal-pradesh,2022,solan,457393
himachal-pradesh,2022,kangra,449619
himachal-pradesh,2022,shimla,296508
himachal-pradesh,2022,mandi,273475
himachal-pradesh,2022,sirmaur,171743
himachal-pradesh,2022,hamirpur,160759
