state,year,districts,registeredUsers
tamil-nadu,2018,madurai,72582
tamil-nadu,2018,krishnagiri,66958
tamil-nadu,2018,tiruchirappalli,62230
tamil-nadu,2018,chennai,401349
tamil-nadu,2018,thiruvallur,300210
tamil-nadu,2018,chengalpattu,292432
tamil-nadu,2018,coimbatore,244374
tamil-nadu,2018,kancheepuram,188583
tamil-nadu,2018,tiruppur,128535
tamil-nadu,2018,salem,126830
tamil-nadu,2018,madurai,105957
tamil-nadu,2018,krishnagiri,96842
tamil-nadu,2018,tiruchirappalli,91156
tamil-nadu,2018,chennai,511138
tamil-nadu,2018,thiruvallur,381620
tamil-nadu,2018,chengalpattu,368413
tamil-nadu,2018,coimbatore,318461
tamil-nadu,2018,kancheepuram,239985
tamil-nadu,2018,tiruppur,172195
tamil-nadu,2018,salem,164489
tamil-nadu,2018,madurai,138064
tamil-nadu,2018,krishnagiri,128769
tamil-nadu,2018,tiruchirappalli,119661
tamil-nadu,2018,chennai,689276
tamil-nadu,2018,thiruvallur,514830
tamil-nadu,2018,chengalpattu,483785
tamil-nadu,2018,coimbatore,415090
tamil-nadu,2018,kancheepuram,318007
tamil-nadu,2018,tiruppur,227253
tamil-nadu,2018,salem,215365
tamil-nadu,2018,madurai,183206
tamil-nadu,2018,krishnagiri,172743
tamil-nadu,2018,tiruchirappalli,160006
tamil-nadu,2019,chennai,830586
tamil-nadu,2019,thiruvallur,625908
tamil-nadu,2019,chengalpattu,578045
tamil-nadu,2019,coimbatore,495350
tamil-nadu,2019,kancheepuram,385091
tamil-nadu,2019,tiruppur,273869
tamil-nadu,2019,salem,257624
tamil-nadu,2019,madurai,224783
tamil-nadu,2019,krishnagiri,212859
tamil-nadu,2019,tiruchirappalli,193798
tamil-nadu,2019,chennai,969955
tamil-nadu,2019,thiruvallur,733978
tamil-nadu,2019,chengalpattu,667137
tamil-nadu,2019,coimbatore,584160
tamil-nadu,2019,kancheepuram,447527
tamil-nadu,2019,tiruppur,324350
tamil-nadu,2019,salem,302033
tamil-nadu,2019,madurai,268420
tamil-nadu,2019,krishnagiri,252986
tamil-nadu,2019,tiruchirappalli,229886
tamil-nadu,2019,chennai,1090190
tamil-nadu,2019,thiruvallur,828137
tamil-nadu,2019,chengalpattu,744424
tamil-nadu,2019,coimbatore,669547
tamil-nadu,2019,kancheepuram,503192
tamil-nadu,2019,tiruppur,371296
tamil-nadu,2019,salem,342259
tamil-nadu,2019,madurai,305793
tamil-nadu,2019,krishnagiri,290478
tamil-nadu,2019,tiruchirappalli,261919
tamil-nadu,2019,chennai,1216610
tamil-nadu,2019,thiruvallur,934744
tamil-nadu,2019,chengalpattu,829575
tamil-nadu,2019,coimbatore,767480
tamil-nadu,2019,kancheepuram,564806
tamil-nadu,2019,tiruppur,427694
tamil-nadu,2019,salem,390301
tamil-nadu,2019,madurai,351234
tamil-nadu,2019,krishnagiri,335178
tamil-nadu,2019,tiruchirappalli,299366
tamil-nadu,2020,chennai,1340762
tamil-nadu,2020,thiruvallur,1041642
tamil-nadu,2020,chengalpattu,912587
tamil-nadu,2020,coimbatore,868832
tamil-nadu,2020,kancheepuram,626872
tamil-nadu,2020,tiruppur,488697
tamil-nadu,2020,salem,442045
tamil-nadu,2020,madurai,402474
tamil-nadu,2020,krishnagiri,379857
tamil-nadu,2020,tiruchirappalli,339829
tamil-nadu,2020,chennai,1436722
tamil-nadu,2020,thiruvallur,1140330
tamil-nadu,2020,chengalpattu,979769
tamil-nadu,2020,coimbatore,958191
tamil-nadu,2020,kancheepuram,678899
tamil-nadu,2020,tiruppur,550609
tamil-nadu,2020,salem,499360
tamil-nadu,2020,madurai,456527
tamil-nadu,2020,krishnagiri,424184
tamil-nadu,2020,tiruchirappalli,383178
tamil-nadu,2020,chennai,1566152
tamil-nadu,2020,thiruvallur,1260923
tamil-nadu,2020,coimbatore,1073680
tamil-nadu,2020,chengalpattu,1064263
tamil-nadu,2020,kancheepuram,744437
tamil-nadu,2020,tiruppur,625391
tamil-nadu,2020,salem,564858
tamil-nadu,2020,madurai,516447
tamil-nadu,2020,krishnagiri,480568
tamil-nadu,2020,tiruchirappalli,433221
tamil-nadu,2020,chennai,1731527
tamil-nadu,2020,thiruvallur,1408348
tamil-nadu,2020,coimbatore,1205249
tamil-nadu,2020,chengalpattu,1170720
tamil-nadu,2020,kancheepuram,829207
tamil-nadu,2020,tiruppur,710489
tamil-nadu,2020,salem,638883
tamil-nadu,2020,madurai,582252
tamil-nadu,2020,krishnagiri,545815
tamil-nadu,2020,tiruchirappalli,487716
tamil-nadu,2021,chennai,1865001
tamil-nadu,2021,thiruvallur,1522407
tamil-nadu,2021,coimbatore,1304141
tamil-nadu,2021,chengalpattu,1259678
tamil-nadu,2021,kancheepuram,895950
tamil-nadu,2021,tiruppur,772074
tamil-nadu,2021,salem,693137
tamil-nadu,2021,madurai,630685
tamil-nadu,2021,krishnagiri,592655
tamil-nadu,2021,tiruchirappalli,527667
tamil-nadu,2021,chennai,1988355
tamil-nadu,2021,thiruvallur,1626966
tamil-nadu,2021,coimbatore,1393621
tamil-nadu,2021,chengalpattu,1344163
tamil-nadu,2021,kancheepuram,957182
tamil-nadu,2021,tiruppur,828168
tamil-nadu,2021,salem,742566
tamil-nadu,2021,madurai,675035
tamil-nadu,2021,krishnagiri,635191
tamil-nadu,2021,tiruchirappalli,565156
tamil-nadu,2021,chennai,2124347
tamil-nadu,2021,thiruvallur,1744228
tamil-nadu,2021,coimbatore,1494350
tamil-nadu,2021,chengalpattu,1438295
tamil-nadu,2021,kancheepuram,1025651
tamil-nadu,2021,tiruppur,891753
tamil-nadu,2021,salem,798213
tamil-nadu,2021,madurai,725021
tamil-nadu,2021,krishnagiri,683549
tamil-nadu,2021,tiruchirappalli,607438
tamil-nadu,2021,chennai,2261346
tamil-nadu,2021,thiruvallur,1860992
tamil-nadu,2021,coimbatore,1594082
tamil-nadu,2021,chengalpattu,1532535
tamil-nadu,2021,kancheepuram,1094222
tamil-nadu,2021,tiruppur,954674
tamil-nadu,2021,salem,853064
tamil-nadu,2021,madurai,774490
tamil-nadu,2021,krishnagiri,731018
tamil-nadu,2021,tiruchirappalli,649095
tamil-nadu,2022,chennai,2388315
tamil-nadu,2022,thiruvallur,1970646
tamil-nadu,2022,coimbatore,1687096
tamil-nadu,2022,chengalpattu,1621177
tamil-nadu,2022,kancheepuram,1158719
tamil-nadu,2022,tiruppur,1014036
tamil-nadu,2022,salem,905104
tamil-nadu,2022,madurai,820952
tamil-nadu,2022,krishnagiri,776101
tamil-nadu,2022,tiruchirappalli,688562
tamil-nadu,2022,chennai,2509588
tamil-nadu,2022,thiruvallur,2075274
tamil-nadu,2022,coimbatore,1775760
tamil-nadu,2022,chengalpattu,1704864
tamil-nadu,2022,kancheepuram,1220237
tamil-nadu,2022,tiruppur,1070480
tamil-nadu,2022,salem,954155
tamil-nadu,2022,madurai,864806
tamil-nadu,2022,krishnagiri,818552
tamil-nadu,2022,tiruchirappalli,725751
tamil-nadu,2022,chennai,2635738
tamil-nadu,2022,thiruvallur,2183990
tamil-nadu,2022,coimbatore,1867655
tamil-nadu,2022,chengalpattu,1791530
tamil-nadu,2022,kancheepuram,1284243
tamil-nadu,2022,tiruppur,1128474
tamil-nadu,2022,salem,1005031
tamil-nadu,2022,madurai,910111
tamil-nadu,2022,krishnagiri,862231
tamil-nadu,2022,tiruchirappalli,763327
tamil-nadu,2022,chennai,2763151
tamil-nadu,2022,thiruvallur,2290089
tamil-nadu,2022,coimbatore,1955681
tamil-nadu,2022,chengalpattu,1876163
tamil-nadu,2022,kancheepuram,1346845
tamil-nadu,2022,tiruppur,1183174
tamil-nadu,2022,salem,1052099
tamil-nadu,2022,madurai,953739
tamil-nadu,2022,krishnagiri,902906
tamil-nadu,2022,tiruchirappalli,798742
tamil-nadu,2023,chennai,2885933
tamil-nadu,2023,thiruvallur,2393917
tamil-nadu,2023,coimbatore,2042019
tamil-nadu,2023,chengalpattu,1959401
tamil-nadu,2023,kancheepuram,1408216
tamil-nadu,2023,tiruppur,1237941
tamil-nadu,2023,salem,1100202
tamil-nadu,2023,madurai,996514
tamil-nadu,2023,krishnagiri,944553
tamil-nadu,2023,tiruchirappalli,834366
tamil-nadu,2023,chennai,2987502
tamil-nadu,2023,thiruvallur,2484893
tamil-nadu,2023,coimbatore,2118883
tamil-nadu,2023,chengalpattu,2031529
tamil-nadu,2023,kancheepuram,1461910
tamil-nadu,2023,tiruppur,1289806
tamil-nadu,2023,salem,1144842
tamil-nadu,2023,madurai,1035842
tamil-nadu,2023,krishnagiri,983032
tamil-nadu,2023,tiruchirappalli,868289
telangana,2018,hyderabad,655175
telangana,2018,rangareddy,635175
telangana,2018,medchal malkajgiri,549429
telangana,2018,sangareddy,142807
telangana,2018,warangal urban,133840
telangana,2018,karimnagar,100028
telangana,2018,khammam,84941
telangana,2018,nalgonda,84459
telangana,2018,nizamabad,77516
telangana,2018,peddapalle,67418
telangana,2018,hyderabad,842483
telangana,2018,rangareddy,804959
telangana,2018,medchal malkajgiri,696211
telangana,2018,sangareddy,182673
telangana,2018,warangal urban,171260
telangana,2018,karimnagar,126122
telangana,2018,khammam,111361
telangana,2018,nalgonda,110668
telangana,2018,nizamabad,100652
telangana,2018,peddapalle,86033
telangana,2018,hyderabad,1024241
telangana,2018,rangareddy,963186
telangana,2018,medchal malkajgiri,828425
telangana,2018,sangareddy,220802
telangana,2018,warangal urban,199919
telangana,2018,karimnagar,148562
telangana,2018,khammam,135353
telangana,2018,nalgonda,134723
telangana,2018,nizamabad,120650
telangana,2018,peddapalle,102365
telangana,2018,hyderabad,1336872
telangana,2018,rangareddy,1217664
telangana,2018,medchal malkajgiri,1056739
telangana,2018,sangareddy,281038
telangana,2018,warangal urban,249500
telangana,2018,karimnagar,182600
telangana,2018,nalgonda,171002
telangana,2018,khammam,168485
telangana,2018,nizamabad,150190
telangana,2018,peddapalle,124191
telangana,2019,hyderabad,1638436
telangana,2019,rangareddy,1470874
telangana,2019,medchal malkajgiri,1279531
telangana,2019,sangareddy,346529
telangana,2019,warangal urban,301881
telangana,2019,karimnagar,218609
telangana,2019,nalgonda,211184
telangana,2019,khammam,206049
telangana,2019,nizamabad,186351
telangana,2019,siddipet,152281
telangana,2019,hyderabad,1856926
telangana,2019,rangareddy,1651300
telangana,2019,medchal malkajgiri,1428880
telangana,2019,sangareddy,395371
telangana,2019,warangal urban,342602
telangana,2019,karimnagar,246886
telangana,2019,nalgonda,243227
telangana,2019,khammam,239435
telangana,2019,nizamabad,217841
telangana,2019,siddipet,175413
telangana,2019,hyderabad,2071673
telangana,2019,rangareddy,1826019
telangana,2019,medchal malkajgiri,1572320
telangana,2019,sangareddy,441944
telangana,2019,warangal urban,381730
telangana,2019,karimnagar,274735
telangana,2019,nalgonda,274568
telangana,2019,khammam,270101
telangana,2019,nizamabad,248977
telangana,2019,siddipet,196397
telangana,2019,hyderabad,2283903
telangana,2019,rangareddy,2001437
telangana,2019,medchal malkajgiri,1714832
telangana,2019,sangareddy,493353
telangana,2019,warangal urban,421970
telangana,2019,nalgonda,312849
telangana,2019,karimnagar,305507
telangana,2019,khammam,304804
telangana,2019,nizamabad,284623
telangana,2019,siddipet,221164
telangana,2020,hyderabad,2483843
telangana,2020,rangareddy,2166829
telangana,2020,medchal malkajgiri,1845599
telangana,2020,sangareddy,542540
telangana,2020,warangal urban,457591
telangana,2020,nalgonda,351793
telangana,2020,khammam,340747
telangana,2020,karimnagar,334300
telangana,2020,nizamabad,320572
telangana,2020,siddipet,245168
telangana,2020,hyderabad,2653534
telangana,2020,rangareddy,2313748
telangana,2020,medchal malkajgiri,1963353
telangana,2020,sangareddy,593360
telangana,2020,warangal urban,495066
telangana,2020,nalgonda,393199
telangana,2020,khammam,380382
telangana,2020,karimnagar,362986
telangana,2020,nizamabad,362663
telangana,2020,siddipet,269076
telangana,2020,hyderabad,2875965
telangana,2020,rangareddy,2495699
telangana,2020,medchal malkajgiri,2111567
telangana,2020,sangareddy,649580
telangana,2020,warangal urban,535485
telangana,2020,nalgonda,435022
telangana,2020,khammam,421101
telangana,2020,nizamabad,405678
telangana,2020,karimnagar,394328
telangana,2020,bhadradri kothagudem,297785
telangana,2020,hyderabad,3142385
telangana,2020,rangareddy,2704868
telangana,2020,medchal malkajgiri,2282695
telangana,2020,sangareddy,711551
telangana,2020,warangal urban,579306
telangana,2020,nalgonda,478409
telangana,2020,khammam,461801
telangana,2020,nizamabad,449731
telangana,2020,karimnagar,428019
telangana,2020,bhadradri kothagudem,328326
telangana,2021,hyderabad,3379663
telangana,2021,rangareddy,2906635
telangana,2021,medchal malkajgiri,2450573
telangana,2021,sangareddy,767476
telangana,2021,warangal urban,620947
telangana,2021,nalgonda,517727
telangana,2021,khammam,497818
telangana,2021,nizamabad,485751
telangana,2021,karimnagar,459407
telangana,2021,bhadradri kothagudem,354847
telangana,2021,hyderabad,3598337
telangana,2021,rangareddy,3097973
telangana,2021,medchal malkajgiri,2611159
telangana,2021,sangareddy,820387
telangana,2021,warangal urban,661592
telangana,2021,nalgonda,555043
telangana,2021,khammam,532589
telangana,2021,nizamabad,518801
telangana,2021,karimnagar,490218
telangana,2021,bhadradri kothagudem,380059
telangana,2021,hyderabad,3839513
telangana,2021,rangareddy,3310906
telangana,2021,medchal malkajgiri,2790387
telangana,2021,sangareddy,880907
telangana,2021,warangal urban,707591
telangana,2021,nalgonda,598288
telangana,2021,khammam,572647
telangana,2021,nizamabad,556044
telangana,2021,karimnagar,524929
telangana,2021,bhadradri kothagudem,409224
telangana,2021,hyderabad,4081185
telangana,2021,rangareddy,3523496
telangana,2021,medchal malkajgiri,2969740
telangana,2021,sangareddy,940845
telangana,2021,warangal urban,753613
telangana,2021,nalgonda,641044
telangana,2021,khammam,612314
telangana,2021,nizamabad,593223
telangana,2021,karimnagar,559456
telangana,2021,bhadradri kothagudem,438017
telangana,2022,hyderabad,4306136
telangana,2022,rangareddy,3722676
telangana,2022,medchal malkajgiri,3138387
telangana,2022,sangareddy,997988
telangana,2022,warangal urban,797162
telangana,2022,nalgonda,681754
telangana,2022,khammam,650223
telangana,2022,nizamabad,628661
telangana,2022,karimnagar,592752
telangana,2022,bhadradri kothagudem,465349
telangana,2022,hyderabad,4519625
telangana,2022,rangareddy,3911372
telangana,2022,medchal malkajgiri,3297882
telangana,2022,sangareddy,1051378
telangana,2022,warangal urban,838533
telangana,2022,nalgonda,719911
telangana,2022,khammam,685755
telangana,2022,nizamabad,662427
telangana,2022,karimnagar,624054
telangana,2022,bhadradri kothagudem,491003
telangana,2022,hyderabad,4739891
telangana,2022,rangareddy,4105107
telangana,2022,medchal malkajgiri,3463208
telangana,2022,sangareddy,1106571
telangana,2022,warangal urban,881363
telangana,2022,nalgonda,758377
telangana,2022,khammam,721877
telangana,2022,nizamabad,697031
telangana,2022,karimnagar,656534
telangana,2022,bhadradri kothagudem,517431
telangana,2022,hyderabad,4962214
telangana,2022,rangareddy,4296707
telangana,2022,medchal malkajgiri,3628619
telangana,2022,sangareddy,1159594
telangana,2022,warangal urban,923715
telangana,2022,nalgonda,793688
telangana,2022,khammam,755705
telangana,2022,nizamabad,729287
telangana,2022,karimnagar,687385
telangana,2022,bhadradri kothagudem,542203
telangana,2023,hyderabad,5176899
telangana,2023,rangareddy,4483193
telangana,2023,medchal malkajgiri,3787461
telangana,2023,sangareddy,1212607
telangana,2023,warangal urban,964802
telangana,2023,nalgonda,830827
telangana,2023,khammam,790500
telangana,2023,nizamabad,761985
telangana,2023,karimnagar,718193
telangana,2023,bhadradri kothagudem,567571
telangana,2023,hyderabad,5349842
telangana,2023,rangareddy,4638501
telangana,2023,medchal malkajgiri,3918732
telangana,2023,sangareddy,1259927
telangana,2023,warangal urban,1000275
telangana,2023,nalgonda,866073
telangana,2023,khammam,822976
telangana,2023,nizamabad,792269
telangana,2023,karimnagar,745882
telangana,2023,bhadradri kothagudem,591314
tripura,2018,west tripura,27242
tripura,2018,south tripura,5361
tripura,2018,sepahijala,4664
tripura,2018,gomati,4509
tripura,2018,north tripura,4432
tripura,2018,dhalai,3448
tripura,2018,khowai,3017
tripura,2018,unakoti,2484
tripura,2018,west tripura,40345
tripura,2018,south tripura,8068
tripura,2018,sepahijala,7217
tripura,2018,gomati,6973
tripura,2018,north tripura,6702
tripura,2018,dhalai,5549
tripura,2018,khowai,4674
tripura,2018,unakoti,3841
tripura,2018,west tripura,53531
tripura,2018,south tripura,12286
tripura,2018,sepahijala,10803
tripura,2018,gomati,10168
tripura,2018,north tripura,9771
tripura,2018,dhalai,8039
tripura,2018,khowai,6816
tripura,2018,unakoti,5460
tripura,2018,west tripura,67549
tripura,2018,south tripura,16426
tripura,2018,sepahijala,14973
tripura,2018,gomati,13542
tripura,2018,north tripura,13150
tripura,2018,dhalai,10877
tripura,2018,khowai,9488
tripura,2018,unakoti,7260
tripura,2019,west tripura,79732
tripura,2019,south tripura,19784
tripura,2019,sepahijala,18086
tripura,2019,gomati,16370
tripura,2019,north tripura,15986
tripura,2019,dhalai,13219
tripura,2019,khowai,11327
tripura,2019,unakoti,8750
tripura,2019,west tripura,93241
tripura,2019,south tripura,23743
tripura,2019,sepahijala,21673
tripura,2019,north tripura,19505
tripura,2019,gomati,19437
tripura,2019,dhalai,15893
tripura,2019,khowai,13523
tripura,2019,unakoti,10629
tripura,2019,west tripura,104949
tripura,2019,south tripura,26573
tripura,2019,sepahijala,24332
tripura,2019,north tripura,22522
tripura,2019,gomati,21722
tripura,2019,dhalai,18140
tripura,2019,khowai,15092
tripura,2019,unakoti,12126
tripura,2019,west tripura,114108
tripura,2019,south tripura,29753
tripura,2019,sepahijala,27322
tripura,2019,north tripura,25703
tripura,2019,gomati,24160
tripura,2019,dhalai,20609
tripura,2019,khowai,16819
tripura,2019,unakoti,13824
tripura,2020,west tripura,124538
tripura,2020,south tripura,32716
tripura,2020,sepahijala,30379
tripura,2020,north tripura,28648
tripura,2020,gomati,26688
tripura,2020,dhalai,22808
tripura,2020,khowai,18592
tripura,2020,unakoti,15593
tripura,2020,west tripura,137156
tripura,2020,south tripura,36522
tripura,2020,sepahijala,35017
tripura,2020,north tripura,32851
tripura,2020,gomati,30323
tripura,2020,dhalai,26043
tripura,2020,khowai,20922
tripura,2020,unakoti,17832
tripura,2020,west tripura,151432
tripura,2020,south tripura,40797
tripura,2020,sepahijala,39970
tripura,2020,north tripura,37284
tripura,2020,gomati,34073
tripura,2020,dhalai,29515
tripura,2020,khowai,23565
tripura,2020,unakoti,20095
tripura,2020,west tripura,163752
tripura,2020,south tripura,43899
tripura,2020,sepahijala,43722
tripura,2020,north tripura,40886
tripura,2020,gomati,37129
tripura,2020,dhalai,32210
tripura,2020,khowai,25507
tripura,2020,unakoti,22005
tripura,2021,west tripura,175841
tripura,2021,south tripura,47052
tripura,2021,sepahijala,46925
tripura,2021,north tripura,44051
tripura,2021,gomati,39920
tripura,2021,dhalai,34747
tripura,2021,khowai,27361
tripura,2021,unakoti,23739
tripura,2021,west tripura,188123
tripura,2021,sepahijala,50606
tripura,2021,south tripura,50556
tripura,2021,north tripura,47392
tripura,2021,gomati,42972
tripura,2021,dhalai,37460
tripura,2021,khowai,29432
tripura,2021,unakoti,25612
tripura,2021,west tripura,202122
tripura,2021,sepahijala,54797
tripura,2021,south tripura,54747
tripura,2021,north tripura,51321
tripura,2021,gomati,46535
tripura,2021,dhalai,40679
tripura,2021,khowai,31900
tripura,2021,unakoti,27828
tripura,2021,west tripura,215860
tripura,2021,sepahijala,58818
tripura,2021,south tripura,58777
tripura,2021,north tripura,55009
tripura,2021,gomati,49981
tripura,2021,dhalai,43705
tripura,2021,khowai,34253
tripura,2021,unakoti,29889
tripura,2022,west tripura,229161
tripura,2022,sepahijala,62906
tripura,2022,south tripura,62764
tripura,2022,north tripura,58694
tripura,2022,gomati,53356
tripura,2022,dhalai,46680
tripura,2022,khowai,36592
tripura,2022,unakoti,31971
tripura,2022,west tripura,242041
tripura,2022,sepahijala,66602
tripura,2022,south tripura,66478
tripura,2022,north tripura,62140
tripura,2022,gomati,56510
tripura,2022,dhalai,49424
tripura,2022,khowai,38683
tripura,2022,unakoti,33904
tripura,2022,west tripura,255161
tripura,2022,sepahijala,70255
tripura,2022,south tripura,70107
tripura,2022,north tripura,65452
tripura,2022,gomati,59506
tripura,2022,dhalai,52074
tripura,2022,khowai,40758
tripura,2022,unakoti,35830
tripura,2022,west tripura,267713
tripura,2022,sepahijala,73240
tripura,2022,south tripura,73117
tripura,2022,north tripura,68352
tripura,2022,gomati,62115
tripura,2022,dhalai,54280
tripura,2022,khowai,42490
tripura,2022,unakoti,37434
tripura,2023,west tripura,280021
tripura,2023,sepahijala,76900
tripura,2023,south tripura,76631
tripura,2023,north tripura,71616
tripura,2023,gomati,65137
tripura,2023,dhalai,56918
tripura,2023,khowai,44453
tripura,2023,unakoti,39208
tripura,2023,west tripura,291531
tripura,2023,sepahijala,80758
tripura,2023,south tripura,80248
tripura,2023,north tripura,74840
tripura,2023,gomati,68250
tripura,2023,dhalai,59728
tripura,2023,khowai,46636
tripura,2023,unakoti,41033
uttar-pradesh,2018,gautam buddha nagar,448768
uttar-pradesh,2018,lucknow,380070
uttar-pradesh,2018,ghaziabad,329683
uttar-pradesh,2018,prayagraj,220198
uttar-pradesh,2018,kanpur nagar,208389
uttar-pradesh,2018,varanasi,206788
uttar-pradesh,2018,agra,148387
uttar-pradesh,2018,gorakhpur,132769
uttar-pradesh,2018,meerut,123619
uttar-pradesh,2018,bareilly,112369
uttar-pradesh,2018,gautam buddha nagar,586350
uttar-pradesh,2018,lucknow,506261
uttar-pradesh,2018,ghaziabad,434115
uttar-pradesh,2018,prayagraj,297113
uttar-pradesh,2018,varanasi,288325
uttar-pradesh,2018,kanpur nagar,285101
uttar-pradesh,2018,agra,205298
uttar-pradesh,2018,gorakhpur,181126
uttar-pradesh,2018,meerut,167212
uttar-pradesh,2018,bareilly,152939
uttar-pradesh,2018,gautam buddha nagar,727480
uttar-pradesh,2018,lucknow,620328
uttar-pradesh,2018,ghaziabad,538532
uttar-pradesh,2018,prayagraj,363743
uttar-pradesh,2018,varanasi,352604
uttar-pradesh,2018,kanpur nagar,349250
uttar-pradesh,2018,agra,257453
uttar-pradesh,2018,gorakhpur,224409
uttar-pradesh,2018,meerut,205977
uttar-pradesh,2018,bareilly,187467
uttar-pradesh,2018,gautam buddha nagar,951342
uttar-pradesh,2018,lucknow,765152
uttar-pradesh,2018,ghaziabad,713372
uttar-pradesh,2018,prayagraj,451019
uttar-pradesh,2018,varanasi,447144
uttar-pradesh,2018,kanpur nagar,434315
uttar-pradesh,2018,agra,322749
uttar-pradesh,2018,gorakhpur,279761
uttar-pradesh,2018,meerut,258843
uttar-pradesh,2018,bareilly,233073
uttar-pradesh,2019,gautam buddha nagar,1143614
uttar-pradesh,2019,lucknow,896208
uttar-pradesh,2019,ghaziabad,859583
uttar-pradesh,2019,prayagraj,532230
uttar-pradesh,2019,varanasi,524667
uttar-pradesh,2019,kanpur nagar,511583
uttar-pradesh,2019,agra,392222
uttar-pradesh,2019,gorakhpur,336196
uttar-pradesh,2019,meerut,311930
uttar-pradesh,2019,bareilly,279714
uttar-pradesh,2019,gautam buddha nagar,1282816
uttar-pradesh,2019,lucknow,1011470
uttar-pradesh,2019,ghaziabad,975605
uttar-pradesh,2019,prayagraj,602739
uttar-pradesh,2019,kanpur nagar,585796
uttar-pradesh,2019,varanasi,583444
uttar-pradesh,2019,agra,461224
uttar-pradesh,2019,gorakhpur,387961
uttar-pradesh,2019,meerut,361091
uttar-pradesh,2019,bareilly,318597
uttar-pradesh,2019,gautam buddha nagar,1415905
uttar-pradesh,2019,lucknow,1124832
uttar-pradesh,2019,ghaziabad,1088568
uttar-pradesh,2019,prayagraj,667277
uttar-pradesh,2019,kanpur nagar,655175
uttar-pradesh,2019,varanasi,639586
uttar-pradesh,2019,agra,530228
uttar-pradesh,2019,gorakhpur,434172
uttar-pradesh,2019,meerut,408972
uttar-pradesh,2019,bareilly,356146
uttar-pradesh,2019,gautam buddha nagar,1537791
uttar-pradesh,2019,lucknow,1221681
uttar-pradesh,2019,ghaziabad,1189357
uttar-pradesh,2019,prayagraj,738307
uttar-pradesh,2019,kanpur nagar,718251
uttar-pradesh,2019,varanasi,706509
uttar-pradesh,2019,agra,593453
uttar-pradesh,2019,gorakhpur,483523
uttar-pradesh,2019,meerut,455353
uttar-pradesh,2019,bareilly,398897
uttar-pradesh,2020,gautam buddha nagar,1656331
uttar-pradesh,2020,lucknow,1329098
uttar-pradesh,2020,ghaziabad,1296464
uttar-pradesh,2020,prayagraj,816436
uttar-pradesh,2020,kanpur nagar,788847
uttar-pradesh,2020,varanasi,777234
uttar-pradesh,2020,agra,668251
uttar-pradesh,2020,gorakhpur,539316
uttar-pradesh,2020,meerut,509693
uttar-pradesh,2020,bareilly,452872
uttar-pradesh,2020,gautam buddha nagar,1756163
uttar-pradesh,2020,lucknow,1434386
uttar-pradesh,2020,ghaziabad,1399514
uttar-pradesh,2020,prayagraj,892787
uttar-pradesh,2020,kanpur nagar,864991
uttar-pradesh,2020,varanasi,851213
uttar-pradesh,2020,agra,746336
uttar-pradesh,2020,gorakhpur,600961
uttar-pradesh,2020,meerut,566838
uttar-pradesh,2020,bareilly,507342
uttar-pradesh,2020,gautam buddha nagar,1885370
uttar-pradesh,2020,lucknow,1551932
uttar-pradesh,2020,ghaziabad,1518450
uttar-pradesh,2020,prayagraj,974228
uttar-pradesh,2020,kanpur nagar,941379
uttar-pradesh,2020,varanasi,927313
uttar-pradesh,2020,agra,822893
uttar-pradesh,2020,gorakhpur,661272
uttar-pradesh,2020,meerut,624570
uttar-pradesh,2020,bareilly,558821
uttar-pradesh,2020,gautam buddha nagar,2030178
uttar-pradesh,2020,lucknow,1684510
uttar-pradesh,2020,ghaziabad,1647330
uttar-pradesh,2020,prayagraj,1059982
uttar-pradesh,2020,kanpur nagar,1022768
uttar-pradesh,2020,varanasi,1003989
uttar-pradesh,2020,agra,900497
uttar-pradesh,2020,gorakhpur,722618
uttar-pradesh,2020,meerut,686266
uttar-pradesh,2020,bareilly,611236
uttar-pradesh,2021,gautam buddha nagar,2181874
uttar-pradesh,2021,lucknow,1813076
uttar-pradesh,2021,ghaziabad,1773332
uttar-pradesh,2021,prayagraj,1143612
uttar-pradesh,2021,kanpur nagar,1100587
uttar-pradesh,2021,varanasi,1079309
uttar-pradesh,2021,agra,974389
uttar-pradesh,2021,gorakhpur,780306
uttar-pradesh,2021,meerut,741901
uttar-pradesh,2021,bareilly,662143
uttar-pradesh,2021,gautam buddha nagar,2329954
uttar-pradesh,2021,lucknow,1937173
uttar-pradesh,2021,ghaziabad,1895314
uttar-pradesh,2021,prayagraj,1225800
uttar-pradesh,2021,kanpur nagar,1176708
uttar-pradesh,2021,varanasi,1154661
uttar-pradesh,2021,agra,1044788
uttar-pradesh,2021,gorakhpur,835887
uttar-pradesh,2021,meerut,794314
uttar-pradesh,2021,bareilly,710778
uttar-pradesh,2021,gautam buddha nagar,2496114
uttar-pradesh,2021,lucknow,2076033
uttar-pradesh,2021,ghaziabad,2031752
uttar-pradesh,2021,prayagraj,1320432
uttar-pradesh,2021,kanpur nagar,1263050
uttar-pradesh,2021,varanasi,1239725
uttar-pradesh,2021,agra,1124720
uttar-pradesh,2021,gorakhpur,900171
uttar-pradesh,2021,meerut,853246
uttar-pradesh,2021,bareilly,766809
uttar-pradesh,2021,gautam buddha nagar,2664034
uttar-pradesh,2021,lucknow,2215886
uttar-pradesh,2021,ghaziabad,2169109
uttar-pradesh,2021,prayagraj,1414447
uttar-pradesh,2021,kanpur nagar,1349794
uttar-pradesh,2021,varanasi,1325315
uttar-pradesh,2021,agra,1204274
