year,state,distirct,App_open,No_of_App_open
2018,ladakh,kargil district,0,2185
2018,ladakh,leh ladakh district,0,10733
2018,ladakh,kargil district,0,3132
2018,ladakh,leh ladakh district,0,14617
2018,ladakh,kargil district,0,4436
2018,ladakh,leh ladakh district,0,19447
2019,ladakh,kargil district,0,5758
2019,ladakh,leh ladakh district,0,23891
2019,ladakh,kargil district,37803,7126
2019,ladakh,leh ladakh district,119514,28390
2019,ladakh,kargil district,75759,7718
2019,ladakh,leh ladakh district,427367,31455
2019,ladakh,kargil district,29350,8338
2019,ladakh,leh ladakh district,441090,34770
2020,ladakh,kargil district,120845,9711
2020,ladakh,leh ladakh district,469639,38079
2020,ladakh,kargil district,169411,11252
2020,ladakh,leh ladakh district,526262,41782
2020,ladakh,kargil district,229879,12814
2020,ladakh,leh ladakh district,785801,45587
2020,ladakh,kargil district,273960,14601
2020,ladakh,leh ladakh district,958797,50252
2021,ladakh,kargil district,237045,15824
2021,ladakh,leh ladakh district,947159,54095
2021,ladakh,kargil district,1494139,17077
2021,ladakh,leh ladakh district,2897493,57971
2021,ladakh,kargil district,2373080,18577
2021,ladakh,leh ladakh district,4726470,62633
2021,ladakh,kargil district,573827,20008
2021,ladakh,leh ladakh district,2091376,67049
2022,ladakh,kargil district,2837111,21319
2022,ladakh,leh ladakh district,6064969,71173
2022,ladakh,kargil district,5003733,22475
2022,ladakh,leh ladakh district,9764396,75042
2022,ladakh,kargil district,7104562,23530
2022,ladakh,leh ladakh district,12630219,78769
2022,ladakh,kargil district,909994,24326
2022,ladakh,leh ladakh district,2922345,82011
2023,ladakh,kargil district,4076993,25409
2023,ladakh,leh ladakh district,10445502,85582
2023,ladakh,kargil district,8423789,26588
2023,ladakh,leh ladakh district,17861731,89148
2018,lakshadweep,lakshadweep district,0,501
2018,lakshadweep,lakshadweep district,0,686
2018,lakshadweep,lakshadweep district,0,918
2018,lakshadweep,lakshadweep district,0,1156
2019,lakshadweep,lakshadweep district,0,1416
2019,lakshadweep,lakshadweep district,4580,1747
2019,lakshadweep,lakshadweep district,15038,2117
2019,lakshadweep,lakshadweep district,17760,2427
2020,lakshadweep,lakshadweep district,21982,2772
2020,lakshadweep,lakshadweep district,29202,3187
2020,lakshadweep,lakshadweep district,32128,3644
2020,lakshadweep,lakshadweep district,41144,4179
2021,lakshadweep,lakshadweep district,47283,4577
2021,lakshadweep,lakshadweep district,40301,4896
2021,lakshadweep,lakshadweep district,49127,5287
2021,lakshadweep,lakshadweep district,67320,5638
2022,lakshadweep,lakshadweep district,45410,5990
2022,lakshadweep,lakshadweep district,38450,6327
2022,lakshadweep,lakshadweep district,18111,6645
2022,lakshadweep,lakshadweep district,72377,6961
2023,lakshadweep,lakshadweep district,43821,7267
2023,lakshadweep,lakshadweep district,90501,7585
2018,madhya-pradesh,morena district,0,42153
2018,madhya-pradesh,alirajpur district,0,3746
2018,madhya-pradesh,sehore district,0,61158
2018,madhya-pradesh,rajgarh district,0,39336
2018,madhya-pradesh,khargone district,0,40995
2018,madhya-pradesh,satna district,0,59252
2018,madhya-pradesh,narsinghpur district,0,38027
2018,madhya-pradesh,jabalpur district,0,115953
2018,madhya-pradesh,hoshangabad district,0,50658
2018,madhya-pradesh,vidisha district,0,43378
2018,madhya-pradesh,balaghat district,0,38064
2018,madhya-pradesh,singrauli district,0,45254
2018,madhya-pradesh,betul district,0,49045
2018,madhya-pradesh,sidhi district,0,20030
2018,madhya-pradesh,datia district,0,16322
2018,madhya-pradesh,dewas district,0,62902
2018,madhya-pradesh,sheopur district,0,9808
2018,madhya-pradesh,neemuch district,0,27995
2018,madhya-pradesh,raisen district,0,47344
2018,madhya-pradesh,mandsaur district,0,42041
2018,madhya-pradesh,barwani district,0,15811
2018,madhya-pradesh,katni district,0,28098
2018,madhya-pradesh,dindori district,0,6114
2018,madhya-pradesh,shivpuri district,0,25449
2018,madhya-pradesh,gwalior district,0,142453
2018,madhya-pradesh,anuppur district,0,18656
2018,madhya-pradesh,agar malwa district,0,12058
2018,madhya-pradesh,ashoknagar district,0,16495
2018,madhya-pradesh,sagar district,0,72857
2018,madhya-pradesh,niwari district,0,6771
2018,madhya-pradesh,rewa district,0,73336
2018,madhya-pradesh,shajapur district,0,29995
2018,madhya-pradesh,ujjain district,0,84441
2018,madhya-pradesh,bhind district,0,34085
2018,madhya-pradesh,tikamgarh district,0,15917
2018,madhya-pradesh,seoni district,0,29095
2018,madhya-pradesh,harda district,0,18120
2018,madhya-pradesh,burhanpur district,0,16077
2018,madhya-pradesh,damoh district,0,24961
2018,madhya-pradesh,bhopal district,0,307312
2018,madhya-pradesh,jhabua district,0,9632
2018,madhya-pradesh,dhar district,0,63440
2018,madhya-pradesh,guna district,0,36829
2018,madhya-pradesh,east nimar district,0,29308
2018,madhya-pradesh,chhindwara district,0,65005
2018,madhya-pradesh,umaria district,0,11572
2018,madhya-pradesh,mandla district,0,13593
2018,madhya-pradesh,indore district,0,366977
2018,madhya-pradesh,shahdol district,0,26509
2018,madhya-pradesh,ratlam district,0,49298
2018,madhya-pradesh,panna district,0,13874
2018,madhya-pradesh,chhatarpur district,0,36004
2018,madhya-pradesh,morena district,0,58065
2018,madhya-pradesh,alirajpur district,0,5452
2018,madhya-pradesh,sehore district,0,82040
2018,madhya-pradesh,rajgarh district,0,54095
2018,madhya-pradesh,khargone district,0,56609
2018,madhya-pradesh,satna district,0,81811
2018,madhya-pradesh,narsinghpur district,0,51214
2018,madhya-pradesh,jabalpur district,0,155624
2018,madhya-pradesh,hoshangabad district,0,67994
2018,madhya-pradesh,vidisha district,0,59517
2018,madhya-pradesh,balaghat district,0,51925
2018,madhya-pradesh,singrauli district,0,59664
2018,madhya-pradesh,betul district,0,66003
2018,madhya-pradesh,sidhi district,0,27757
2018,madhya-pradesh,datia district,0,23685
2018,madhya-pradesh,dewas district,0,84342
2018,madhya-pradesh,sheopur district,0,13621
2018,madhya-pradesh,neemuch district,0,37523
2018,madhya-pradesh,raisen district,0,63216
2018,madhya-pradesh,mandsaur district,0,56151
2018,madhya-pradesh,barwani district,0,22443
2018,madhya-pradesh,katni district,0,39536
2018,madhya-pradesh,dindori district,0,9224
2018,madhya-pradesh,shivpuri district,0,37234
2018,madhya-pradesh,gwalior district,0,193605
2018,madhya-pradesh,anuppur district,0,25374
2018,madhya-pradesh,agar malwa district,0,16753
2018,madhya-pradesh,ashoknagar district,0,23253
2018,madhya-pradesh,sagar district,0,100623
2018,madhya-pradesh,niwari district,0,9413
2018,madhya-pradesh,rewa district,0,100661
2018,madhya-pradesh,shajapur district,0,41285
2018,madhya-pradesh,ujjain district,0,113216
2018,madhya-pradesh,bhind district,0,47639
2018,madhya-pradesh,tikamgarh district,0,21942
2018,madhya-pradesh,seoni district,0,39979
2018,madhya-pradesh,harda district,0,24635
2018,madhya-pradesh,burhanpur district,0,22302
2018,madhya-pradesh,damoh district,0,33463
2018,madhya-pradesh,bhopal district,0,398498
2018,madhya-pradesh,jhabua district,0,13499
2018,madhya-pradesh,dhar district,0,86280
2018,madhya-pradesh,guna district,0,52881
2018,madhya-pradesh,east nimar district,0,39725
2018,madhya-pradesh,chhindwara district,0,87704
2018,madhya-pradesh,umaria district,0,15772
2018,madhya-pradesh,mandla district,0,19276
2018,madhya-pradesh,indore district,0,479904
2018,madhya-pradesh,shahdol district,0,35993
2018,madhya-pradesh,ratlam district,0,66181
2018,madhya-pradesh,panna district,0,18555
2018,madhya-pradesh,chhatarpur district,0,48506
2018,madhya-pradesh,morena district,0,75004
2018,madhya-pradesh,alirajpur district,0,7606
2018,madhya-pradesh,sehore district,0,103905
2018,madhya-pradesh,rajgarh district,0,70348
2018,madhya-pradesh,khargone district,0,72892
2018,madhya-pradesh,satna district,0,103407
2018,madhya-pradesh,narsinghpur district,0,64578
2018,madhya-pradesh,jabalpur district,0,193535
2018,madhya-pradesh,hoshangabad district,0,84713
2018,madhya-pradesh,vidisha district,0,76590
2018,madhya-pradesh,balaghat district,0,68079
2018,madhya-pradesh,singrauli district,0,73175
2018,madhya-pradesh,betul district,0,83041
2018,madhya-pradesh,sidhi district,0,35518
2018,madhya-pradesh,datia district,0,30483
2018,madhya-pradesh,dewas district,0,105774
2018,madhya-pradesh,sheopur district,0,17723
2018,madhya-pradesh,neemuch district,0,47901
2018,madhya-pradesh,raisen district,0,78648
2018,madhya-pradesh,mandsaur district,0,73577
2018,madhya-pradesh,barwani district,0,29421
2018,madhya-pradesh,katni district,0,49748
2018,madhya-pradesh,dindori district,0,12903
2018,madhya-pradesh,shivpuri district,0,47616
2018,madhya-pradesh,gwalior district,0,236305
2018,madhya-pradesh,anuppur district,0,32188
2018,madhya-pradesh,agar malwa district,0,22143
2018,madhya-pradesh,ashoknagar district,0,30102
2018,madhya-pradesh,sagar district,0,128283
2018,madhya-pradesh,niwari district,0,12173
2018,madhya-pradesh,rewa district,0,125803
2018,madhya-pradesh,shajapur district,0,52686
2018,madhya-pradesh,ujjain district,0,143770
2018,madhya-pradesh,bhind district,0,61906
2018,madhya-pradesh,tikamgarh district,0,28168
2018,madhya-pradesh,seoni district,0,51561
2018,madhya-pradesh,harda district,0,30835
2018,madhya-pradesh,burhanpur district,0,28441
2018,madhya-pradesh,damoh district,0,42032
2018,madhya-pradesh,bhopal district,0,474192
2018,madhya-pradesh,jhabua district,0,18084
2018,madhya-pradesh,dhar district,0,110726
2018,madhya-pradesh,guna district,0,67630
2018,madhya-pradesh,east nimar district,0,50390
2018,madhya-pradesh,chhindwara district,0,109266
2018,madhya-pradesh,umaria district,0,20386
2018,madhya-pradesh,mandla district,0,25522
2018,madhya-pradesh,indore district,0,585621
2018,madhya-pradesh,shahdol district,0,45154
2018,madhya-pradesh,ratlam district,0,85431
2018,madhya-pradesh,panna district,0,24008
2018,madhya-pradesh,chhatarpur district,0,60318
2018,madhya-pradesh,morena district,0,95267
2018,madhya-pradesh,alirajpur district,0,10442
2018,madhya-pradesh,sehore district,0,125974
2018,madhya-pradesh,rajgarh district,0,88511
2018,madhya-pradesh,khargone district,0,91189
2018,madhya-pradesh,satna district,0,133865
2018,madhya-pradesh,narsinghpur district,0,80034
2018,madhya-pradesh,jabalpur district,0,248495
2018,madhya-pradesh,hoshangabad district,0,104621
2018,madhya-pradesh,vidisha district,0,95544
2018,madhya-pradesh,balaghat district,0,88279
2018,madhya-pradesh,singrauli district,0,90217
2018,madhya-pradesh,betul district,0,103060
2018,madhya-pradesh,sidhi district,0,46218
2018,madhya-pradesh,datia district,0,39314
2018,madhya-pradesh,dewas district,0,129719
2018,madhya-pradesh,sheopur district,0,22653
2018,madhya-pradesh,neemuch district,0,59043
2018,madhya-pradesh,raisen district,0,97966
2018,madhya-pradesh,mandsaur district,0,91133
2018,madhya-pradesh,barwani district,0,37607
2018,madhya-pradesh,katni district,0,65040
2018,madhya-pradesh,dindori district,0,17502
2018,madhya-pradesh,shivpuri district,0,60316
2018,madhya-pradesh,gwalior district,0,284894
2018,madhya-pradesh,anuppur district,0,41252
2018,madhya-pradesh,agar malwa district,0,27331
2018,madhya-pradesh,ashoknagar district,0,37390
2018,madhya-pradesh,sagar district,0,162788
2018,madhya-pradesh,niwari district,0,15512
2018,madhya-pradesh,rewa district,0,160024
2018,madhya-pradesh,shajapur district,0,64217
2018,madhya-pradesh,ujjain district,0,177894
2018,madhya-pradesh,bhind district,0,78871
2018,madhya-pradesh,tikamgarh district,0,36395
2018,madhya-pradesh,seoni district,0,66772
2018,madhya-pradesh,harda district,0,37692
2018,madhya-pradesh,burhanpur district,0,35494
2018,madhya-pradesh,damoh district,0,52293
2018,madhya-pradesh,bhopal district,0,571518
2018,madhya-pradesh,jhabua district,0,23354
2018,madhya-pradesh,dhar district,0,137501
2018,madhya-pradesh,guna district,0,83686
2018,madhya-pradesh,east nimar district,0,62581
2018,madhya-pradesh,chhindwara district,0,139301
2018,madhya-pradesh,umaria district,0,26096
2018,madhya-pradesh,mandla district,0,34894
2018,madhya-pradesh,indore district,0,712479
2018,madhya-pradesh,shahdol district,0,58381
2018,madhya-pradesh,ratlam district,0,104855
2018,madhya-pradesh,panna district,0,31291
2018,madhya-pradesh,chhatarpur district,0,78677
2019,madhya-pradesh,morena district,0,113900
2019,madhya-pradesh,alirajpur district,0,13122
2019,madhya-pradesh,sehore district,0,149925
2019,madhya-pradesh,rajgarh district,0,106743
2019,madhya-pradesh,khargone district,0,109408
2019,madhya-pradesh,satna district,0,160954
2019,madhya-pradesh,narsinghpur district,0,95833
2019,madhya-pradesh,jabalpur district,0,295042
2019,madhya-pradesh,hoshangabad district,0,123858
2019,madhya-pradesh,vidisha district,0,112602
2019,madhya-pradesh,balaghat district,0,108073
2019,madhya-pradesh,singrauli district,0,107427
2019,madhya-pradesh,betul district,0,122961
2019,madhya-pradesh,sidhi district,0,55922
2019,madhya-pradesh,datia district,0,46221
2019,madhya-pradesh,dewas district,0,155786
2019,madhya-pradesh,sheopur district,0,27456
2019,madhya-pradesh,neemuch district,0,72918
2019,madhya-pradesh,raisen district,0,117214
2019,madhya-pradesh,mandsaur district,0,112086
2019,madhya-pradesh,barwani district,0,46138
2019,madhya-pradesh,katni district,0,79580
2019,madhya-pradesh,dindori district,0,22197
2019,madhya-pradesh,shivpuri district,0,73259
2019,madhya-pradesh,gwalior district,0,331504
2019,madhya-pradesh,anuppur district,0,49988
2019,madhya-pradesh,agar malwa district,0,33425
2019,madhya-pradesh,ashoknagar district,0,44386
2019,madhya-pradesh,sagar district,0,194467
2019,madhya-pradesh,niwari district,0,19076
2019,madhya-pradesh,rewa district,0,188803
2019,madhya-pradesh,shajapur district,0,76924
2019,madhya-pradesh,ujjain district,0,214818
2019,madhya-pradesh,bhind district,0,94313
2019,madhya-pradesh,tikamgarh district,0,44716
2019,madhya-pradesh,seoni district,0,82398
2019,madhya-pradesh,harda district,0,43995
2019,madhya-pradesh,burhanpur district,0,42152
2019,madhya-pradesh,damoh district,0,62435
2019,madhya-pradesh,bhopal district,0,670417
2019,madhya-pradesh,jhabua district,0,29064
2019,madhya-pradesh,dhar district,0,166663
2019,madhya-pradesh,guna district,0,98816
2019,madhya-pradesh,east nimar district,0,75806
2019,madhya-pradesh,chhindwara district,0,168633
2019,madhya-pradesh,umaria district,0,31962
2019,madhya-pradesh,mandla district,0,44325
2019,madhya-pradesh,indore district,0,844465
2019,madhya-pradesh,shahdol district,0,71433
2019,madhya-pradesh,ratlam district,0,127023
2019,madhya-pradesh,panna district,0,38426
2019,madhya-pradesh,chhatarpur district,0,95345
2019,madhya-pradesh,morena district,777753,130988
2019,madhya-pradesh,alirajpur district,75803,15642
2019,madhya-pradesh,sehore district,1607496,168843
2019,madhya-pradesh,rajgarh district,914718,122223
2019,madhya-pradesh,khargone district,754539,126108
2019,madhya-pradesh,satna district,1103731,182176
2019,madhya-pradesh,narsinghpur district,651430,108271
2019,madhya-pradesh,jabalpur district,1955565,336963
2019,madhya-pradesh,hoshangabad district,794980,139812
2019,madhya-pradesh,vidisha district,871790,127894
2019,madhya-pradesh,balaghat district,842881,124374
2019,madhya-pradesh,singrauli district,944546,118756
2019,madhya-pradesh,betul district,864376,139098
2019,madhya-pradesh,sidhi district,424569,63838
2019,madhya-pradesh,datia district,290545,51973
2019,madhya-pradesh,dewas district,1331142,177137
2019,madhya-pradesh,sheopur district,184994,31903
2019,madhya-pradesh,neemuch district,500354,83550
2019,madhya-pradesh,raisen district,971165,132559
2019,madhya-pradesh,mandsaur district,773359,128631
2019,madhya-pradesh,barwani district,277619,54556
2019,madhya-pradesh,katni district,527269,92245
2019,madhya-pradesh,dindori district,200672,26511
2019,madhya-pradesh,shivpuri district,501054,86583
2019,madhya-pradesh,gwalior district,2306557,373367
2019,madhya-pradesh,anuppur district,377803,56658
2019,madhya-pradesh,agar malwa district,292056,38600
2019,madhya-pradesh,ashoknagar district,279455,50062
2019,madhya-pradesh,sagar district,1334316,219328
2019,madhya-pradesh,niwari district,132750,22172
2019,madhya-pradesh,rewa district,1287270,211420
2019,madhya-pradesh,shajapur district,629192,87512
2019,madhya-pradesh,ujjain district,1607376,247033
2019,madhya-pradesh,bhind district,631202,109406
2019,madhya-pradesh,tikamgarh district,327273,51785
2019,madhya-pradesh,seoni district,627785,95004
2019,madhya-pradesh,harda district,277928,49716
2019,madhya-pradesh,burhanpur district,216546,47659
2019,madhya-pradesh,damoh district,405290,70868
2019,madhya-pradesh,bhopal district,7697255,756839
2019,madhya-pradesh,jhabua district,183947,34299
2019,madhya-pradesh,dhar district,1306926,190659
2019,madhya-pradesh,guna district,675382,112899
2019,madhya-pradesh,east nimar district,538741,87794
2019,madhya-pradesh,chhindwara district,1236564,192226
2019,madhya-pradesh,umaria district,252403,36814
2019,madhya-pradesh,mandla district,300514,52317
2019,madhya-pradesh,indore district,7253934,955207
2019,madhya-pradesh,shahdol district,533248,80859
2019,madhya-pradesh,ratlam district,880438,144931
2019,madhya-pradesh,panna district,285489,44821
2019,madhya-pradesh,chhatarpur district,622161,110283
2019,madhya-pradesh,morena district,2558044,148083
2019,madhya-pradesh,alirajpur district,257443,18270
2019,madhya-pradesh,sehore district,6080342,187387
2019,madhya-pradesh,rajgarh district,3338233,136848
2019,madhya-pradesh,khargone district,2690866,141346
2019,madhya-pradesh,satna district,3664411,203019
2019,madhya-pradesh,narsinghpur district,2274938,120875
2019,madhya-pradesh,jabalpur district,7606084,380209
2019,madhya-pradesh,hoshangabad district,2757837,155059
2019,madhya-pradesh,vidisha district,3295731,144856
2019,madhya-pradesh,balaghat district,2940988,140473
2019,madhya-pradesh,singrauli district,3202868,128398
2019,madhya-pradesh,betul district,2992371,154313
2019,madhya-pradesh,sidhi district,1355033,70641
2019,madhya-pradesh,datia district,935190,57230
2019,madhya-pradesh,dewas district,5008074,198483
2019,madhya-pradesh,sheopur district,615351,35602
2019,madhya-pradesh,neemuch district,1784172,93754
2019,madhya-pradesh,raisen district,3523241,146998
2019,madhya-pradesh,mandsaur district,2768886,144312
2019,madhya-pradesh,barwani district,1003282,62370
2019,madhya-pradesh,katni district,1770759,103909
2019,madhya-pradesh,dindori district,660281,29957
2019,madhya-pradesh,shivpuri district,1753937,99753
2019,madhya-pradesh,gwalior district,8875564,417846
2019,madhya-pradesh,anuppur district,1313916,62143
2019,madhya-pradesh,agar malwa district,1029333,43676
2019,madhya-pradesh,ashoknagar district,940189,55130
2019,madhya-pradesh,sagar district,4741797,243729
2019,madhya-pradesh,niwari district,431904,24850
2019,madhya-pradesh,rewa district,4200296,232367
2019,madhya-pradesh,shajapur district,2337301,98393
2019,madhya-pradesh,ujjain district,6334170,280589
2019,madhya-pradesh,bhind district,2077370,123531
2019,madhya-pradesh,tikamgarh district,1053442,58461
2019,madhya-pradesh,seoni district,2091333,105476
2019,madhya-pradesh,harda district,903997,54924
2019,madhya-pradesh,burhanpur district,843768,54323
2019,madhya-pradesh,damoh district,1332506,78642
2019,madhya-pradesh,bhopal district,34013069,846170
2019,madhya-pradesh,jhabua district,646506,39668
2019,madhya-pradesh,dhar district,4674725,214712
2019,madhya-pradesh,guna district,2417458,129027
2019,madhya-pradesh,east nimar district,1908947,98963
2019,madhya-pradesh,chhindwara district,4290764,214945
2019,madhya-pradesh,umaria district,837857,40677
2019,madhya-pradesh,mandla district,1003980,59617
2019,madhya-pradesh,indore district,30899773,1071598
2019,madhya-pradesh,shahdol district,1918937,89794
2019,madhya-pradesh,ratlam district,3484646,163826
2019,madhya-pradesh,panna district,873018,49989
2019,madhya-pradesh,chhatarpur district,2038452,125453
2019,madhya-pradesh,morena district,3159169,167329
2019,madhya-pradesh,alirajpur district,346159,21450
2019,madhya-pradesh,sehore district,7562268,208256
2019,madhya-pradesh,rajgarh district,4313460,154830
2019,madhya-pradesh,khargone district,3603726,160372
2019,madhya-pradesh,satna district,4817447,228680
2019,madhya-pradesh,narsinghpur district,2841784,134332
2019,madhya-pradesh,jabalpur district,9017794,422786
2019,madhya-pradesh,hoshangabad district,3514682,172206
2019,madhya-pradesh,vidisha district,4073865,165400
2019,madhya-pradesh,balaghat district,3834727,159937
2019,madhya-pradesh,singrauli district,4135327,142034
2019,madhya-pradesh,betul district,3951316,173691
2019,madhya-pradesh,sidhi district,1795727,80459
2019,madhya-pradesh,datia district,1183175,64135
2019,madhya-pradesh,dewas district,6060885,221533
2019,madhya-pradesh,sheopur district,796162,40736
2019,madhya-pradesh,neemuch district,2304046,105842
2019,madhya-pradesh,raisen district,4296565,165108
2019,madhya-pradesh,mandsaur district,3663257,164446
2019,madhya-pradesh,barwani district,1344420,72187
2019,madhya-pradesh,katni district,2270464,117834
2019,madhya-pradesh,dindori district,858945,34661
2019,madhya-pradesh,shivpuri district,2219390,117138
2019,madhya-pradesh,gwalior district,10738672,461960
2019,madhya-pradesh,anuppur district,1725717,69666
2019,madhya-pradesh,agar malwa district,1299939,49638
2019,madhya-pradesh,ashoknagar district,1197370,61984
2019,madhya-pradesh,sagar district,5872759,272650
2019,madhya-pradesh,niwari district,521308,27993
2019,madhya-pradesh,rewa district,5452304,260351
2019,madhya-pradesh,shajapur district,2954931,111387
2019,madhya-pradesh,ujjain district,7706483,314250
2019,madhya-pradesh,bhind district,2609386,140487
2019,madhya-pradesh,tikamgarh district,1322633,67015
2019,madhya-pradesh,seoni district,2659804,119177
2019,madhya-pradesh,harda district,1185372,61192
2019,madhya-pradesh,burhanpur district,1107161,62012
2019,madhya-pradesh,damoh district,1655595,88723
2019,madhya-pradesh,bhopal district,38780902,926576
2019,madhya-pradesh,jhabua district,814254,45768
2019,madhya-pradesh,dhar district,6002521,242108
2019,madhya-pradesh,guna district,3020481,150709
2019,madhya-pradesh,east nimar district,2391157,111341
2019,madhya-pradesh,chhindwara district,5506331,240962
2019,madhya-pradesh,umaria district,1095825,45879
2019,madhya-pradesh,mandla district,1314703,68825
2019,madhya-pradesh,indore district,38446764,1181500
2019,madhya-pradesh,shahdol district,2465517,101136
2019,madhya-pradesh,ratlam district,4312980,183893
2019,madhya-pradesh,panna district,1158269,57005
2019,madhya-pradesh,chhatarpur district,2561078,145672
2020,madhya-pradesh,morena district,3837024,187857
2020,madhya-pradesh,alirajpur district,436047,24827
2020,madhya-pradesh,sehore district,8068977,228553
2020,madhya-pradesh,rajgarh district,5166263,174122
2020,madhya-pradesh,khargone district,4246643,180658
2020,madhya-pradesh,satna district,5239450,253988
2020,madhya-pradesh,narsinghpur district,3256953,148190
2020,madhya-pradesh,jabalpur district,9450502,462069
2020,madhya-pradesh,hoshangabad district,4178981,190416
2020,madhya-pradesh,vidisha district,4522867,184757
2020,madhya-pradesh,balaghat district,4368141,179810
2020,madhya-pradesh,singrauli district,4752706,156321
2020,madhya-pradesh,betul district,4664926,193348
2020,madhya-pradesh,sidhi district,2159571,90719
2020,madhya-pradesh,datia district,1402036,71709
2020,madhya-pradesh,dewas district,6992853,245317
2020,madhya-pradesh,sheopur district,1000018,46567
2020,madhya-pradesh,neemuch district,2645531,118143
2020,madhya-pradesh,raisen district,4931736,184402
2020,madhya-pradesh,mandsaur district,4066701,183327
2020,madhya-pradesh,barwani district,1660658,82596
2020,madhya-pradesh,katni district,2671976,131655
2020,madhya-pradesh,dindori district,980434,39433
2020,madhya-pradesh,shivpuri district,2740289,134692
2020,madhya-pradesh,gwalior district,11772607,506221
2020,madhya-pradesh,anuppur district,1939706,76969
2020,madhya-pradesh,agar malwa district,1516404,56419
2020,madhya-pradesh,ashoknagar district,1489358,69791
2020,madhya-pradesh,sagar district,6458291,299753
2020,madhya-pradesh,niwari district,642589,31223
2020,madhya-pradesh,rewa district,6038116,285832
2020,madhya-pradesh,shajapur district,3445139,124615
2020,madhya-pradesh,ujjain district,8577572,349476
2020,madhya-pradesh,bhind district,3111987,159089
2020,madhya-pradesh,tikamgarh district,1623458,75937
2020,madhya-pradesh,seoni district,3134906,133334
2020,madhya-pradesh,harda district,1421699,67392
2020,madhya-pradesh,burhanpur district,1358449,70827
2020,madhya-pradesh,damoh district,1892344,98583
2020,madhya-pradesh,bhopal district,38048310,1003288
2020,madhya-pradesh,jhabua district,1026941,52803
2020,madhya-pradesh,dhar district,6924843,270891
2020,madhya-pradesh,guna district,3705575,169946
2020,madhya-pradesh,east nimar district,2916328,125273
2020,madhya-pradesh,chhindwara district,6375827,268008
2020,madhya-pradesh,umaria district,1230506,51076
2020,madhya-pradesh,mandla district,1599740,77954
2020,madhya-pradesh,indore district,40721955,1287857
2020,madhya-pradesh,shahdol district,2748773,112022
2020,madhya-pradesh,ratlam district,4810168,204718
2020,madhya-pradesh,panna district,1403113,64176
2020,madhya-pradesh,chhatarpur district,3076493,164422
2020,madhya-pradesh,morena district,5129896,217318
2020,madhya-pradesh,alirajpur district,729211,31422
2020,madhya-pradesh,sehore district,8117617,251480
2020,madhya-pradesh,rajgarh district,6020987,198951
2020,madhya-pradesh,khargone district,5461706,210140
2020,madhya-pradesh,satna district,5628403,281414
2020,madhya-pradesh,narsinghpur district,3793445,166358
2020,madhya-pradesh,jabalpur district,7997620,507707
2020,madhya-pradesh,hoshangabad district,4541381,213924
2020,madhya-pradesh,vidisha district,4961336,207720
2020,madhya-pradesh,balaghat district,5527300,207076
2020,madhya-pradesh,singrauli district,5115820,171262
2020,madhya-pradesh,betul district,5519756,217297
2020,madhya-pradesh,sidhi district,2564784,102450
2020,madhya-pradesh,datia district,1706107,81212
2020,madhya-pradesh,dewas district,7803477,275957
2020,madhya-pradesh,sheopur district,1380317,54544
2020,madhya-pradesh,neemuch district,2980796,134827
2020,madhya-pradesh,raisen district,5410647,207040
2020,madhya-pradesh,mandsaur district,4536235,208900
2020,madhya-pradesh,barwani district,2245925,98117
2020,madhya-pradesh,katni district,2934370,148185
2020,madhya-pradesh,dindori district,1159585,45900
2020,madhya-pradesh,shivpuri district,3406650,156442
2020,madhya-pradesh,gwalior district,10235469,554377
2020,madhya-pradesh,anuppur district,2186319,85974
2020,madhya-pradesh,agar malwa district,1869353,66194
2020,madhya-pradesh,ashoknagar district,1900830,80288
2020,madhya-pradesh,sagar district,6979197,333878
2020,madhya-pradesh,niwari district,789640,35711
2020,madhya-pradesh,rewa district,6612580,313486
2020,madhya-pradesh,shajapur district,4213047,142935
2020,madhya-pradesh,ujjain district,8399908,395028
2020,madhya-pradesh,bhind district,4266447,183346
2020,madhya-pradesh,tikamgarh district,2052740,87535
2020,madhya-pradesh,seoni district,3792749,152359
2020,madhya-pradesh,harda district,1841278,76370
2020,madhya-pradesh,burhanpur district,1807039,82919
2020,madhya-pradesh,damoh district,2305237,112085
2020,madhya-pradesh,bhopal district,23833983,1080094
2020,madhya-pradesh,jhabua district,1642394,67708
2020,madhya-pradesh,dhar district,7389446,310389
2020,madhya-pradesh,guna district,4184669,192017
2020,madhya-pradesh,east nimar district,3756177,145921
2020,madhya-pradesh,chhindwara district,7241928,302791
2020,madhya-pradesh,umaria district,1408949,57495
2020,madhya-pradesh,mandla district,1972364,90576
2020,madhya-pradesh,indore district,24675945,1410157
2020,madhya-pradesh,shahdol district,3026667,125221
2020,madhya-pradesh,ratlam district,5260077,233307
2020,madhya-pradesh,panna district,1835695,73675
2020,madhya-pradesh,chhatarpur district,3616546,186944
2020,madhya-pradesh,morena district,5515627,243100
2020,madhya-pradesh,alirajpur district,771655,36425
2020,madhya-pradesh,sehore district,9913991,276075
2020,madhya-pradesh,rajgarh district,7130757,224388
2020,madhya-pradesh,khargone district,6430041,234694
2020,madhya-pradesh,satna district,7299985,311884
2020,madhya-pradesh,narsinghpur district,4534535,182823
2020,madhya-pradesh,jabalpur district,10924773,555235
2020,madhya-pradesh,hoshangabad district,5467865,235930
2020,madhya-pradesh,vidisha district,5977596,231156
2020,madhya-pradesh,balaghat district,6555205,232874
2020,madhya-pradesh,singrauli district,6614617,188497
