year,state,distirct,App_open,No_of_App_open
2018,andaman-&-nicobar-islands,north and middle andaman district,0,632
2018,andaman-&-nicobar-islands,south andaman district,0,5846
2018,andaman-&-nicobar-islands,nicobars district,0,262
2018,andaman-&-nicobar-islands,north and middle andaman district,0,911
2018,andaman-&-nicobar-islands,south andaman district,0,8143
2018,andaman-&-nicobar-islands,nicobars district,0,351
2018,andaman-&-nicobar-islands,north and middle andaman district,0,1208
2018,andaman-&-nicobar-islands,south andaman district,0,10474
2018,andaman-&-nicobar-islands,nicobars district,0,467
2018,andaman-&-nicobar-islands,north and middle andaman district,0,1553
2018,andaman-&-nicobar-islands,south andaman district,0,13133
2018,andaman-&-nicobar-islands,nicobars district,0,536
2019,andaman-&-nicobar-islands,north and middle andaman district,0,2013
2019,andaman-&-nicobar-islands,south andaman district,0,15961
2019,andaman-&-nicobar-islands,nicobars district,0,622
2019,andaman-&-nicobar-islands,north and middle andaman district,6118,2417
2019,andaman-&-nicobar-islands,south andaman district,43569,18621
2019,andaman-&-nicobar-islands,nicobars district,2953,693
2019,andaman-&-nicobar-islands,north and middle andaman district,22064,2662
2019,andaman-&-nicobar-islands,south andaman district,138190,20518
2019,andaman-&-nicobar-islands,nicobars district,10853,751
2019,andaman-&-nicobar-islands,north and middle andaman district,26253,2955
2019,andaman-&-nicobar-islands,south andaman district,139646,22202
2019,andaman-&-nicobar-islands,nicobars district,11113,803
2020,andaman-&-nicobar-islands,north and middle andaman district,30444,3315
2020,andaman-&-nicobar-islands,south andaman district,151529,24174
2020,andaman-&-nicobar-islands,nicobars district,11613,879
2020,andaman-&-nicobar-islands,north and middle andaman district,56992,4100
2020,andaman-&-nicobar-islands,south andaman district,231071,27626
2020,andaman-&-nicobar-islands,nicobars district,17009,984
2020,andaman-&-nicobar-islands,north and middle andaman district,76553,5355
2020,andaman-&-nicobar-islands,south andaman district,417785,34833
2020,andaman-&-nicobar-islands,nicobars district,21227,1147
2020,andaman-&-nicobar-islands,north and middle andaman district,125915,7076
2020,andaman-&-nicobar-islands,south andaman district,725321,43908
2020,andaman-&-nicobar-islands,nicobars district,35972,1412
2021,andaman-&-nicobar-islands,north and middle andaman district,121680,7833
2021,andaman-&-nicobar-islands,south andaman district,837589,48352
2021,andaman-&-nicobar-islands,nicobars district,45067,1573
2021,andaman-&-nicobar-islands,north and middle andaman district,596182,8493
2021,andaman-&-nicobar-islands,south andaman district,1270226,51903
2021,andaman-&-nicobar-islands,nicobars district,381815,1699
2021,andaman-&-nicobar-islands,north and middle andaman district,759314,9263
2021,andaman-&-nicobar-islands,south andaman district,1771107,55873
2021,andaman-&-nicobar-islands,nicobars district,591204,1846
2021,andaman-&-nicobar-islands,north and middle andaman district,171921,10002
2021,andaman-&-nicobar-islands,south andaman district,1863037,59807
2021,andaman-&-nicobar-islands,nicobars district,77952,1971
2022,andaman-&-nicobar-islands,north and middle andaman district,904869,10720
2022,andaman-&-nicobar-islands,south andaman district,2368756,63487
2022,andaman-&-nicobar-islands,nicobars district,573782,2081
2022,andaman-&-nicobar-islands,north and middle andaman district,963824,11379
2022,andaman-&-nicobar-islands,south andaman district,3404740,66959
2022,andaman-&-nicobar-islands,nicobars district,811449,2192
2022,andaman-&-nicobar-islands,north and middle andaman district,1176567,11897
2022,andaman-&-nicobar-islands,south andaman district,3607286,70445
2022,andaman-&-nicobar-islands,nicobars district,1284501,2300
2022,andaman-&-nicobar-islands,north and middle andaman district,313502,12361
2022,andaman-&-nicobar-islands,south andaman district,3881359,73692
2022,andaman-&-nicobar-islands,nicobars district,159232,2389
2023,andaman-&-nicobar-islands,north and middle andaman district,3103047,12941
2023,andaman-&-nicobar-islands,south andaman district,5450795,77052
2023,andaman-&-nicobar-islands,nicobars district,2458822,2491
2023,andaman-&-nicobar-islands,north and middle andaman district,3174229,13600
2023,andaman-&-nicobar-islands,south andaman district,6884657,80112
2023,andaman-&-nicobar-islands,nicobars district,4679790,2617
2018,andhra-pradesh,east godavari district,0,350356
2018,andhra-pradesh,srikakulam district,0,143839
2018,andhra-pradesh,visakhapatnam district,0,497187
2018,andhra-pradesh,prakasam district,0,189949
2018,andhra-pradesh,anantapur district,0,241192
2018,andhra-pradesh,kurnool district,0,240133
2018,andhra-pradesh,guntur district,0,317065
2018,andhra-pradesh,krishna district,0,323673
2018,andhra-pradesh,spsr nellore district,0,194475
2018,andhra-pradesh,vizianagaram district,0,128905
2018,andhra-pradesh,ysr district,0,186800
2018,andhra-pradesh,west godavari district,0,213335
2018,andhra-pradesh,chittoor district,0,309541
2018,andhra-pradesh,east godavari district,0,454398
2018,andhra-pradesh,srikakulam district,0,186913
2018,andhra-pradesh,visakhapatnam district,0,636052
2018,andhra-pradesh,prakasam district,0,253458
2018,andhra-pradesh,anantapur district,0,326383
2018,andhra-pradesh,kurnool district,0,319313
2018,andhra-pradesh,guntur district,0,420326
2018,andhra-pradesh,krishna district,0,431965
2018,andhra-pradesh,spsr nellore district,0,261049
2018,andhra-pradesh,vizianagaram district,0,167327
2018,andhra-pradesh,ysr district,0,248657
2018,andhra-pradesh,west godavari district,0,282393
2018,andhra-pradesh,chittoor district,0,414306
2018,andhra-pradesh,east godavari district,0,558982
2018,andhra-pradesh,srikakulam district,0,228456
2018,andhra-pradesh,visakhapatnam district,0,769096
2018,andhra-pradesh,prakasam district,0,314899
2018,andhra-pradesh,anantapur district,0,405855
2018,andhra-pradesh,kurnool district,0,394311
2018,andhra-pradesh,guntur district,0,518931
2018,andhra-pradesh,krishna district,0,537086
2018,andhra-pradesh,spsr nellore district,0,322446
2018,andhra-pradesh,vizianagaram district,0,203655
2018,andhra-pradesh,ysr district,0,308391
2018,andhra-pradesh,west godavari district,0,349782
2018,andhra-pradesh,chittoor district,0,515727
2018,andhra-pradesh,east godavari district,0,694455
2018,andhra-pradesh,srikakulam district,0,284874
2018,andhra-pradesh,visakhapatnam district,0,978288
2018,andhra-pradesh,prakasam district,0,394962
2018,andhra-pradesh,anantapur district,0,510892
2018,andhra-pradesh,kurnool district,0,498582
2018,andhra-pradesh,guntur district,0,659552
2018,andhra-pradesh,krishna district,0,682479
2018,andhra-pradesh,spsr nellore district,0,407495
2018,andhra-pradesh,vizianagaram district,0,257824
2018,andhra-pradesh,ysr district,0,387058
2018,andhra-pradesh,west godavari district,0,435668
2018,andhra-pradesh,chittoor district,0,665280
2019,andhra-pradesh,east godavari district,0,839277
2019,andhra-pradesh,srikakulam district,0,345775
2019,andhra-pradesh,visakhapatnam district,0,1174517
2019,andhra-pradesh,prakasam district,0,474260
2019,andhra-pradesh,anantapur district,0,612162
2019,andhra-pradesh,kurnool district,0,599422
2019,andhra-pradesh,guntur district,0,802394
2019,andhra-pradesh,krishna district,0,833694
2019,andhra-pradesh,spsr nellore district,0,491908
2019,andhra-pradesh,vizianagaram district,0,313334
2019,andhra-pradesh,ysr district,0,460590
2019,andhra-pradesh,west godavari district,0,523372
2019,andhra-pradesh,chittoor district,0,812314
2019,andhra-pradesh,east godavari district,7156762,945181
2019,andhra-pradesh,srikakulam district,3230330,392764
2019,andhra-pradesh,visakhapatnam district,13681907,1318740
2019,andhra-pradesh,prakasam district,4488365,539462
2019,andhra-pradesh,anantapur district,6056591,695114
2019,andhra-pradesh,kurnool district,6240480,680118
2019,andhra-pradesh,guntur district,7268875,915256
2019,andhra-pradesh,krishna district,7822632,952300
2019,andhra-pradesh,spsr nellore district,4774473,558303
2019,andhra-pradesh,vizianagaram district,3541678,355058
2019,andhra-pradesh,ysr district,4345848,519031
2019,andhra-pradesh,west godavari district,3853094,592185
2019,andhra-pradesh,chittoor district,8914216,925491
2019,andhra-pradesh,east godavari district,28275322,1057167
2019,andhra-pradesh,srikakulam district,11813195,437939
2019,andhra-pradesh,visakhapatnam district,54836001,1460464
2019,andhra-pradesh,prakasam district,16267041,598568
2019,andhra-pradesh,anantapur district,22845084,773656
2019,andhra-pradesh,kurnool district,22827473,755024
2019,andhra-pradesh,guntur district,28477132,1026418
2019,andhra-pradesh,krishna district,30077671,1066546
2019,andhra-pradesh,spsr nellore district,17768733,619592
2019,andhra-pradesh,vizianagaram district,13065845,394375
2019,andhra-pradesh,ysr district,15833900,574109
2019,andhra-pradesh,west godavari district,14227407,662102
2019,andhra-pradesh,chittoor district,34638738,1032733
2019,andhra-pradesh,east godavari district,38299189,1195228
2019,andhra-pradesh,srikakulam district,16353822,496266
2019,andhra-pradesh,visakhapatnam district,70749983,1620235
2019,andhra-pradesh,prakasam district,21639748,673522
2019,andhra-pradesh,anantapur district,30278539,873033
2019,andhra-pradesh,kurnool district,29676997,846885
2019,andhra-pradesh,guntur district,37846179,1158708
2019,andhra-pradesh,krishna district,39407473,1199971
2019,andhra-pradesh,spsr nellore district,23608360,697154
2019,andhra-pradesh,vizianagaram district,17515311,443810
2019,andhra-pradesh,ysr district,21543798,646642
2019,andhra-pradesh,west godavari district,19393528,750078
2019,andhra-pradesh,chittoor district,44888591,1156351
2020,andhra-pradesh,east godavari district,46142746,1329664
2020,andhra-pradesh,srikakulam district,20975989,552007
2020,andhra-pradesh,visakhapatnam district,77558624,1763581
2020,andhra-pradesh,prakasam district,26870693,748655
2020,andhra-pradesh,anantapur district,36900103,971850
2020,andhra-pradesh,kurnool district,34198350,936293
2020,andhra-pradesh,guntur district,45282758,1289678
2020,andhra-pradesh,krishna district,46079408,1331602
2020,andhra-pradesh,spsr nellore district,28879364,775440
2020,andhra-pradesh,vizianagaram district,21562104,490683
2020,andhra-pradesh,ysr district,26166193,717865
2020,andhra-pradesh,west godavari district,24542868,843835
2020,andhra-pradesh,chittoor district,51354573,1270907
2020,andhra-pradesh,east godavari district,45884498,1459116
2020,andhra-pradesh,srikakulam district,23808009,608002
2020,andhra-pradesh,visakhapatnam district,69684456,1904719
2020,andhra-pradesh,prakasam district,32255276,830709
2020,andhra-pradesh,anantapur district,39704703,1076953
2020,andhra-pradesh,kurnool district,36268390,1035093
2020,andhra-pradesh,guntur district,44267596,1426271
2020,andhra-pradesh,krishna district,41234166,1459041
2020,andhra-pradesh,spsr nellore district,30816403,854459
2020,andhra-pradesh,vizianagaram district,24370380,537798
2020,andhra-pradesh,ysr district,29644037,796769
2020,andhra-pradesh,west godavari district,26583613,944829
2020,andhra-pradesh,chittoor district,49820171,1385916
2020,andhra-pradesh,east godavari district,64292857,1601940
2020,andhra-pradesh,srikakulam district,31794753,667858
2020,andhra-pradesh,visakhapatnam district,102589371,2058346
2020,andhra-pradesh,prakasam district,44970519,915240
2020,andhra-pradesh,anantapur district,55714787,1186851
2020,andhra-pradesh,kurnool district,49164718,1132240
2020,andhra-pradesh,guntur district,62427501,1567595
2020,andhra-pradesh,krishna district,61028114,1599289
2020,andhra-pradesh,spsr nellore district,43951448,937176
2020,andhra-pradesh,vizianagaram district,31199437,587784
2020,andhra-pradesh,ysr district,41578067,877909
2020,andhra-pradesh,west godavari district,38126238,1053674
2020,andhra-pradesh,chittoor district,69462572,1506503
2020,andhra-pradesh,east godavari district,82605352,1746280
2020,andhra-pradesh,srikakulam district,36770992,726761
2020,andhra-pradesh,visakhapatnam district,124730170,2209658
2020,andhra-pradesh,prakasam district,52839846,999462
2020,andhra-pradesh,anantapur district,69562398,1295872
2020,andhra-pradesh,kurnool district,60615045,1230466
2020,andhra-pradesh,guntur district,81291172,1712940
2020,andhra-pradesh,krishna district,81787771,1744028
2020,andhra-pradesh,spsr nellore district,54765443,1022944
2020,andhra-pradesh,vizianagaram district,35110885,634462
2020,andhra-pradesh,ysr district,49596303,959182
2020,andhra-pradesh,west godavari district,51170162,1163179
2020,andhra-pradesh,chittoor district,88232999,1631331
2021,andhra-pradesh,east godavari district,91478749,1878769
2021,andhra-pradesh,srikakulam district,40590058,782604
2021,andhra-pradesh,visakhapatnam district,135908324,2368081
2021,andhra-pradesh,prakasam district,56911479,1075936
2021,andhra-pradesh,anantapur district,73375049,1394849
2021,andhra-pradesh,kurnool district,65326230,1323411
2021,andhra-pradesh,guntur district,92731167,1843237
2021,andhra-pradesh,krishna district,92941553,1876458
2021,andhra-pradesh,spsr nellore district,60691988,1100541
2021,andhra-pradesh,vizianagaram district,37752539,681621
2021,andhra-pradesh,ysr district,53525815,1032689
2021,andhra-pradesh,west godavari district,57392671,1254117
2021,andhra-pradesh,chittoor district,99083825,1751420
2021,andhra-pradesh,east godavari district,84705076,2006272
2021,andhra-pradesh,srikakulam district,43740255,837958
2021,andhra-pradesh,visakhapatnam district,114313154,2526830
2021,andhra-pradesh,prakasam district,76850749,1151232
2021,andhra-pradesh,anantapur district,104568606,1492738
2021,andhra-pradesh,kurnool district,81894678,1415585
2021,andhra-pradesh,guntur district,88248064,1968681
2021,andhra-pradesh,krishna district,85771678,2002662
2021,andhra-pradesh,spsr nellore district,74049216,1176334
2021,andhra-pradesh,vizianagaram district,42684475,729509
2021,andhra-pradesh,ysr district,72255265,1103004
2021,andhra-pradesh,west godavari district,65118788,1339377
2021,andhra-pradesh,chittoor district,110505432,1870723
2021,andhra-pradesh,east godavari district,103626560,2150622
2021,andhra-pradesh,srikakulam district,48622126,902008
2021,andhra-pradesh,visakhapatnam district,139540800,2707931
2021,andhra-pradesh,prakasam district,91533813,1239147
2021,andhra-pradesh,anantapur district,124985545,1606735
2021,andhra-pradesh,kurnool district,101210508,1522196
2021,andhra-pradesh,guntur district,106621413,2110878
2021,andhra-pradesh,krishna district,104358295,2145423
2021,andhra-pradesh,spsr nellore district,90102349,1263550
2021,andhra-pradesh,vizianagaram district,46277311,784444
2021,andhra-pradesh,ysr district,86369956,1183377
2021,andhra-pradesh,west godavari district,80244808,1436576
2021,andhra-pradesh,chittoor district,135043395,2007011
2021,andhra-pradesh,east godavari district,142536856,2294347
2021,andhra-pradesh,srikakulam district,61654215,965335
2021,andhra-pradesh,visakhapatnam district,188757640,2888774
2021,andhra-pradesh,prakasam district,86410317,1325728
2021,andhra-pradesh,anantapur district,120768682,1719437
2021,andhra-pradesh,kurnool district,97379271,1628242
2021,andhra-pradesh,guntur district,130920743,2252443
2021,andhra-pradesh,krishna district,134436469,2288148
2021,andhra-pradesh,spsr nellore district,90814672,1349290
2021,andhra-pradesh,vizianagaram district,56101822,839606
2021,andhra-pradesh,ysr district,83534122,1262963
2021,andhra-pradesh,west godavari district,100007280,1532898
2021,andhra-pradesh,chittoor district,154395512,2141818
2022,andhra-pradesh,east godavari district,87134562,2432305
2022,andhra-pradesh,srikakulam district,46691467,1027283
2022,andhra-pradesh,visakhapatnam district,88803090,3061324
2022,andhra-pradesh,prakasam district,104851997,1408929
2022,andhra-pradesh,anantapur district,155792533,1827094
2022,andhra-pradesh,kurnool district,119653214,1729513
2022,andhra-pradesh,guntur district,88844052,2387051
2022,andhra-pradesh,krishna district,85871644,2423373
2022,andhra-pradesh,spsr nellore district,101671767,1431664
2022,andhra-pradesh,vizianagaram district,44804002,892889
2022,andhra-pradesh,ysr district,98878499,1339782
2022,andhra-pradesh,west godavari district,87642475,1626039
2022,andhra-pradesh,chittoor district,144146671,2270705
2022,andhra-pradesh,east godavari district,93383888,2564165
2022,andhra-pradesh,srikakulam district,51087942,1086164
2022,andhra-pradesh,visakhapatnam district,93552701,3226029
2022,andhra-pradesh,prakasam district,108172758,1487589
2022,andhra-pradesh,anantapur district,181499094,1928213
2022,andhra-pradesh,kurnool district,136447455,1825280
2022,andhra-pradesh,guntur district,91997209,2514794
2022,andhra-pradesh,krishna district,95341487,2552107
2022,andhra-pradesh,spsr nellore district,108755384,1509927
2022,andhra-pradesh,vizianagaram district,50230853,943242
2022,andhra-pradesh,ysr district,106157470,1412848
2022,andhra-pradesh,west godavari district,103338893,1714357
2022,andhra-pradesh,chittoor district,158771722,2392549
2022,andhra-pradesh,east godavari district,85780890,2702234
2022,andhra-pradesh,srikakulam district,46323107,1147016
2022,andhra-pradesh,visakhapatnam district,87888969,3397514
2022,andhra-pradesh,prakasam district,114185009,1567520
2022,andhra-pradesh,anantapur district,181038520,2030824
2022,andhra-pradesh,kurnool district,143715547,1924127
2022,andhra-pradesh,guntur district,91146114,2647100
2022,andhra-pradesh,krishna district,86220959,2685215
2022,andhra-pradesh,spsr nellore district,105928407,1588875
2022,andhra-pradesh,vizianagaram district,46767889,995141
2022,andhra-pradesh,ysr district,107976611,1487140
2022,andhra-pradesh,west godavari district,97509407,1805967
2022,andhra-pradesh,chittoor district,162524274,2517657
2022,andhra-pradesh,east godavari district,173720880,2835087
2022,andhra-pradesh,srikakulam district,72666058,1204785
2022,andhra-pradesh,visakhapatnam district,208604256,3566854
2022,andhra-pradesh,prakasam district,94432083,1642503
2022,andhra-pradesh,anantapur district,136685634,2128066
2022,andhra-pradesh,kurnool district,105333688,2018290
2022,andhra-pradesh,guntur district,144773169,2774365
2022,andhra-pradesh,krishna district,156902257,2813645
2022,andhra-pradesh,spsr nellore district,103101986,1663684
2022,andhra-pradesh,vizianagaram district,64406405,1044490
2022,andhra-pradesh,ysr district,93975668,1556901
2022,andhra-pradesh,west godavari district,129116752,1893310
2022,andhra-pradesh,chittoor district,189655966,2636036
2023,andhra-pradesh,east godavari district,98931582,2965296
2023,andhra-pradesh,srikakulam district,48743038,1263204
2023,andhra-pradesh,visakhapatnam district,107253885,3732544
2023,andhra-pradesh,prakasam district,112502189,1719910
2023,andhra-pradesh,anantapur district,177793392,2228505
2023,andhra-pradesh,kurnool district,149581663,2114023
2023,andhra-pradesh,guntur district,103514892,2900895
2023,andhra-pradesh,krishna district,98727644,2941585
2023,andhra-pradesh,spsr nellore district,111993275,1740294
2023,andhra-pradesh,vizianagaram district,55519223,1094782
2023,andhra-pradesh,ysr district,109842928,1628595
2023,andhra-pradesh,west godavari district,102965151,1980446
2023,andhra-pradesh,chittoor district,164669558,2755784
2023,andhra-pradesh,east godavari district,101375784,3082893
2023,andhra-pradesh,srikakulam district,48040159,1317771
2023,andhra-pradesh,visakhapatnam district,115516314,3877504
2023,andhra-pradesh,prakasam district,104288559,1792637
2023,andhra-pradesh,anantapur district,164437247,2323796
2023,andhra-pradesh,kurnool district,142843895,2202517
2023,andhra-pradesh,guntur district,97915941,3014655
2023,andhra-pradesh,krishna district,99723659,3054956
2023,andhra-pradesh,spsr nellore district,113350865,1811781
2023,andhra-pradesh,vizianagaram district,55405616,1141578
2023,andhra-pradesh,ysr district,98586928,1694843
2023,andhra-pradesh,west godavari district,116005083,2059880
2023,andhra-pradesh,chittoor district,170462384,2865250
2018,arunachal-pradesh,lower subansiri district,0,498
2018,arunachal-pradesh,tirap district,0,557
2018,arunachal-pradesh,papum pare district,0,7649
2018,arunachal-pradesh,anjaw district,0,278
2018,arunachal-pradesh,lower siang district,0,270
2018,arunachal-pradesh,dibang valley district,0,66
2018,arunachal-pradesh,west kameng district,0,2202
2018,arunachal-pradesh,shi yomi district,0,49
2018,arunachal-pradesh,east kameng district,0,222
2018,arunachal-pradesh,lohit district,0,1207
2018,arunachal-pradesh,lepa rada district,0,210
2018,arunachal-pradesh,lower dibang valley district,0,601
2018,arunachal-pradesh,longding district,0,256
2018,arunachal-pradesh,west siang district,0,846
2018,arunachal-pradesh,kamle district,0,22
2018,arunachal-pradesh,upper siang district,0,301
2018,arunachal-pradesh,kurung kumey district,0,97
2018,arunachal-pradesh,siang district,0,192
2018,arunachal-pradesh,kra daadi district,0,88
2018,arunachal-pradesh,changlang district,0,1208
2018,arunachal-pradesh,pakke kessang district,0,39
2018,arunachal-pradesh,east siang district,0,1803
2018,arunachal-pradesh,upper subansiri district,0,572
2018,arunachal-pradesh,tawang district,0,1525
2018,arunachal-pradesh,namsai district,0,737
2018,arunachal-pradesh,lower subansiri district,0,724
2018,arunachal-pradesh,tirap district,0,856
2018,arunachal-pradesh,papum pare district,0,11418
2018,arunachal-pradesh,anjaw district,0,410
2018,arunachal-pradesh,lower siang district,0,494
2018,arunachal-pradesh,dibang valley district,0,112
2018,arunachal-pradesh,west kameng district,0,3442
2018,arunachal-pradesh,shi yomi district,0,80
2018,arunachal-pradesh,east kameng district,0,343
2018,arunachal-pradesh,lohit district,0,1898
2018,arunachal-pradesh,lepa rada district,0,318
2018,arunachal-pradesh,lower dibang valley district,0,893
2018,arunachal-pradesh,longding district,0,412
2018,arunachal-pradesh,west siang district,0,1224
2018,arunachal-pradesh,kamle district,0,37
2018,arunachal-pradesh,upper siang district,0,481
2018,arunachal-pradesh,kurung kumey district,0,153
2018,arunachal-pradesh,siang district,0,293
2018,arunachal-pradesh,kra daadi district,0,144
2018,arunachal-pradesh,changlang district,0,2014
2018,arunachal-pradesh,pakke kessang district,0,66
2018,arunachal-pradesh,east siang district,0,2646
2018,arunachal-pradesh,upper subansiri district,0,883
2018,arunachal-pradesh,tawang district,0,2266
2018,arunachal-pradesh,namsai district,0,1276
2018,arunachal-pradesh,lower subansiri district,0,1033
2018,arunachal-pradesh,tirap district,0,1226
2018,arunachal-pradesh,papum pare district,0,16009
2018,arunachal-pradesh,anjaw district,0,542
2018,arunachal-pradesh,lower siang district,0,717
2018,arunachal-pradesh,dibang valley district,0,145
2018,arunachal-pradesh,west kameng district,0,4765
2018,arunachal-pradesh,shi yomi district,0,118
2018,arunachal-pradesh,east kameng district,0,521
2018,arunachal-pradesh,lohit district,0,2612
2018,arunachal-pradesh,lepa rada district,0,431
2018,arunachal-pradesh,lower dibang valley district,0,1286
2018,arunachal-pradesh,longding district,0,644
2018,arunachal-pradesh,west siang district,0,1652
2018,arunachal-pradesh,kamle district,0,65
2018,arunachal-pradesh,upper siang district,0,646
2018,arunachal-pradesh,kurung kumey district,0,222
2018,arunachal-pradesh,siang district,0,373
2018,arunachal-pradesh,kra daadi district,0,190
2018,arunachal-pradesh,changlang district,0,2889
2018,arunachal-pradesh,pakke kessang district,0,103
2018,arunachal-pradesh,east siang district,0,3590
2018,arunachal-pradesh,upper subansiri district,0,1169
2018,arunachal-pradesh,tawang district,0,3112
2018,arunachal-pradesh,namsai district,0,1862
2018,arunachal-pradesh,lower subansiri district,0,1459
2018,arunachal-pradesh,tirap district,0,1684
2018,arunachal-pradesh,papum pare district,0,21342
2018,arunachal-pradesh,anjaw district,0,744
2018,arunachal-pradesh,lower siang district,0,936
2018,arunachal-pradesh,dibang valley district,0,178
2018,arunachal-pradesh,west kameng district,0,6492
2018,arunachal-pradesh,shi yomi district,0,144
2018,arunachal-pradesh,east kameng district,0,691
2018,arunachal-pradesh,lohit district,0,3588
2018,arunachal-pradesh,lepa rada district,0,548
2018,arunachal-pradesh,lower dibang valley district,0,1827
2018,arunachal-pradesh,longding district,0,923
2018,arunachal-pradesh,west siang district,0,2117
2018,arunachal-pradesh,kamle district,0,109
2018,arunachal-pradesh,upper siang district,0,868
2018,arunachal-pradesh,kurung kumey district,0,321
2018,arunachal-pradesh,siang district,0,483
2018,arunachal-pradesh,kra daadi district,0,255
2018,arunachal-pradesh,changlang district,0,4036
2018,arunachal-pradesh,pakke kessang district,0,138
2018,arunachal-pradesh,east siang district,0,4813
2018,arunachal-pradesh,upper subansiri district,0,1576
2018,arunachal-pradesh,tawang district,0,4085
2018,arunachal-pradesh,namsai district,0,2495
2019,arunachal-pradesh,lower subansiri district,0,1879
2019,arunachal-pradesh,tirap district,0,2082
2019,arunachal-pradesh,papum pare district,0,26298
2019,arunachal-pradesh,anjaw district,0,934
2019,arunachal-pradesh,lower siang district,0,1123
2019,arunachal-pradesh,dibang valley district,0,211
2019,arunachal-pradesh,west kameng district,0,8115
2019,arunachal-pradesh,shi yomi district,0,186
2019,arunachal-pradesh,east kameng district,0,876
2019,arunachal-pradesh,lohit district,0,4416
2019,arunachal-pradesh,lepa rada district,0,710
2019,arunachal-pradesh,lower dibang valley district,0,2314
2019,arunachal-pradesh,longding district,0,1152
2019,arunachal-pradesh,west siang district,0,2656
2019,arunachal-pradesh,kamle district,0,141
2019,arunachal-pradesh,upper siang district,0,1125
2019,arunachal-pradesh,kurung kumey district,0,385
2019,arunachal-pradesh,siang district,0,651
2019,arunachal-pradesh,kra daadi district,0,350
2019,arunachal-pradesh,changlang district,0,5210
2019,arunachal-pradesh,pakke kessang district,0,162
2019,arunachal-pradesh,east siang district,0,5899
2019,arunachal-pradesh,upper subansiri district,0,1906
2019,arunachal-pradesh,tawang district,0,5023
2019,arunachal-pradesh,namsai district,0,3153
2019,arunachal-pradesh,lower subansiri district,11644,2463
2019,arunachal-pradesh,tirap district,12779,2697
2019,arunachal-pradesh,papum pare district,163673,32800
2019,arunachal-pradesh,anjaw district,4993,1175
2019,arunachal-pradesh,lower siang district,7737,1457
2019,arunachal-pradesh,dibang valley district,258,241
2019,arunachal-pradesh,west kameng district,73944,9782
2019,arunachal-pradesh,shi yomi district,24,225
2019,arunachal-pradesh,east kameng district,4146,1075
2019,arunachal-pradesh,lohit district,32550,5485
2019,arunachal-pradesh,lepa rada district,4196,903
2019,arunachal-pradesh,lower dibang valley district,12669,2842
2019,arunachal-pradesh,longding district,13256,1420
2019,arunachal-pradesh,west siang district,15972,3393
2019,arunachal-pradesh,kamle district,972,212
2019,arunachal-pradesh,upper siang district,2710,1372
2019,arunachal-pradesh,kurung kumey district,2171,481
2019,arunachal-pradesh,siang district,3209,831
2019,arunachal-pradesh,kra daadi district,2639,440
2019,arunachal-pradesh,changlang district,37725,6884
2019,arunachal-pradesh,pakke kessang district,1237,211
2019,arunachal-pradesh,east siang district,34596,7319
2019,arunachal-pradesh,upper subansiri district,9043,2355
2019,arunachal-pradesh,tawang district,32103,5908
2019,arunachal-pradesh,namsai district,18627,3914
2019,arunachal-pradesh,lower subansiri district,42877,2928
2019,arunachal-pradesh,tirap district,49222,3099
2019,arunachal-pradesh,papum pare district,582435,38845
2019,arunachal-pradesh,anjaw district,19509,1358
2019,arunachal-pradesh,lower siang district,25736,1689
2019,arunachal-pradesh,dibang valley district,1436,271
2019,arunachal-pradesh,west kameng district,260068,11186
2019,arunachal-pradesh,shi yomi district,158,239
2019,arunachal-pradesh,east kameng district,19974,1304
2019,arunachal-pradesh,lohit district,112322,6421
2019,arunachal-pradesh,lepa rada district,13695,1064
2019,arunachal-pradesh,lower dibang valley district,43057,3398
2019,arunachal-pradesh,longding district,46571,1634
2019,arunachal-pradesh,west siang district,64241,4101
2019,arunachal-pradesh,kamle district,3686,258
2019,arunachal-pradesh,upper siang district,8960,1486
2019,arunachal-pradesh,kurung kumey district,8396,572
2019,arunachal-pradesh,siang district,13437,948
2019,arunachal-pradesh,kra daadi district,11363,524
2019,arunachal-pradesh,changlang district,139098,8145
2019,arunachal-pradesh,pakke kessang district,5099,244
2019,arunachal-pradesh,east siang district,118071,8571
2019,arunachal-pradesh,upper subansiri district,35114,2748
2019,arunachal-pradesh,tawang district,114907,6553
2019,arunachal-pradesh,namsai district,72268,4563
2019,arunachal-pradesh,lower subansiri district,53396,3564
2019,arunachal-pradesh,tirap district,67097,3605
2019,arunachal-pradesh,papum pare district,670934,44746
2019,arunachal-pradesh,anjaw district,23729,1564
2019,arunachal-pradesh,lower siang district,28156,1921
2019,arunachal-pradesh,dibang valley district,1738,289
2019,arunachal-pradesh,west kameng district,313584,12562
2019,arunachal-pradesh,shi yomi district,880,266
2019,arunachal-pradesh,east kameng district,27850,1623
2019,arunachal-pradesh,lohit district,129353,7386
2019,arunachal-pradesh,lepa rada district,20798,1263
2019,arunachal-pradesh,lower dibang valley district,50034,3944
2019,arunachal-pradesh,longding district,48945,1847
2019,arunachal-pradesh,west siang district,70790,4773
2019,arunachal-pradesh,kamle district,5098,323
2019,arunachal-pradesh,upper siang district,26060,1804
2019,arunachal-pradesh,kurung kumey district,7904,653
2019,arunachal-pradesh,siang district,19220,1131
2019,arunachal-pradesh,kra daadi district,13700,603
2019,arunachal-pradesh,changlang district,152680,9662
2019,arunachal-pradesh,pakke kessang district,5981,296
